thread,tag,sender,reciever,begin,end,lifeSpan
1,2001,0,1,2077,2114,36
0,2002,0,1,2116,2116,0
6,1999,1,1,2081,2116,35
1,2001,0,1,2114,2154,39
0,2002,0,1,2154,2154,0
6,1999,1,1,2120,2154,34
1,2001,0,1,2154,2191,36
3,1030,0,1,2114,2191,77
3,1030,0,1,2191,2191,0
0,2002,0,1,2192,2193,0
6,1999,1,1,2159,2193,34
1,2001,0,1,2191,2194,3
0,2002,0,1,2232,2232,0
3,1030,0,1,2191,2232,41
1,2001,0,1,2194,2233,38
0,2002,0,1,2235,2235,0
6,1999,1,1,2198,2235,36
1,2001,0,1,2233,2271,38
0,2002,0,1,2272,2273,0
6,1999,1,1,2238,2273,34
1,2001,0,1,2272,2315,43
0,2002,0,1,2315,2315,0
3,1030,0,1,2233,2316,83
6,1999,1,1,2283,2316,33
3,1030,0,1,2316,2316,0
1,2001,0,1,2316,2318,2
3,1030,0,1,2316,2356,39
0,2002,0,1,2356,2356,0
1,2001,0,1,2318,2356,38
0,2002,0,1,2358,2358,0
6,1999,1,1,2323,2358,35
1,2001,0,1,2356,2394,37
3,1030,0,1,2356,2394,38
3,1030,0,1,2394,2394,0
0,2002,0,1,2396,2396,0
6,1999,1,1,2362,2396,33
1,2001,0,1,2394,2396,2
0,2002,0,1,2433,2433,0
1,2001,0,1,2396,2433,37
3,1030,0,1,2394,2434,39
0,2002,0,1,2436,2436,0
6,1999,1,1,2401,2436,35
1,2001,0,1,2434,2473,39
3,1030,0,1,2434,2473,39
3,1030,0,1,2473,2473,0
0,2002,0,1,2474,2474,0
6,1999,1,1,2441,2474,33
1,2001,0,1,2473,2475,2
0,2002,0,1,2516,2516,0
3,1030,0,1,2473,2516,43
1,2001,0,1,2475,2516,41
0,2002,0,1,2518,2519,0
6,1999,1,1,2482,2519,37
1,2001,0,1,2516,2558,41
0,2002,0,1,2560,2560,0
6,1999,1,1,2524,2560,36
1,2001,0,1,2558,2598,39
0,2002,0,1,2599,2599,0
6,1999,1,1,2565,2600,34
1,2001,0,1,2598,2636,38
3,1030,0,1,2516,2637,120
3,1030,0,1,2637,2637,0
0,2002,0,1,2637,2637,0
6,1999,1,1,2604,2637,32
1,2001,0,1,2637,2639,2
0,2002,0,1,2676,2676,0
6,1999,1,1,2643,2676,32
1,2001,0,1,2639,2678,39
0,2002,0,1,2715,2716,0
6,1999,1,1,2683,2716,33
1,2001,0,1,2678,2718,40
0,2002,0,1,2756,2756,0
3,1030,0,1,2637,2756,119
0,2002,0,1,2757,2758,0
6,1999,1,1,2723,2758,34
1,2001,0,1,2718,2758,39
1,2001,0,1,2758,2797,38
0,2002,0,1,2797,2797,0
6,1999,1,1,2763,2797,34
3,1030,0,1,2756,2797,41
3,1030,0,1,2797,2798,0
1,2001,0,1,2797,2799,1
0,2002,0,1,2838,2838,0
3,1030,0,1,2798,2838,40
1,2001,0,1,2799,2839,40
0,2002,0,1,2840,2840,0
6,1999,1,1,2804,2840,36
1,2001,0,1,2839,2881,42
0,2002,0,1,2881,2882,0
6,1999,1,1,2846,2882,36
1,2001,0,1,2881,2920,38
3,1030,0,1,2838,2920,81
3,1030,0,1,2920,2920,0
0,2002,0,1,2921,2921,0
6,1999,1,1,2887,2921,34
1,2001,0,1,2920,2922,1
0,2002,0,1,2959,2960,0
3,1030,0,1,2920,2960,39
1,2001,0,1,2922,2961,39
0,2002,0,1,2962,2962,0
6,1999,1,1,2927,2962,35
1,2001,0,1,2961,2998,36
3,1030,0,1,2960,2998,38
3,1030,0,1,2998,2998,0
0,2002,0,1,3000,3000,0
6,1999,1,1,2966,3000,34
1,2001,0,1,2998,3000,2
0,2002,0,1,3037,3037,0
6,1999,1,1,3005,3037,32
1,2001,0,1,3000,3039,38
1,2001,0,1,3039,3077,37
0,2002,0,1,3077,3078,0
6,1999,1,1,3043,3078,34
0,2002,0,1,3114,3114,0
6,1999,1,1,3081,3114,33
1,2001,0,1,3077,3115,38
0,2002,0,1,3153,3153,0
3,1030,0,1,2998,3153,154
1,2001,0,1,3115,3154,38
0,2002,0,1,3155,3156,0
6,1999,1,1,3120,3156,35
1,2001,0,1,3154,3195,40
0,2002,0,1,3196,3196,0
6,1999,1,1,3160,3197,36
1,2001,0,1,3195,3236,41
0,2002,0,1,3236,3236,0
6,1999,1,1,3201,3236,35
1,2001,1,1,3236,3259,23
3,1030,1,1,3153,3260,106
6,1999,1,1,3239,3260,21
6,1999,0,1,3261,3272,11
1,2001,0,1,3260,3272,11
3,1030,0,1,3260,3273,12
3,1030,0,1,3260,3273,13
3,1030,2,1,3273,3273,0
6,1999,1,1,3272,3275,3
5,1998,1,1,3250,3275,25
1,2001,0,1,3273,3275,2
0,2002,0,1,3274,3275,0
2,2001,1,1,3260,3275,15
3,1030,1,1,3273,3275,2
6,1999,1,1,3283,3283,0
1,2001,2,1,3275,3284,8
1,2001,2,1,3284,3310,25
3,1030,0,1,3273,3310,37
3,1030,2,1,3310,3312,1
3,1030,2,1,3312,3312,0
1,2001,2,1,3310,3314,3
3,1030,2,1,3312,3315,3
3,1030,2,1,3315,3315,0
3,1030,0,1,3315,3315,0
1,2001,2,1,3314,3317,2
3,1030,2,1,3315,3318,2
3,1030,2,1,3318,3318,0
1,2001,2,1,3318,3321,2
1,2001,2,1,3321,3331,10
3,1030,0,1,3318,3332,13
3,1030,0,1,3332,3332,0
3,1030,2,1,3332,3332,0
3,1030,2,1,3332,3332,0
3,1030,0,1,3332,3332,0
3,1030,2,1,3332,3332,0
3,1030,2,1,3332,3332,0
1,2001,2,1,3332,3333,1
3,1030,0,1,3332,3336,4
0,2002,0,1,3334,3336,2
3,1030,0,1,3336,3337,0
0,2002,0,1,3338,3338,0
3,1030,0,1,3337,3338,1
0,2002,0,1,3341,3341,0
0,2002,2,1,3341,3341,0
6,1999,1,1,3310,3341,31
1,2001,0,1,3333,3351,18
1,2001,2,1,3351,3367,15
3,1030,0,1,3338,3367,29
3,1030,2,1,3367,3367,0
3,1030,2,1,3367,3368,0
1,2001,2,1,3367,3369,2
3,1030,0,1,3368,3370,2
3,1030,2,1,3370,3370,0
3,1030,2,1,3370,3370,0
1,2001,2,1,3370,3372,2
3,1030,0,1,3370,3373,2
3,1030,2,1,3373,3373,0
3,1030,2,1,3373,3373,0
1,2001,2,1,3372,3375,2
1,2001,0,1,3375,3381,6
3,1030,0,1,3373,3384,11
0,2002,0,1,3376,3384,8
0,2002,2,1,3384,3384,0
6,1999,1,1,3354,3384,30
1,2001,2,1,3381,3415,33
3,1030,0,1,3384,3415,30
3,1030,0,1,3415,3415,0
3,1030,2,1,3415,3415,0
0,2002,0,1,3415,3415,0
3,1030,2,1,3415,3416,0
1,2001,2,1,3415,3418,2
0,2002,0,1,3418,3418,0
0,2002,2,1,3418,3419,0
6,1999,1,1,3394,3419,24
1,2001,0,1,3418,3419,1
1,2001,2,1,3419,3451,31
0,2002,0,1,3453,3453,0
0,2002,2,1,3453,3453,0
6,1999,1,1,3430,3453,23
1,2001,0,1,3451,3454,2
1,2001,2,1,3454,3479,25
0,2002,0,1,3481,3481,0
0,2002,2,1,3481,3482,0
6,1999,1,1,3457,3482,24
1,2001,0,1,3479,3482,2
1,2001,2,1,3482,3508,25
0,2002,0,1,3510,3510,0
0,2002,2,1,3510,3523,13
6,1999,1,1,3486,3524,37
1,2001,0,1,3508,3524,16
1,2001,2,1,3524,3557,33
0,2002,0,1,3558,3558,0
0,2002,2,1,3558,3558,0
6,1999,1,1,3535,3558,23
1,2001,0,1,3557,3560,2
1,2001,2,1,3560,3585,25
3,1030,0,1,3416,3586,170
3,1030,2,1,3586,3587,0
3,1030,2,1,3587,3587,0
1,2001,0,1,3586,3588,1
3,1030,0,1,3587,3588,1
3,1030,0,1,3588,3588,0
1,2001,2,1,3588,3588,0
3,1030,2,1,3588,3588,0
3,1030,0,1,3588,3589,0
3,1030,2,1,3589,3589,0
1,2001,0,1,3589,3590,0
3,1030,0,1,3589,3590,0
3,1030,0,1,3590,3590,0
1,2001,2,1,3590,3591,1
3,1030,2,1,3590,3592,1
3,1030,2,1,3592,3592,0
1,2001,0,1,3591,3593,1
0,2002,0,1,3595,3595,0
0,2002,2,1,3595,3596,0
6,1999,1,1,3563,3596,32
0,2002,0,1,3622,3622,0
3,1030,0,1,3592,3622,30
1,2001,2,1,3593,3624,30
0,2002,0,1,3625,3625,0
0,2002,2,1,3625,3625,0
6,1999,1,1,3599,3626,26
1,2001,0,1,3624,3626,1
0,2002,0,1,3660,3660,0
3,1030,0,1,3622,3660,37
1,2001,0,1,3626,3663,37
1,2001,2,1,3663,3664,1
0,2002,0,1,3664,3664,0
0,2002,2,1,3664,3665,1
6,1999,1,1,3639,3665,26
1,2001,0,1,3664,3693,29
0,2002,0,1,3693,3694,0
0,2002,2,1,3694,3694,0
6,1999,1,1,3669,3694,25
1,2001,2,1,3693,3694,1
0,2002,0,1,3718,3718,0
3,1030,0,1,3660,3718,58
3,1030,2,1,3718,3720,1
0,2002,0,1,3722,3722,0
0,2002,2,1,3722,3722,0
6,1999,1,1,3698,3722,23
1,2001,0,1,3695,3722,27
1,2001,2,1,3722,3722,0
1,2001,0,1,3722,3748,26
3,1030,2,1,3720,3749,28
3,1030,0,1,3749,3749,0
3,1030,0,1,3749,3749,0
1,2001,2,1,3749,3749,0
3,1030,0,1,3749,3750,0
3,1030,2,1,3750,3750,0
3,1030,2,1,3750,3750,0
1,2001,0,1,3750,3751,1
3,1030,2,1,3750,3751,1
3,1030,0,1,3751,3751,0
3,1030,0,1,3751,3751,0
1,2001,2,1,3751,3753,1
1,2001,0,1,3753,3754,1
0,2002,0,1,3758,3759,0
0,2002,2,1,3761,3761,0
6,1999,1,1,3725,3761,35
0,2002,0,1,3789,3789,0
3,1030,0,1,3751,3789,38
1,2001,2,1,3754,3800,46
3,1030,0,1,3789,3801,11
3,1030,2,1,3801,3801,0
0,2002,0,1,3792,3801,8
1,2001,0,1,3801,3810,9
0,2002,0,1,3810,3810,0
0,2002,2,1,3814,3814,0
6,1999,1,1,3775,3814,39
1,2001,2,1,3810,3859,49
3,1030,0,1,3801,3860,59
3,1030,2,1,3860,3860,0
3,1030,2,1,3860,3860,0
3,1030,0,1,3860,3865,4
1,2001,2,1,3860,3865,5
0,2002,0,1,3865,3865,0
3,1030,0,1,3865,3866,0
0,2002,0,1,3867,3867,0
3,1030,0,1,3866,3868,1
0,2002,0,1,3871,3871,0
0,2002,2,1,3871,3872,0
6,1999,1,1,3826,3872,45
1,2001,0,1,3865,3872,6
0,2002,0,1,3914,3916,1
3,1030,2,1,3871,3916,44
3,1030,0,1,3916,3916,0
1,2001,2,1,3872,3916,43
0,2002,0,1,3919,3919,0
1,2001,0,1,3916,3928,11
0,2002,2,1,3919,3928,8
6,1999,1,1,3891,3928,36
1,2001,0,1,3928,3980,52
0,2002,0,1,3982,3982,0
1,2001,2,1,3980,3982,1
0,2002,2,1,3982,4004,22
6,1999,1,1,3957,4005,48
1,2001,0,1,3982,4035,52
1,2001,2,1,4035,4036,1
0,2002,0,1,4037,4037,0
0,2002,2,1,4037,4037,0
6,1999,1,1,4011,4037,25
1,2001,0,1,4036,4065,29
0,2002,0,1,4067,4067,0
0,2002,2,1,4067,4067,0
6,1999,1,1,4042,4067,25
1,2001,2,1,4065,4068,2
3,1030,2,1,3916,4097,181
1,2001,2,1,4068,4097,29
0,2002,0,1,4098,4098,0
0,2002,2,1,4098,4104,5
6,1999,1,1,4073,4104,30
1,2001,0,1,4097,4104,6
1,2001,2,1,4104,4148,44
0,2002,0,1,4149,4150,0
1,2001,0,1,4148,4150,1
0,2002,2,1,4150,4150,0
6,1999,1,1,4124,4150,26
1,2001,2,1,4150,4178,27
0,2002,0,1,4180,4180,0
1,2001,0,1,4178,4180,2
0,2002,2,1,4180,4180,0
6,1999,1,1,4154,4180,26
1,2001,2,1,4180,4207,27
1,2001,0,1,4207,4210,2
0,2002,0,1,4210,4210,0
0,2002,2,1,4210,4210,0
6,1999,1,1,4184,4210,26
1,2001,2,1,4210,4237,26
1,2001,0,1,4237,4239,2
0,2002,0,1,4239,4239,0
0,2002,2,1,4239,4239,0
6,1999,1,1,4213,4239,26
1,2001,2,1,4239,4266,26
3,1030,0,1,4097,4268,170
3,1030,2,1,4268,4278,9
0,2002,0,1,4277,4278,0
1,2001,0,1,4268,4278,10
0,2002,2,1,4278,4278,0
3,1030,2,1,4278,4278,0
6,1999,1,1,4255,4278,23
1,2001,2,1,4278,4284,5
0,2002,0,1,4320,4320,0
3,1030,0,1,4278,4320,41
0,2002,0,1,4322,4332,9
3,1030,2,1,4320,4333,12
0,2002,2,1,4332,4333,0
6,1999,1,1,4297,4333,35
1,2001,2,1,4284,4334,50
1,2001,0,1,4334,4343,9
3,1030,2,1,4333,4422,88
3,1030,2,1,4422,4422,0
3,1030,2,1,4422,4425,3
1,2001,2,1,4343,4426,82
3,1030,2,1,4425,4427,1
3,1030,0,1,4427,4427,0
3,1030,2,1,4427,4427,0
1,2001,2,1,4427,4430,2
1,2001,0,1,4431,4431,0
3,1030,0,1,4427,4431,3
3,1030,2,1,4431,4431,0
3,1030,2,1,4431,4431,0
3,1030,0,1,4431,4431,0
3,1030,0,1,4431,4431,0
3,1030,2,1,4431,4431,0
1,2001,2,1,4431,4433,1
3,1030,0,1,4431,4434,2
3,1030,2,1,4434,4434,0
3,1030,2,1,4434,4434,0
1,2001,0,1,4434,4435,0
0,2002,0,1,4435,4435,0
1,2001,2,1,4435,4438,2
0,2002,2,1,4435,4448,12
6,1999,1,1,4418,4448,29
3,1030,0,1,4434,4490,55
0,2002,0,1,4490,4490,0
0,2002,0,1,4493,4493,0
3,1030,0,1,4490,4494,3
0,2002,0,1,4496,4496,0
3,1030,0,1,4494,4496,2
0,2002,0,1,4499,4499,0
3,1030,0,1,4496,4499,3
1,2001,2,1,4438,4502,64
0,2002,0,1,4501,4503,1
3,1030,0,1,4499,4503,3
1,2001,0,1,4502,4519,16
0,2002,0,1,4507,4519,12
0,2002,2,1,4519,4519,0
6,1999,1,1,4473,4520,46
3,1030,2,1,4503,4579,75
3,1030,2,1,4579,4582,2
1,2001,0,1,4519,4584,64
3,1030,2,1,4582,4585,2
3,1030,0,1,4585,4585,0
1,2001,2,1,4584,4585,0
3,1030,0,1,4585,4585,0
3,1030,2,1,4585,4586,1
3,1030,0,1,4586,4586,0
3,1030,2,1,4586,4586,0
0,2002,0,1,4587,4587,0
0,2002,2,1,4587,4587,0
6,1999,1,1,4560,4587,27
1,2001,0,1,4585,4588,2
1,2001,2,1,4588,4590,2
0,2002,0,1,4618,4618,0
0,2002,2,1,4618,4619,0
3,1030,2,1,4586,4619,32
1,2001,2,1,4590,4619,29
1,2001,0,1,4619,4620,1
0,2002,2,1,4634,4634,0
6,1999,1,1,4594,4634,39
1,2001,2,1,4620,4662,41
3,1030,0,1,4619,4663,44
3,1030,2,1,4663,4663,0
1,2001,0,1,4663,4663,0
3,1030,2,1,4663,4663,0
3,1030,0,1,4663,4664,0
3,1030,2,1,4664,4664,0
3,1030,0,1,4664,4664,0
1,2001,0,1,4663,4666,2
3,1030,0,1,4664,4666,2
3,1030,2,1,4666,4666,0
3,1030,0,1,4666,4666,0
1,2001,2,1,4666,4667,0
0,2002,0,1,4668,4668,0
1,2001,0,1,4667,4671,4
0,2002,2,1,4668,4671,3
6,1999,1,1,4637,4671,34
1,2001,2,1,4671,4717,45
3,1030,0,1,4666,4718,52
1,2001,2,1,4717,4721,3
1,2001,0,1,4721,4721,0
3,1030,2,1,4721,4722,0
0,2002,0,1,4723,4723,0
3,1030,2,1,4722,4723,1
3,1030,0,1,4723,4723,0
0,2002,2,1,4723,4723,0
6,1999,1,1,4689,4723,34
1,2001,2,1,4721,4728,6
3,1030,2,1,4723,4728,4
3,1030,2,1,4728,4728,0
0,2002,0,1,4761,4761,0
3,1030,0,1,4728,4761,33
0,2002,0,1,4763,4764,0
3,1030,0,1,4761,4764,2
0,2002,0,1,4765,4773,8
3,1030,2,1,4764,4774,9
0,2002,2,1,4774,4774,0
1,2001,2,1,4728,4775,47
3,1030,2,1,4774,4775,1
1,2001,0,1,4775,4776,1
0,2002,2,1,4776,4776,0
6,1999,1,1,4747,4777,29
1,2001,2,1,4776,4818,41
1,2001,0,1,4818,4818,0
3,1030,2,1,4776,4818,42
3,1030,0,1,4818,4818,0
3,1030,0,1,4818,4818,0
3,1030,0,1,4818,4818,0
3,1030,2,1,4818,4818,0
3,1030,2,1,4818,4819,0
0,2002,0,1,4819,4819,0
0,2002,2,1,4819,4820,0
6,1999,1,1,4803,4820,16
1,2001,0,1,4818,4820,2
1,2001,2,1,4820,4821,0
3,1030,0,1,4819,4843,24
0,2002,0,1,4842,4843,0
3,1030,0,1,4843,4845,2
0,2002,0,1,4845,4845,0
3,1030,0,1,4845,4847,2
0,2002,0,1,4847,4847,0
0,2002,0,1,4850,4850,0
0,2002,2,1,4850,4850,0
3,1030,2,1,4847,4851,3
1,2001,2,1,4821,4853,32
0,2002,2,1,4854,4854,0
1,2001,0,1,4853,4854,0
6,1999,1,1,4827,4854,27
3,1030,2,1,4851,4889,38
1,2001,2,1,4854,4890,35
0,2002,0,1,4889,4890,0
0,2002,2,1,4890,4890,0
6,1999,1,1,4865,4891,26
1,2001,0,1,4890,4891,1
1,2001,2,1,4891,4931,40
0,2002,0,1,4931,4932,0
0,2002,2,1,4932,4932,0
6,1999,1,1,4907,4932,25
1,2001,0,1,4931,4933,1
1,2001,2,1,4933,4964,31
1,2001,0,1,4964,4965,0
0,2002,0,1,4965,4968,3
0,2002,2,1,4968,4969,0
6,1999,1,1,4940,4969,29
1,2001,2,1,4965,5003,38
0,2002,0,1,5005,5005,0
1,2001,0,1,5005,5006,1
3,1030,0,1,4889,5006,117
3,1030,2,1,5006,5006,0
3,1030,2,1,5006,5006,0
1,2001,2,1,5006,5009,2
3,1030,0,1,5006,5024,17
0,2002,0,1,5025,5025,0
0,2002,2,1,5025,5043,18
6,1999,1,1,4982,5043,61
1,2001,2,1,5009,5074,65
3,1030,0,1,5024,5075,51
3,1030,2,1,5075,5075,0
3,1030,2,1,5075,5075,0
1,2001,0,1,5075,5076,0
3,1030,2,1,5075,5076,0
1,2001,2,1,5076,5087,10
3,1030,0,1,5076,5087,11
3,1030,0,1,5087,5087,0
1,2001,0,1,5087,5090,3
0,2002,0,1,5087,5090,3
0,2002,2,1,5090,5091,0
6,1999,1,1,5050,5091,40
3,1030,0,1,5087,5132,44
0,2002,0,1,5131,5132,0
1,2001,2,1,5090,5138,48
3,1030,0,1,5132,5143,11
0,2002,0,1,5134,5149,14
1,2001,0,1,5138,5149,10
0,2002,0,1,5152,5152,0
0,2002,2,1,5152,5152,0
6,1999,1,1,5113,5152,39
3,1030,0,1,5143,5194,50
0,2002,0,1,5193,5194,0
3,1030,0,1,5194,5207,13
1,2001,2,1,5149,5207,58
0,2002,0,1,5196,5207,11
0,2002,0,1,5210,5210,0
1,2001,0,1,5207,5211,3
0,2002,2,1,5211,5211,0
6,1999,1,1,5170,5211,41
3,1030,2,1,5207,5265,57
0,2002,0,1,5275,5275,0
0,2002,2,1,5275,5276,0
1,2001,0,1,5211,5279,67
1,2001,2,1,5279,5280,1
3,1030,2,1,5265,5280,15
0,2002,2,1,5283,5284,0
6,1999,1,1,5247,5284,37
1,2001,2,1,5280,5360,80
3,1030,0,1,5281,5361,80
0,2002,0,1,5369,5371,2
3,1030,0,1,5361,5371,10
3,1030,2,1,5371,5372,0
1,2001,0,1,5361,5372,10
3,1030,2,1,5372,5373,1
0,2002,0,1,5373,5373,0
0,2002,2,1,5373,5373,0
6,1999,1,1,5340,5373,33
1,2001,2,1,5372,5375,2
1,2001,0,1,5375,5404,28
3,1030,0,1,5373,5404,30
3,1030,0,1,5404,5404,0
1,2001,0,1,5404,5406,2
3,1030,0,1,5404,5407,2
3,1030,2,1,5407,5407,0
3,1030,2,1,5407,5407,0
1,2001,2,1,5407,5407,0
3,1030,0,1,5407,5426,18
1,2001,0,1,5407,5426,18
0,2002,0,1,5409,5426,16
0,2002,2,1,5426,5431,5
6,1999,1,1,5383,5431,48
1,2001,2,1,5426,5476,50
3,1030,0,1,5426,5477,51
3,1030,2,1,5477,5477,0
3,1030,2,1,5477,5477,0
1,2001,2,1,5477,5480,3
3,1030,0,1,5477,5481,3
1,2001,2,1,5481,5485,4
3,1030,2,1,5481,5486,4
3,1030,2,1,5486,5486,0
3,1030,2,1,5486,5486,0
3,1030,0,1,5486,5486,0
3,1030,2,1,5486,5486,0
0,2002,0,1,5486,5486,0
0,2002,2,1,5486,5486,0
6,1999,1,1,5453,5486,33
1,2001,0,1,5486,5489,3
1,2001,2,1,5489,5489,0
1,2001,2,1,5489,5544,55
3,1030,2,1,5486,5544,58
3,1030,2,1,5544,5545,0
3,1030,2,1,5545,5545,0
1,2001,2,1,5545,5548,3
0,2002,0,1,5545,5548,2
3,1030,0,1,5545,5548,2
0,2002,2,1,5548,5550,2
6,1999,1,1,5524,5550,26
1,2001,0,1,5548,5557,9
3,1030,0,1,5548,5608,60
0,2002,0,1,5608,5608,0
0,2002,0,1,5611,5611,0
3,1030,0,1,5608,5611,3
3,1030,0,1,5611,5613,1
0,2002,0,1,5613,5613,0
3,1030,2,1,5613,5632,18
0,2002,0,1,5632,5632,0
3,1030,2,1,5632,5633,0
0,2002,2,1,5632,5633,0
6,1999,1,1,5591,5633,41
1,2001,2,1,5557,5635,77
1,2001,0,1,5635,5637,1
0,2002,0,1,5665,5667,2
3,1030,0,1,5633,5667,34
3,1030,0,1,5667,5670,2
0,2002,0,1,5670,5670,0
0,2002,0,1,5672,5672,0
3,1030,0,1,5670,5672,2
3,1030,2,1,5672,5673,0
0,2002,0,1,5676,5676,0
1,2001,2,1,5637,5677,39
3,1030,2,1,5673,5677,3
0,2002,2,1,5677,5677,0
