Job,nodes,ncpus,walltime,qtime,rtime
2068128.vm-pbs,1,1,60:00:00,0:0:1,8:12:52
2088173.vm-pbs,1,1,96:00:00,0:0:1,0:35:5
2087198.vm-pbs,1,1,96:00:00,0:0:0,0:38:7
2084080.vm-pbs,1,1,96:00:00,0:0:9,0:22:27
2085583.vm-pbs,1,1,60:00:00,0:0:1,0:5:22
2093608.vm-pbs,1,1,60:00:00,0:6:39,0:6:46
2085707.vm-pbs,1,1,60:00:00,0:0:1,0:1:45
2081227.vm-pbs,1,1,60:00:00,0:0:1,0:0:24
2087237.vm-pbs,1,1,60:00:00,0:0:0,0:4:17
2094715.vm-pbs,1,1,60:00:00,0:0:1,0:24:7
2086350.vm-pbs,1,1,60:00:00,0:0:0,0:1:57
2092203.vm-pbs,1,1,60:00:00,0:4:4,0:23:16
2087823.vm-pbs,1,1,96:00:00,0:0:1,0:38:3
2089374.vm-pbs,1,1,60:00:00,0:0:1,0:19:41
2084230.vm-pbs,1,1,96:00:00,0:0:1,0:22:14
2080734.vm-pbs,1,1,96:00:00,0:0:42,0:22:7
2075900.vm-pbs,1,1,60:00:00,3:34:39,1:4:20
2085786.vm-pbs,1,1,60:00:00,0:0:2,0:6:57
2093071.vm-pbs,1,1,60:00:00,0:4:40,0:24:42
2084683.vm-pbs,1,1,60:00:00,0:0:1,0:4:42
2087297.vm-pbs,1,1,96:00:00,0:0:1,0:49:7
2087943.vm-pbs,1,1,96:00:00,0:0:1,0:41:32
2081791.vm-pbs,1,1,01:00:00,0:7:51,0:10:33
2087362.vm-pbs,1,1,60:00:00,0:0:2,0:6:28
2094648.vm-pbs,1,1,60:00:00,0:0:2,0:27:11
2082920.vm-pbs,1,1,60:00:00,0:0:15,0:1:2
2075818.vm-pbs,1,1,60:00:00,1:42:38,1:0:51
2082037.vm-pbs,1,1,60:00:00,0:0:1,0:1:14
2071993.vm-pbs,1,1,96:00:00,1:10:3,1:0:24
2069806.vm-pbs,1,1,96:00:00,0:46:25,0:40:18
2070708.vm-pbs,1,1,96:00:00,0:0:0,0:40:28
2076153.vm-pbs,1,1,60:00:00,0:0:1,0:0:43
2069274.vm-pbs,1,1,60:00:00,0:0:0,8:14:3
2073867.vm-pbs,1,1,60:00:00,1:27:54,1:14:4
2087247.vm-pbs,1,1,60:00:00,0:0:1,0:2:26
2085186.vm-pbs,1,1,60:00:00,0:0:1,0:5:1
2087325.vm-pbs,1,1,60:00:00,0:0:0,0:6:47
2072663.vm-pbs,1,1,96:00:00,0:0:0,1:3:17
2071964.vm-pbs,1,1,96:00:00,0:0:0,1:5:10
2088897.vm-pbs,1,1,01:00:00,2:6:37,0:28:16
2067865.vm-pbs,1,1,60:00:00,0:0:0,7:58:21
2093919.vm-pbs,1,1,60:00:00,0:5:45,0:5:38
2088883.vm-pbs,1,1,01:00:00,2:5:12,0:39:43
2086958.vm-pbs,1,1,60:00:00,0:0:0,0:4:24
2088896.vm-pbs,1,1,01:00:00,2:6:37,0:33:17
2085966.vm-pbs,1,1,60:00:00,0:0:1,0:6:59
2076583.vm-pbs,1,1,60:00:00,0:0:0,0:0:4
2085477.vm-pbs,1,1,96:00:00,1:10:37,0:37:6
2073569.vm-pbs,1,1,01:00:00,0:33:41,0:9:52
2075546.vm-pbs,1,1,01:00:00,0:0:1,0:48:35
2090462.vm-pbs,1,1,96:00:00,0:0:1,2:1:37
2066920.vm-pbs,1,1,48:00:00,7:55:22,35:31:16
2094546.vm-pbs,1,1,60:00:00,0:0:2,0:27:30
2074019.vm-pbs,1,1,96:00:00,0:9:54,1:0:29
2072001.vm-pbs,1,1,96:00:00,1:20:26,1:10:2
2086188.vm-pbs,1,1,60:00:00,0:0:0,0:2:42
2080474.vm-pbs,1,12,168:00:00,0:6:21,0:1:42
2094895.vm-pbs,1,1,96:00:00,0:0:1,2:51:31
2068759.vm-pbs,1,1,05:00:00,0:0:1,2:33:5
2088266.vm-pbs,1,1,96:00:00,0:0:0,0:39:25
2072673.vm-pbs,1,1,96:00:00,0:0:1,1:2:37
2084650.vm-pbs,1,1,96:00:00,1:58:58,0:45:57
2081680.vm-pbs,1,1,60:00:00,0:0:0,0:0:44
2080940.vm-pbs,1,1,96:00:00,0:0:47,0:19:6
2084160.vm-pbs,1,1,96:00:00,0:0:1,0:18:55
2075646.vm-pbs,1,1,01:00:00,0:48:48,0:44:51
2092575.vm-pbs,1,1,60:00:00,0:4:0,0:6:3
2070065.vm-pbs,1,1,96:00:00,0:42:1,0:44:50
2070616.vm-pbs,1,1,96:00:00,0:0:1,0:39:26
2069403.vm-pbs,1,1,96:00:00,0:0:1,0:16:17
2075410.vm-pbs,1,1,01:00:00,0:1:29,0:0:13
2088384.vm-pbs,1,1,60:00:00,0:0:1,0:18:47
2085840.vm-pbs,1,1,60:00:00,0:0:1,0:4:48
2092680.vm-pbs,1,1,60:00:00,0:7:16,0:2:18
2085516.vm-pbs,1,1,60:00:00,0:0:1,0:7:49
2072291.vm-pbs,1,1,01:00:00,0:0:0,0:5:33
2091014.vm-pbs,1,1,60:00:00,0:3:23,0:5:32
2071679.vm-pbs,1,1,01:00:00,0:0:15,0:0:21
2087020.vm-pbs,1,1,60:00:00,0:0:10,0:6:5
2086535.vm-pbs,1,1,60:00:00,0:0:0,0:6:20
2089263.vm-pbs,1,1,60:00:00,0:0:1,0:23:50
2084238.vm-pbs,1,1,96:00:00,0:0:3,0:20:24
2081056.vm-pbs,1,1,96:00:00,0:0:0,0:21:16
2084863.vm-pbs,1,1,60:00:00,0:0:1,0:3:30
2076144.vm-pbs,1,1,60:00:00,0:0:1,0:0:44
2091414.vm-pbs,1,1,60:00:00,0:4:23,0:5:53
2069752.vm-pbs,1,1,96:00:00,0:41:4,0:37:43
2074258.vm-pbs,1,1,96:00:00,0:5:29,1:3:44
2085045.vm-pbs,1,1,60:00:00,0:0:1,0:1:58
2091555.vm-pbs,1,1,60:00:00,0:7:24,0:2:25
2080757.vm-pbs,1,1,96:00:00,0:0:2,0:18:40
2070378.vm-pbs,1,1,96:00:00,0:0:9,0:39:22
2084610.vm-pbs,1,1,96:00:00,0:48:53,0:45:34
2070488.vm-pbs,1,1,96:00:00,0:0:1,0:48:3
2068348.vm-pbs,1,8,168:00:00,0:1:2,0:11:32
2085172.vm-pbs,1,1,60:00:00,0:0:0,0:3:58
2089605.vm-pbs,1,1,60:00:00,0:7:2,0:1:54
2085957.vm-pbs,1,1,60:00:00,0:0:0,0:2:41
2080887.vm-pbs,1,1,60:00:00,0:0:12,0:1:23
2093102.vm-pbs,1,1,60:00:00,0:4:17,0:20:48
2078300.vm-pbs,1,1,60:00:00,0:0:0,0:0:5
2093235.vm-pbs,1,1,96:00:00,0:26:21,1:56:6
2071960.vm-pbs,1,1,96:00:00,0:0:1,1:5:10
2088152.vm-pbs,1,1,96:00:00,0:0:1,0:38:47
2087216.vm-pbs,1,1,60:00:00,0:0:1,0:6:39
2085084.vm-pbs,1,1,96:00:00,1:59:0,0:37:14
2074450.vm-pbs,1,1,60:00:00,1:25:15,0:41:46
2068286.vm-pbs,1,1,48:00:00,0:0:1,0:11:45
2088463.vm-pbs,1,1,60:00:00,0:0:1,0:17:24
2084236.vm-pbs,1,1,96:00:00,0:0:1,0:20:55
2085456.vm-pbs,1,1,60:00:00,0:0:0,0:3:6
2094196.vm-pbs,1,1,96:00:00,0:41:45,1:56:4
2091466.vm-pbs,1,1,60:00:00,0:3:25,0:19:59
2072507.vm-pbs,1,1,01:00:00,0:27:16,0:3:7
2091193.vm-pbs,1,1,60:00:00,0:5:56,0:2:4
2087601.vm-pbs,1,1,96:00:00,0:0:5,0:36:37
2085732.vm-pbs,1,1,60:00:00,0:0:0,0:3:29
2074460.vm-pbs,1,1,60:00:00,1:34:36,0:20:22
2075694.vm-pbs,1,1,01:00:00,1:33:26,0:40:19
2091548.vm-pbs,1,1,60:00:00,0:7:19,0:3:55
2083359.vm-pbs,1,1,60:00:00,0:0:1,0:1:12
2073766.vm-pbs,1,1,60:00:00,1:32:50,1:12:58
2090781.vm-pbs,1,1,48:00:00,1:32:39,15:58:52
2075916.vm-pbs,1,1,60:00:00,3:38:35,1:5:25
2070062.vm-pbs,1,1,96:00:00,0:41:37,0:45:59
2075759.vm-pbs,1,1,01:00:00,2:20:43,0:33:2
2092863.vm-pbs,1,1,60:00:00,0:6:59,0:7:1
2094830.vm-pbs,1,1,60:00:00,0:0:1,0:23:48
2069514.vm-pbs,1,1,48:00:00,0:0:1,33:8:19
2089090.vm-pbs,1,1,60:00:00,0:0:1,0:21:19
2092924.vm-pbs,1,1,60:00:00,0:5:28,0:3:1
2086952.vm-pbs,1,1,96:00:00,0:0:46,0:38:54
2094626.vm-pbs,1,1,60:00:00,0:0:1,0:28:16
2083362.vm-pbs,1,1,60:00:00,0:0:1,0:1:1
2092491.vm-pbs,1,1,60:00:00,0:6:26,0:3:15
2068023.vm-pbs,1,1,10:00:00,0:0:0,0:16:36
2069948.vm-pbs,1,1,01:00:00,0:0:0,0:3:31
2068984.vm-pbs,1,12,168:00:00,0:9:59,0:9:24
2085591.vm-pbs,1,1,60:00:00,0:0:1,0:4:53
2086847.vm-pbs,1,1,60:00:00,0:0:1,0:6:1
2093750.vm-pbs,1,1,60:00:00,0:5:52,0:5:1
2091117.vm-pbs,1,1,60:00:00,0:6:5,0:2:41
2094647.vm-pbs,1,1,60:00:00,0:0:1,0:27:24
2085665.vm-pbs,1,1,60:00:00,0:0:0,0:5:43
2091878.vm-pbs,1,1,60:00:00,0:2:29,0:4:56
2090517.vm-pbs,1,1,60:00:00,0:3:41,0:22:10
2069575.vm-pbs,1,8,168:00:00,0:1:58,0:12:31
2069407.vm-pbs,1,1,96:00:00,0:0:1,0:16:17
2085711.vm-pbs,1,1,60:00:00,0:0:1,0:6:22
2087673.vm-pbs,1,1,96:00:00,0:0:1,0:36:24
2080667.vm-pbs,1,1,60:00:00,2:4:45,1:4:38
2085442.vm-pbs,1,1,60:00:00,0:0:1,0:3:59
2089617.vm-pbs,1,1,60:00:00,0:6:44,0:5:56
2090986.vm-pbs,1,1,60:00:00,0:3:26,0:3:30
2091200.vm-pbs,1,1,00:02:00,0:0:1,0:2:8
2093313.vm-pbs,1,1,60:00:00,0:4:20,0:7:1
2091929.vm-pbs,1,1,10:00:00,0:0:1,0:0:36
2086412.vm-pbs,1,1,60:00:00,0:0:1,0:4:4
2086150.vm-pbs,1,1,60:00:00,0:0:2,0:6:20
2092625.vm-pbs,1,1,60:00:00,0:4:11,0:3:55
2092552.vm-pbs,2,16,00:01:55,0:0:1,0:0:26
2080810.vm-pbs,1,1,60:00:00,2:45:7,1:39:0
2082055.vm-pbs,1,1,60:00:00,0:0:1,0:1:4
2073540.vm-pbs,1,1,01:00:00,0:27:9,0:11:25
2077972.vm-pbs,1,1,60:00:00,0:0:1,0:0:14
2073576.vm-pbs,1,1,01:00:00,0:34:31,0:9:2
2080786.vm-pbs,1,1,96:00:00,0:0:5,0:18:41
2091862.vm-pbs,1,1,60:00:00,0:3:20,0:6:1
2085543.vm-pbs,1,1,60:00:00,0:0:0,0:5:3
2069323.vm-pbs,1,1,96:00:00,0:0:0,0:18:54
2092919.vm-pbs,1,1,60:00:00,0:5:53,0:8:8
2090955.vm-pbs,1,1,60:00:00,0:5:45,0:5:12
2089413.vm-pbs,1,1,60:00:00,0:0:43,0:3:9
2091114.vm-pbs,1,1,60:00:00,0:5:28,0:3:38
2073634.vm-pbs,1,1,96:00:00,0:28:15,1:2:33
2084036.vm-pbs,1,1,96:00:00,0:1:40,0:21:18
2073593.vm-pbs,1,1,96:00:00,0:6:4,1:3:59
2094382.vm-pbs,1,1,60:00:00,0:0:1,0:20:31
2095201.vm-pbs,1,1,60:00:00,0:0:1,0:24:22
2094304.vm-pbs,1,1,96:00:00,1:41:20,2:15:11
2073782.vm-pbs,1,1,96:00:00,0:3:23,1:3:27
2089381.vm-pbs,1,1,60:00:00,0:0:2,0:16:57
2075755.vm-pbs,1,1,01:00:00,2:19:32,0:34:14
2085158.vm-pbs,1,1,60:00:00,0:0:1,0:4:41
2071423.vm-pbs,1,1,60:00:00,1:27:1,1:23:5
2083083.vm-pbs,1,1,60:00:00,0:0:1,0:0:5
2086608.vm-pbs,1,1,60:00:00,0:0:1,0:4:38
2083354.vm-pbs,1,1,60:00:00,0:0:0,0:1:19
2070693.vm-pbs,1,1,96:00:00,0:0:1,0:42:26
2081794.vm-pbs,1,1,01:00:00,0:8:40,0:14:44
2093992.vm-pbs,1,1,60:00:00,0:0:1,0:20:15
2091107.vm-pbs,1,1,60:00:00,0:0:1,6:33:27
2074226.vm-pbs,1,1,96:00:00,0:0:1,1:11:38
2092479.vm-pbs,1,1,60:00:00,0:6:28,0:20:38
2087283.vm-pbs,1,1,96:00:00,0:0:0,0:39:25
2087057.vm-pbs,1,1,60:00:00,0:0:0,0:5:32
2070369.vm-pbs,1,1,96:00:00,0:21:55,0:39:32
2074451.vm-pbs,1,1,60:00:00,1:24:58,0:40:25
2092908.vm-pbs,1,1,60:00:00,0:5:43,0:20:32
2073692.vm-pbs,1,1,96:00:00,0:0:1,1:0:41
2086186.vm-pbs,1,1,60:00:00,0:0:1,0:2:42
2084706.vm-pbs,1,1,60:00:00,0:0:1,0:2:22
2087710.vm-pbs,1,1,96:00:00,0:0:1,0:37:59
2088102.vm-pbs,1,1,96:00:00,0:0:1,0:41:5
2067469.vm-pbs,1,1,60:00:00,0:0:14,7:53:22
2083366.vm-pbs,1,1,60:00:00,0:0:1,0:1:0
2086506.vm-pbs,1,1,60:00:00,0:0:1,0:6:7
2068818.vm-pbs,1,1,05:00:00,2:34:54,2:33:23
2094956.vm-pbs,1,1,60:00:00,0:0:1,0:25:42
2070829.vm-pbs,1,1,96:00:00,0:0:0,0:42:23
2068966.vm-pbs,1,1,60:00:00,0:0:0,7:59:59
2091152.vm-pbs,1,1,60:00:00,0:0:1,5:59:53
2073958.vm-pbs,1,1,96:00:00,0:5:40,1:0:44
2069218.vm-pbs,1,24,23:59:00,10:53:16,1:5:21
2068663.vm-pbs,1,8,168:00:00,0:0:0,0:10:59
2076165.vm-pbs,1,1,60:00:00,0:0:0,0:0:20
2082552.vm-pbs,1,1,96:00:00,0:23:43,0:20:34
2093017.vm-pbs,1,1,60:00:00,0:6:3,0:2:37
2070560.vm-pbs,1,1,96:00:00,0:0:1,0:39:57
2068614.vm-pbs,1,8,168:00:00,0:1:56,0:10:54
2084418.vm-pbs,2,16,00:04:30,0:2:28,0:0:4
2074186.vm-pbs,1,1,96:00:00,0:0:34,1:1:30
2087138.vm-pbs,1,1,60:00:00,0:0:2,0:3:25
2085310.vm-pbs,1,1,60:00:00,0:0:1,0:1:15
2089462.vm-pbs,1,1,60:00:00,0:6:2,0:1:31
2092247.vm-pbs,1,1,60:00:00,0:3:41,0:19:1
2072227.vm-pbs,1,1,96:00:00,0:0:0,1:2:11
2068439.vm-pbs,1,8,168:00:00,0:0:2,0:12:12
2092325.vm-pbs,1,1,60:00:00,0:7:31,0:4:18
2089191.vm-pbs,1,1,60:00:00,0:0:9,0:22:17
2080773.vm-pbs,1,1,60:00:00,1:39:55,1:39:22
2069124.vm-pbs,1,12,168:00:00,0:4:48,0:4:39
2086884.vm-pbs,1,1,60:00:00,0:0:1,0:6:44
2087563.vm-pbs,1,1,96:00:00,0:0:0,0:37:31
2094240.vm-pbs,1,1,60:00:00,0:0:0,0:21:24
2089673.vm-pbs,1,1,60:00:00,0:3:12,0:2:48
2089926.vm-pbs,1,1,60:00:00,0:3:47,0:18:55
2092230.vm-pbs,1,1,60:00:00,0:3:30,0:20:48
2091094.vm-pbs,1,1,60:00:00,0:4:57,0:4:20
2072942.vm-pbs,1,1,96:00:00,0:0:1,1:1:2
2085314.vm-pbs,1,1,60:00:00,0:0:1,0:5:51
2093109.vm-pbs,1,1,60:00:00,0:4:6,0:4:27
2072156.vm-pbs,1,1,60:00:00,1:13:1,1:14:28
2084985.vm-pbs,1,1,60:00:00,0:0:1,0:3:20
2088962.vm-pbs,1,1,01:00:00,2:44:28,0:35:27
2092540.vm-pbs,1,1,60:00:00,0:7:13,0:20:21
2082430.vm-pbs,1,1,96:00:00,0:11:12,0:22:15
2070402.vm-pbs,1,1,96:00:00,0:11:0,0:46:55
2072017.vm-pbs,1,1,01:00:00,0:0:0,0:3:19
2073601.vm-pbs,1,1,96:00:00,0:10:46,1:8:57
2086522.vm-pbs,1,1,60:00:00,0:0:1,0:3:9
2087852.vm-pbs,1,1,96:00:00,0:0:1,0:46:32
2087923.vm-pbs,1,1,96:00:00,0:0:1,0:38:15
2085395.vm-pbs,1,1,60:00:00,0:0:2,0:4:57
2094917.vm-pbs,1,1,60:00:00,0:0:3,0:26:18
2092961.vm-pbs,1,1,60:00:00,0:4:31,0:3:47
2087886.vm-pbs,1,1,96:00:00,0:0:1,0:36:56
2094740.vm-pbs,1,1,60:00:00,0:0:1,0:27:40
2089395.vm-pbs,1,1,60:00:00,0:0:1,0:3:52
2073539.vm-pbs,1,1,01:00:00,0:27:9,0:6:24
2079359.vm-pbs,1,1,60:00:00,0:0:1,0:0:17
2093440.vm-pbs,1,1,60:00:00,0:7:26,0:27:7
2076552.vm-pbs,1,1,60:00:00,0:0:0,0:0:27
2087021.vm-pbs,1,1,60:00:00,0:0:1,0:4:59
2094060.vm-pbs,1,1,60:00:00,0:0:1,0:21:25
2072785.vm-pbs,1,1,96:00:00,0:0:1,1:3:28
2090303.vm-pbs,1,1,60:00:00,0:5:23,0:3:27
2087114.vm-pbs,1,1,60:00:00,0:0:1,0:7:21
2068796.vm-pbs,1,1,05:00:00,2:32:52,2:30:26
2070691.vm-pbs,1,1,96:00:00,0:0:0,0:37:50
2094440.vm-pbs,1,1,96:00:00,0:28:17,2:15:11
2081037.vm-pbs,1,1,60:00:00,0:0:1,0:1:34
2093965.vm-pbs,1,1,60:00:00,0:0:1,0:20:56
2089275.vm-pbs,1,1,60:00:00,0:0:0,0:23:1
2078970.vm-pbs,1,1,60:00:00,0:0:0,0:0:3
2072696.vm-pbs,1,1,60:00:00,0:51:20,8:13:59
2088415.vm-pbs,1,1,60:00:00,0:0:1,0:21:15
2087538.vm-pbs,1,1,96:00:00,0:0:11,0:36:16
2086897.vm-pbs,1,1,60:00:00,0:0:1,0:3:44
2085989.vm-pbs,1,1,60:00:00,0:0:0,0:3:4
2068537.vm-pbs,1,8,168:00:00,0:0:1,0:9:35
2091879.vm-pbs,1,1,60:00:00,0:2:32,0:4:50
2087224.vm-pbs,1,1,60:00:00,0:0:1,0:5:57
2094594.vm-pbs,1,1,60:00:00,0:0:0,0:27:6
2070948.vm-pbs,1,1,05:00:00,0:0:0,2:44:22
2076190.vm-pbs,1,1,60:00:00,0:0:1,0:0:5
2093661.vm-pbs,1,1,60:00:00,0:4:26,0:4:17
2073581.vm-pbs,2,16,00:05:00,0:0:0,0:2:54
2078588.vm-pbs,1,1,60:00:00,0:0:1,0:0:49
2068311.vm-pbs,1,8,168:00:00,0:0:3,0:12:26
2067962.vm-pbs,1,8,168:00:00,0:0:9,0:11:33
2090518.vm-pbs,1,1,60:00:00,0:3:39,0:22:4
2080517.vm-pbs,1,1,96:00:00,0:0:46,0:21:2
2088489.vm-pbs,1,1,60:00:00,0:0:1,0:22:51
2087168.vm-pbs,1,1,60:00:00,0:0:1,0:4:1
2091549.vm-pbs,1,1,60:00:00,0:7:20,0:18:50
2087253.vm-pbs,1,1,60:00:00,0:0:0,0:6:28
2092104.vm-pbs,1,1,60:00:00,0:6:58,0:21:18
2089677.vm-pbs,1,1,60:00:00,0:2:42,0:2:40
2086949.vm-pbs,1,1,60:00:00,0:0:0,0:4:36
2069340.vm-pbs,1,1,96:00:00,0:0:1,0:18:52
2092176.vm-pbs,1,1,60:00:00,0:4:53,0:6:14
2093648.vm-pbs,1,1,60:00:00,0:4:56,0:5:57
2085435.vm-pbs,1,1,60:00:00,0:0:1,0:5:29
2088057.vm-pbs,1,1,96:00:00,0:0:1,0:40:11
2070206.vm-pbs,1,1,96:00:00,0:27:2,0:38:52
2070717.vm-pbs,1,1,96:00:00,0:0:0,0:40:26
2087983.vm-pbs,1,1,96:00:00,0:0:0,0:37:40
2088346.vm-pbs,1,1,60:00:00,0:0:2,0:19:36
2080132.vm-pbs,1,1,60:00:00,0:0:1,0:0:28
2084649.vm-pbs,1,1,96:00:00,1:58:59,0:45:57
2085700.vm-pbs,1,1,60:00:00,0:0:1,0:2:19
2084966.vm-pbs,1,1,60:00:00,0:0:2,0:6:19
2091540.vm-pbs,1,1,60:00:00,0:7:20,0:5:27
2090294.vm-pbs,1,1,60:00:00,0:3:59,0:20:48
2085209.vm-pbs,1,1,60:00:00,0:0:1,0:3:31
2069959.vm-pbs,1,1,96:00:00,0:42:56,0:39:43
2069671.vm-pbs,1,1,96:00:00,0:0:0,0:44:1
2089481.vm-pbs,1,1,60:00:00,0:3:52,0:20:48
2094342.vm-pbs,1,1,60:00:00,0:0:1,0:26:16
2069069.vm-pbs,1,8,168:00:00,0:0:2,0:10:31
2072091.vm-pbs,1,1,96:00:00,0:4:1,1:2:51
2072832.vm-pbs,1,1,60:00:00,0:43:55,8:15:5
2067494.vm-pbs,1,1,60:00:00,0:0:1,8:3:21
2070879.vm-pbs,1,1,96:00:00,0:0:0,0:38:41
2088765.vm-pbs,1,1,01:00:00,0:0:0,0:39:34
2085103.vm-pbs,1,1,60:00:00,0:0:1,0:6:10
2070432.vm-pbs,1,1,96:00:00,0:5:0,0:38:9
2086105.vm-pbs,1,1,96:00:00,0:39:22,0:37:49
2085055.vm-pbs,1,1,60:00:00,0:0:16,0:1:8
2070091.vm-pbs,1,1,96:00:00,0:47:24,0:40:7
2093533.vm-pbs,1,1,60:00:00,0:4:1,0:5:31
2073525.vm-pbs,1,1,01:00:00,0:25:40,0:7:54
2094502.vm-pbs,1,1,60:00:00,0:0:1,0:25:7
2093312.vm-pbs,1,1,60:00:00,0:3:54,0:27:34
2081043.vm-pbs,1,1,60:00:00,0:0:1,0:1:31
2084190.vm-pbs,1,1,96:00:00,0:0:0,0:18:47
2081223.vm-pbs,1,1,60:00:00,0:0:0,0:0:25
2092899.vm-pbs,1,1,60:00:00,0:4:48,0:22:30
2086055.vm-pbs,1,1,60:00:00,0:0:1,0:5:3
2088967.vm-pbs,1,1,01:00:00,2:45:5,0:29:50
2094434.vm-pbs,1,1,60:00:00,0:0:2,0:26:58
2094567.vm-pbs,1,1,96:00:00,1:10:28,1:49:43
2094053.vm-pbs,1,1,60:00:00,0:0:1,0:21:21
2087210.vm-pbs,1,1,60:00:00,0:0:1,0:7:44
2086501.vm-pbs,1,1,60:00:00,0:0:1,0:6:23
2090744.vm-pbs,1,1,60:00:00,0:5:20,0:4:58
2090547.vm-pbs,1,1,60:00:00,0:4:46,0:2:47
2085805.vm-pbs,1,1,60:00:00,0:0:1,0:5:14
2087897.vm-pbs,1,1,96:00:00,0:0:1,0:37:13
2079316.vm-pbs,1,1,60:00:00,0:0:1,0:0:55
2075435.vm-pbs,1,1,01:00:00,0:1:31,0:0:11
2094237.vm-pbs,1,1,60:00:00,0:0:9,0:27:13
2084419.vm-pbs,1,1,96:00:00,0:0:2,0:19:27
2069012.vm-pbs,1,1,60:00:00,0:0:0,8:20:43
2090041.vm-pbs,1,1,60:00:00,0:3:40,0:5:42
2068797.vm-pbs,1,1,05:00:00,2:32:52,2:30:26
2086573.vm-pbs,1,1,60:00:00,0:0:8,0:6:33
2070905.vm-pbs,1,1,96:00:00,0:0:0,0:40:59
2070914.vm-pbs,1,1,96:00:00,0:0:0,0:39:34
2087424.vm-pbs,1,1,60:00:00,0:0:1,0:3:19
2075873.vm-pbs,1,1,60:00:00,2:12:44,1:5:46
2070954.vm-pbs,1,1,05:00:00,0:0:1,2:30:49
2083775.vm-pbs,1,1,60:00:00,0:0:1,0:0:32
2093362.vm-pbs,1,1,60:00:00,0:5:59,0:24:40
2091752.vm-pbs,1,1,60:00:00,0:6:28,0:3:26
2080483.vm-pbs,1,1,96:00:00,0:1:55,0:21:2
2090753.vm-pbs,1,1,48:00:00,0:0:3,17:32:18
2086829.vm-pbs,1,1,60:00:00,0:0:0,0:4:0
2092359.vm-pbs,1,1,60:00:00,0:5:11,0:4:42
2074189.vm-pbs,1,1,60:00:00,0:50:25,1:10:35
2078582.vm-pbs,1,1,60:00:00,0:0:17,0:0:49
2032007.vm-pbs,1,1,480:00:00,0:0:1,479:55:49
2087384.vm-pbs,1,1,60:00:00,0:0:1,0:6:43
2073701.vm-pbs,1,1,96:00:00,0:0:0,1:4:1
2094456.vm-pbs,1,1,60:00:00,0:0:1,0:24:27
2093645.vm-pbs,1,1,60:00:00,0:5:33,0:26:9
2090214.vm-pbs,1,1,60:00:00,0:4:17,0:4:36
2087994.vm-pbs,1,1,96:00:00,0:0:1,0:46:22
2072168.vm-pbs,1,1,60:00:00,1:39:29,1:13:14
2086211.vm-pbs,1,1,60:00:00,0:0:1,0:4:15
2094052.vm-pbs,1,1,60:00:00,0:0:1,0:21:52
2085697.vm-pbs,1,4,01:00:00,0:0:1,0:2:27
2085214.vm-pbs,1,1,60:00:00,0:0:1,0:3:1
2093812.vm-pbs,1,1,60:00:00,0:4:39,0:3:39
2090478.vm-pbs,1,1,96:00:00,0:0:0,2:1:36
2072950.vm-pbs,1,1,60:00:00,0:35:22,1:12:35
2091055.vm-pbs,1,1,00:50:00,0:0:1,0:21:30
2078621.vm-pbs,1,1,60:00:00,0:0:1,0:0:16
2093259.vm-pbs,1,1,96:00:00,1:47:14,1:48:6
2085266.vm-pbs,1,1,60:00:00,0:0:0,0:6:26
2069344.vm-pbs,1,1,96:00:00,0:0:1,0:18:52
2085764.vm-pbs,1,1,60:00:00,0:0:2,0:5:6
2091681.vm-pbs,1,1,60:00:00,0:2:31,0:5:40
2076170.vm-pbs,1,1,60:00:00,0:0:0,0:0:20
2080762.vm-pbs,1,1,96:00:00,0:0:34,0:17:46
2068302.vm-pbs,1,1,48:00:00,0:0:1,0:11:42
2086457.vm-pbs,1,1,96:00:00,0:13:28,0:47:44
2088888.vm-pbs,1,1,01:00:00,2:5:19,0:34:35
2091518.vm-pbs,1,1,60:00:00,0:6:36,0:20:58
2095278.vm-pbs,1,1,60:00:00,0:0:1,0:28:6
2092070.vm-pbs,1,1,60:00:00,0:4:2,0:24:7
2062270.vm-pbs,1,8,24:00:00,32:29:43,9:47:39
2086422.vm-pbs,1,1,60:00:00,0:0:1,0:2:44
2093271.vm-pbs,1,1,60:00:00,0:4:42,0:6:53
2089737.vm-pbs,1,1,60:00:00,0:4:18,0:1:18
2092471.vm-pbs,1,1,60:00:00,0:5:41,0:7:11
2068118.vm-pbs,1,1,60:00:00,0:0:1,8:15:4
2092460.vm-pbs,1,1,96:00:00,1:45:24,2:6:30
2073355.vm-pbs,1,1,01:00:00,0:0:0,0:13:38
2091912.vm-pbs,1,1,60:00:00,0:6:41,0:3:11
2070554.vm-pbs,1,1,96:00:00,0:0:0,0:39:58
2084255.vm-pbs,1,1,96:00:00,0:0:0,0:18:26
2084361.vm-pbs,1,1,96:00:00,0:0:1,0:22:21
2092562.vm-pbs,1,1,60:00:00,0:5:51,0:2:41
2093081.vm-pbs,1,1,60:00:00,0:4:26,0:7:51
2062295.vm-pbs,1,8,24:00:00,45:59:4,0:43:40
2089855.vm-pbs,1,1,60:00:00,0:2:56,0:21:28
2085882.vm-pbs,1,1,60:00:00,0:0:1,0:6:48
2073489.vm-pbs,1,1,01:00:00,0:18:15,0:10:20
2086657.vm-pbs,1,1,60:00:00,0:0:1,0:3:26
2095039.vm-pbs,1,1,60:00:00,0:0:1,0:28:52
2039850.vm-pbs,1,1,400:30:00,0:0:1,251:50:14
