Job,nodes,ncpus,walltime,qtime,rtime
2088101.vm-pbs,1,1,96:00:00,0:0:1,0:41:5
2072357.vm-pbs,1,1,01:00:00,0:2:47,0:7:37
2070109.vm-pbs,1,1,96:00:00,0:36:56,0:40:7
2073098.vm-pbs,1,1,60:00:00,1:22:43,1:14:5
2088485.vm-pbs,1,1,60:00:00,0:0:1,0:23:8
2090595.vm-pbs,1,1,60:00:00,0:6:14,0:3:53
2075523.vm-pbs,1,1,60:00:00,0:39:36,0:59:6
2082191.vm-pbs,1,1,60:00:00,0:0:0,0:1:12
2087317.vm-pbs,1,1,60:00:00,0:0:0,0:2:31
2067893.vm-pbs,1,1,60:00:00,0:0:1,8:25:12
2070395.vm-pbs,1,1,96:00:00,0:21:53,0:42:37
2085433.vm-pbs,1,1,60:00:00,0:0:1,0:5:43
2068789.vm-pbs,1,1,05:00:00,1:17:1,2:31:12
2090512.vm-pbs,1,1,96:00:00,0:0:1,2:1:31
2071950.vm-pbs,1,1,96:00:00,0:0:1,1:5:11
2075628.vm-pbs,1,1,01:00:00,0:46:54,0:41:46
2092806.vm-pbs,1,1,60:00:00,0:5:27,0:3:43
2086344.vm-pbs,1,1,60:00:00,0:0:0,0:2:59
2070893.vm-pbs,1,1,96:00:00,0:0:1,0:38:39
2071528.vm-pbs,1,1,60:00:00,0:0:1,8:21:29
2087320.vm-pbs,1,1,60:00:00,0:0:1,0:2:23
2095051.vm-pbs,1,1,60:00:00,0:0:1,0:28:25
2095330.vm-pbs,1,1,96:00:00,0:0:2,0:26:49
2077862.vm-pbs,1,1,96:00:00,0:0:12,0:21:2
2078943.vm-pbs,1,1,60:00:00,0:0:0,0:0:37
2092912.vm-pbs,1,1,60:00:00,0:5:20,0:5:2
2078977.vm-pbs,1,1,60:00:00,0:0:1,0:0:0
2087414.vm-pbs,1,1,60:00:00,0:0:1,0:6:37
2092326.vm-pbs,1,1,60:00:00,0:7:32,0:19:19
2073829.vm-pbs,1,1,96:00:00,0:4:47,1:3:19
2091017.vm-pbs,1,1,60:00:00,0:3:25,0:20:5
2076160.vm-pbs,1,1,60:00:00,0:0:4,0:0:26
2091824.vm-pbs,1,1,60:00:00,0:4:46,0:20:0
2083657.vm-pbs,1,1,60:00:00,0:0:1,0:0:2
2094431.vm-pbs,1,1,60:00:00,0:0:6,0:28:52
2091543.vm-pbs,1,1,60:00:00,0:6:58,0:4:59
2085190.vm-pbs,1,1,60:00:00,0:0:1,0:4:37
2081658.vm-pbs,1,1,60:00:00,0:0:10,0:1:10
2070146.vm-pbs,1,1,60:00:00,0:0:1,8:18:24
2069772.vm-pbs,1,12,50:00:00,0:0:2,0:2:50
2091554.vm-pbs,1,1,60:00:00,0:7:27,0:22:47
2091542.vm-pbs,1,1,60:00:00,0:6:58,0:5:21
2069604.vm-pbs,1,1,60:00:00,0:0:1,8:30:10
2082811.vm-pbs,1,1,60:00:00,0:0:1,0:0:14
2092992.vm-pbs,1,1,60:00:00,0:6:25,0:28:16
2082662.vm-pbs,1,1,60:00:00,0:0:1,0:1:3
2087795.vm-pbs,1,1,96:00:00,0:0:1,0:36:18
2085296.vm-pbs,1,1,60:00:00,0:0:1,0:1:53
2081849.vm-pbs,1,1,01:00:00,0:16:59,0:11:24
2069525.vm-pbs,1,1,48:00:00,0:0:0,40:24:50
2071547.vm-pbs,1,12,50:00:00,0:0:3,1:32:11
2073629.vm-pbs,1,1,96:00:00,0:27:49,1:3:35
2072981.vm-pbs,1,1,60:00:00,1:20:21,1:9:17
2087273.vm-pbs,1,1,96:00:00,0:0:1,0:50:2
2075831.vm-pbs,1,1,60:00:00,1:44:13,0:59:16
2081203.vm-pbs,1,8,168:00:00,0:0:0,0:11:30
2092612.vm-pbs,1,1,60:00:00,0:4:30,0:5:52
2086931.vm-pbs,1,1,60:00:00,0:0:0,0:5:9
2086920.vm-pbs,1,1,60:00:00,0:0:5,0:6:0
2086052.vm-pbs,1,1,60:00:00,0:0:1,0:5:10
2072573.vm-pbs,1,1,96:00:00,0:31:4,1:11:49
2088991.vm-pbs,1,1,60:00:00,0:0:1,0:17:21
2080862.vm-pbs,1,1,96:00:00,0:4:54,0:18:32
2080716.vm-pbs,1,1,96:00:00,0:0:1,0:19:1
2090764.vm-pbs,1,1,48:00:00,1:33:21,15:58:53
2080400.vm-pbs,1,1,60:00:00,0:0:1,0:0:23
2084910.vm-pbs,1,1,60:00:00,0:0:1,0:3:17
2088998.vm-pbs,1,1,60:00:00,0:0:1,0:16:33
2076135.vm-pbs,1,1,60:00:00,0:0:1,0:0:53
2081900.vm-pbs,1,1,01:00:00,0:29:19,0:9:4
2071927.vm-pbs,1,8,24:00:00,0:47:27,8:41:3
2093242.vm-pbs,1,1,96:00:00,1:22:8,2:6:19
2068750.vm-pbs,1,1,05:00:00,0:0:0,1:57:57
2084225.vm-pbs,1,1,96:00:00,0:0:1,0:22:32
2074054.vm-pbs,1,1,96:00:00,0:0:24,1:2:11
2074183.vm-pbs,1,1,96:00:00,0:0:6,1:2:14
2094891.vm-pbs,1,1,60:00:00,0:0:1,0:24:59
2069169.vm-pbs,1,12,168:00:00,0:1:55,0:9:48
2089529.vm-pbs,1,1,60:00:00,0:4:20,0:5:13
2081500.vm-pbs,1,1,60:00:00,0:0:1,0:1:18
2080410.vm-pbs,1,1,60:00:00,0:0:0,0:0:11
2070995.vm-pbs,1,1,48:00:00,0:0:0,35:37:42
2078273.vm-pbs,1,1,60:00:00,0:0:1,0:0:21
2067966.vm-pbs,1,8,168:00:00,0:1:6,0:8:43
2086932.vm-pbs,1,1,60:00:00,0:0:1,0:5:8
2091006.vm-pbs,1,1,60:00:00,0:3:45,0:6:15
2085180.vm-pbs,1,1,60:00:00,0:0:1,0:3:2
2080548.vm-pbs,1,1,60:00:00,0:0:1,0:0:16
2083751.vm-pbs,1,1,60:00:00,0:0:1,0:1:46
2081363.vm-pbs,1,1,60:00:00,0:0:1,0:0:36
2085436.vm-pbs,1,1,60:00:00,0:0:1,0:4:59
2069862.vm-pbs,1,1,05:00:00,0:40:50,0:21:19
2086737.vm-pbs,1,1,60:00:00,0:0:1,0:2:26
2069809.vm-pbs,1,1,96:00:00,1:22:0,0:39:43
2092245.vm-pbs,1,1,60:00:00,0:3:48,0:4:13
2085279.vm-pbs,1,1,60:00:00,0:0:1,0:8:38
2086314.vm-pbs,1,1,60:00:00,0:0:1,0:1:10
2066914.vm-pbs,1,1,48:00:00,7:54:23,35:2:15
2095303.vm-pbs,1,1,60:00:00,0:0:1,0:26:36
2077942.vm-pbs,1,1,60:00:00,0:0:0,0:0:21
2087581.vm-pbs,1,1,60:00:00,0:0:1,0:5:6
2089205.vm-pbs,1,1,60:00:00,0:0:1,0:21:50
2078979.vm-pbs,1,1,60:00:00,0:0:1,0:0:0
2078976.vm-pbs,1,1,60:00:00,0:0:1,0:0:0
2069986.vm-pbs,1,1,96:00:00,0:41:22,0:38:31
2080787.vm-pbs,1,1,96:00:00,0:0:1,0:18:41
2092473.vm-pbs,1,1,60:00:00,0:6:35,0:6:15
2086905.vm-pbs,1,1,60:00:00,0:0:1,0:3:10
2087509.vm-pbs,1,1,96:00:00,0:0:1,0:38:34
2085130.vm-pbs,1,1,60:00:00,0:0:1,0:4:43
2095391.vm-pbs,1,1,96:00:00,0:0:0,0:1:44
2065909.vm-pbs,1,24,71:00:00,34:34:2,7:50:35
2094877.vm-pbs,1,1,60:00:00,0:0:1,0:26:42
2068502.vm-pbs,1,1,60:00:00,0:0:1,8:7:26
2067906.vm-pbs,1,1,60:00:00,0:0:1,8:23:22
2094743.vm-pbs,1,1,60:00:00,0:0:1,0:27:49
2087706.vm-pbs,1,1,96:00:00,0:0:1,0:40:15
2071091.vm-pbs,3,72,400:00:00,0:0:37,91:10:10
2086192.vm-pbs,1,1,60:00:00,0:0:1,0:2:26
2075858.vm-pbs,1,1,60:00:00,2:4:12,0:59:17
2072917.vm-pbs,1,1,96:00:00,0:0:0,1:3:27
2082810.vm-pbs,1,1,60:00:00,0:0:1,0:0:30
2069142.vm-pbs,1,24,240:00:00,6:3:16,118:42:14
2080777.vm-pbs,1,1,60:00:00,1:44:36,1:44:42
2072341.vm-pbs,1,1,01:00:00,0:0:1,0:5:22
2091199.vm-pbs,1,1,60:00:00,0:6:35,0:5:45
2065949.vm-pbs,1,24,71:00:00,144:40:21,7:2:0
2069976.vm-pbs,1,1,96:00:00,0:47:50,0:41:42
2087258.vm-pbs,1,1,60:00:00,0:0:1,0:5:43
2087745.vm-pbs,1,1,96:00:00,0:0:1,0:41:47
2089777.vm-pbs,1,1,60:00:00,0:7:7,0:3:12
2090725.vm-pbs,1,1,60:00:00,0:3:5,0:3:30
2091707.vm-pbs,1,1,60:00:00,0:5:8,0:6:7
2071606.vm-pbs,1,1,60:00:00,0:0:1,8:15:53
2068727.vm-pbs,1,1,05:00:00,0:0:0,2:58:10
2070678.vm-pbs,1,1,96:00:00,0:0:1,0:42:18
2088837.vm-pbs,1,1,01:00:00,1:25:14,0:39:33
2082519.vm-pbs,1,1,60:00:00,0:0:0,0:0:27
2090274.vm-pbs,1,1,60:00:00,0:3:48,0:2:55
2086864.vm-pbs,1,1,60:00:00,0:0:1,0:4:0
2094863.vm-pbs,1,1,60:00:00,0:0:7,0:27:35
2071317.vm-pbs,1,1,60:00:00,0:0:0,1:29:58
2093945.vm-pbs,1,1,60:00:00,0:0:14,0:22:51
2086266.vm-pbs,1,1,60:00:00,0:0:0,0:2:46
2084300.vm-pbs,1,1,96:00:00,0:0:1,0:19:17
2073744.vm-pbs,1,1,96:00:00,0:31:24,1:1:57
2075502.vm-pbs,1,1,01:00:00,0:0:1,0:48:36
2094092.vm-pbs,1,1,60:00:00,0:0:11,0:22:1
2087149.vm-pbs,1,1,60:00:00,0:0:1,0:6:41
2066240.vm-pbs,1,1,48:00:00,0:0:1,35:20:57
2074066.vm-pbs,1,1,96:00:00,0:0:30,0:59:33
2091252.vm-pbs,1,1,60:00:00,0:4:16,0:6:10
2072288.vm-pbs,1,1,60:00:00,2:7:42,1:16:9
2087973.vm-pbs,1,1,00:05:00,0:0:1,0:0:11
2069963.vm-pbs,1,1,96:00:00,0:42:47,0:39:43
2071204.vm-pbs,1,1,60:00:00,0:0:1,8:16:32
2093505.vm-pbs,1,1,60:00:00,0:4:28,0:3:41
2086094.vm-pbs,1,1,96:00:00,0:7:20,0:44:46
2075789.vm-pbs,1,1,01:00:00,2:55:24,0:33:24
2091838.vm-pbs,1,1,60:00:00,0:4:40,0:3:6
2084220.vm-pbs,1,1,96:00:00,0:0:1,0:17:52
2086547.vm-pbs,1,1,60:00:00,0:0:0,0:5:11
2073805.vm-pbs,1,1,96:00:00,0:0:21,1:11:57
2075444.vm-pbs,1,1,01:00:00,0:1:31,0:0:10
2071701.vm-pbs,1,1,01:00:00,0:0:2,0:0:19
2087107.vm-pbs,1,1,60:00:00,0:0:1,0:3:27
2086189.vm-pbs,1,1,60:00:00,0:0:1,0:2:41
2083750.vm-pbs,1,1,60:00:00,0:0:1,0:1:46
2075452.vm-pbs,1,1,01:00:00,0:1:38,0:0:3
2077536.vm-pbs,1,1,60:00:00,0:0:4,0:0:24
2085983.vm-pbs,1,1,60:00:00,0:0:1,0:3:49
2075847.vm-pbs,1,1,60:00:00,1:47:38,1:5:51
2093293.vm-pbs,1,1,60:00:00,0:3:49,0:4:19
2068277.vm-pbs,1,1,48:00:00,0:0:0,0:11:48
2069489.vm-pbs,1,24,72:00:00,7:7:34,14:20:0
2071494.vm-pbs,1,1,60:00:00,0:0:0,8:23:53
2088045.vm-pbs,1,1,96:00:00,0:0:1,0:35:12
2075924.vm-pbs,1,1,60:00:00,4:18:14,1:5:55
2093289.vm-pbs,1,1,60:00:00,0:4:35,0:4:34
2072337.vm-pbs,1,1,01:00:00,0:0:0,0:5:23
2080703.vm-pbs,1,1,96:00:00,0:0:3,0:24:54
2086638.vm-pbs,1,1,60:00:00,0:0:1,0:6:19
2092418.vm-pbs,1,1,60:00:00,0:3:52,0:3:29
2081532.vm-pbs,1,1,60:00:00,0:0:1,0:0:8
2076899.vm-pbs,1,1,96:00:00,0:51:21,0:21:22
2081921.vm-pbs,1,1,01:00:00,0:36:23,0:12:0
2090996.vm-pbs,1,1,60:00:00,0:3:35,0:22:0
2090204.vm-pbs,1,1,60:00:00,0:4:52,0:20:42
2093873.vm-pbs,1,1,60:00:00,0:4:47,0:20:6
2074248.vm-pbs,1,1,96:00:00,0:3:37,1:4:12
2070335.vm-pbs,1,1,96:00:00,0:28:2,0:41:26
2072274.vm-pbs,1,1,96:00:00,0:0:1,1:5:16
2075748.vm-pbs,1,1,01:00:00,2:16:30,0:37:16
2069065.vm-pbs,1,12,168:00:00,0:2:39,0:6:54
2076890.vm-pbs,1,1,96:00:00,0:47:8,0:20:35
2091478.vm-pbs,1,1,60:00:00,0:3:50,0:23:18
2073696.vm-pbs,1,1,96:00:00,0:0:2,1:4:54
2071198.vm-pbs,1,1,60:00:00,0:0:0,8:23:49
2068178.vm-pbs,1,8,168:00:00,0:0:2,0:9:22
2094654.vm-pbs,1,1,60:00:00,0:0:1,0:24:55
2090282.vm-pbs,1,2,00:01:30,0:0:1,0:1:17
2079803.vm-pbs,1,1,60:00:00,0:0:0,0:0:11
2067480.vm-pbs,1,1,60:00:00,0:0:2,8:18:23
2091696.vm-pbs,1,1,60:00:00,0:5:0,0:27:34
2089756.vm-pbs,1,1,60:00:00,0:3:41,0:4:25
2081817.vm-pbs,1,1,01:00:00,0:13:51,0:9:32
2082196.vm-pbs,1,1,60:00:00,0:0:1,0:1:11
2093560.vm-pbs,1,1,60:00:00,0:6:2,0:5:39
2069762.vm-pbs,1,1,96:00:00,1:21:5,0:42:44
2077991.vm-pbs,1,1,60:00:00,0:0:1,0:0:13
2071059.vm-pbs,1,1,00:01:00,0:0:1,0:0:5
2080847.vm-pbs,1,1,96:00:00,0:0:54,0:19:39
2069336.vm-pbs,1,1,96:00:00,0:0:0,0:18:53
2070397.vm-pbs,1,1,96:00:00,0:22:58,0:41:23
2066232.vm-pbs,1,1,48:00:00,0:0:1,35:46:0
2095184.vm-pbs,1,1,96:00:00,0:10:57,1:1:55
2090089.vm-pbs,1,1,60:00:00,0:2:12,0:1:27
2092947.vm-pbs,1,1,60:00:00,0:2:34,0:5:58
2081373.vm-pbs,1,1,60:00:00,0:0:0,0:0:17
2067453.vm-pbs,1,1,60:00:00,0:0:0,8:13:38
2086761.vm-pbs,1,1,60:00:00,0:0:1,0:3:23
2077889.vm-pbs,1,1,96:00:00,0:6:30,0:19:25
2070408.vm-pbs,1,1,96:00:00,0:9:9,0:39:22
2073378.vm-pbs,1,1,01:00:00,0:1:36,0:12:2
2069410.vm-pbs,1,1,96:00:00,0:0:0,0:16:17
2086480.vm-pbs,1,1,60:00:00,0:0:1,0:3:58
2091437.vm-pbs,1,1,60:00:00,0:3:40,0:23:10
2092064.vm-pbs,1,1,60:00:00,0:3:48,0:20:1
2093679.vm-pbs,1,1,60:00:00,0:4:9,0:21:52
2072899.vm-pbs,1,1,96:00:00,0:0:0,0:59:39
2087858.vm-pbs,1,1,96:00:00,0:0:2,0:46:14
2072532.vm-pbs,1,1,01:00:00,0:29:50,0:5:33
2070035.vm-pbs,1,1,96:00:00,0:49:7,0:39:16
2075707.vm-pbs,1,1,01:00:00,1:36:4,0:37:41
2065932.vm-pbs,1,24,71:00:00,96:18:10,5:53:46
2069112.vm-pbs,1,8,168:00:00,0:0:0,0:6:17
2068427.vm-pbs,1,8,168:00:00,0:0:1,0:10:6
2082932.vm-pbs,1,1,60:00:00,0:0:1,0:0:59
2095003.vm-pbs,1,1,60:00:00,0:0:1,0:27:27
2085955.vm-pbs,1,1,60:00:00,0:0:1,0:2:45
2068089.vm-pbs,1,8,168:00:00,0:0:1,0:12:18
2093976.vm-pbs,1,1,60:00:00,0:0:1,0:22:2
2093393.vm-pbs,1,1,60:00:00,0:6:39,0:2:57
2090265.vm-pbs,1,1,60:00:00,0:3:14,0:19:36
2082520.vm-pbs,1,1,60:00:00,0:0:0,0:0:27
2089302.vm-pbs,1,1,60:00:00,0:0:2,0:18:17
2089020.vm-pbs,1,1,480:00:00,0:18:32,22:6:11
2075952.vm-pbs,1,1,60:00:00,4:44:51,1:4:19
2081041.vm-pbs,1,1,60:00:00,0:0:1,0:1:34
2072540.vm-pbs,1,1,01:00:00,0:30:3,0:5:20
2069021.vm-pbs,1,1,60:00:00,0:0:1,8:17:21
2071371.vm-pbs,1,1,60:00:00,0:0:1,1:29:55
2072267.vm-pbs,1,1,96:00:00,0:0:1,1:8:4
2089690.vm-pbs,1,1,60:00:00,0:2:56,0:1:20
2094482.vm-pbs,1,1,96:00:00,0:23:19,2:37:53
2089956.vm-pbs,1,1,60:00:00,0:7:15,0:2:12
2070054.vm-pbs,1,1,96:00:00,0:41:14,0:46:53
2088822.vm-pbs,1,1,01:00:00,1:23:58,0:40:49
2071139.vm-pbs,1,1,48:00:00,0:0:7,39:7:40
2085002.vm-pbs,1,1,60:00:00,0:0:1,0:2:32
2074410.vm-pbs,1,1,60:00:00,1:31:19,1:10:30
2088809.vm-pbs,1,1,01:00:00,0:47:31,0:37:9
2073835.vm-pbs,1,1,96:00:00,0:0:3,1:3:18
2092549.vm-pbs,1,1,60:00:00,0:7:25,0:18:45
2086280.vm-pbs,1,1,60:00:00,0:0:1,0:5:51
2083174.vm-pbs,1,1,96:00:00,0:2:46,0:19:17
2081845.vm-pbs,1,1,01:00:00,0:16:59,0:11:24
2068075.vm-pbs,1,12,120:00:00,8:21:56,0:2:7
2068911.vm-pbs,1,12,168:00:00,0:4:15,0:5:52
2073026.vm-pbs,1,1,96:00:00,0:0:0,1:6:7
2084636.vm-pbs,1,1,96:00:00,1:59:0,0:45:57
2091918.vm-pbs,1,1,60:00:00,0:5:57,0:22:36
2073687.vm-pbs,1,1,96:00:00,0:0:0,1:5:58
2069474.vm-pbs,1,12,480:00:00,0:0:1,0:8:27
2091455.vm-pbs,1,1,60:00:00,0:3:52,0:21:10
2069037.vm-pbs,1,8,168:00:00,0:0:0,0:8:26
2086491.vm-pbs,1,1,60:00:00,0:0:1,0:2:53
2072765.vm-pbs,1,1,96:00:00,0:0:1,1:4:41
2068517.vm-pbs,1,1,60:00:00,0:0:1,8:2:23
2076582.vm-pbs,1,1,60:00:00,0:0:1,0:0:4
2094497.vm-pbs,1,1,60:00:00,0:0:0,0:28:20
2094328.vm-pbs,1,1,60:00:00,0:0:1,0:25:32
2084104.vm-pbs,1,1,96:00:00,0:0:13,0:19:22
2068535.vm-pbs,1,1,60:00:00,0:0:1,8:32:28
2075527.vm-pbs,1,1,01:00:00,0:0:1,0:43:35
2068465.vm-pbs,1,8,168:00:00,0:0:2,0:3:14
2091693.vm-pbs,1,1,60:00:00,0:4:9,0:23:36
2087079.vm-pbs,1,1,60:00:00,0:0:6,0:6:32
2085278.vm-pbs,1,1,60:00:00,0:0:1,0:3:40
2092506.vm-pbs,1,1,60:00:00,0:6:47,0:6:7
2085514.vm-pbs,1,1,60:00:00,0:0:1,0:2:59
2086337.vm-pbs,1,1,60:00:00,0:0:1,0:3:26
2068731.vm-pbs,1,1,05:00:00,0:0:0,0:47:45
2070785.vm-pbs,1,1,96:00:00,0:0:0,0:35:19
2088432.vm-pbs,1,8,128:00:00,0:0:1,4:31:38
2084289.vm-pbs,1,1,96:00:00,0:0:1,0:20:25
2070921.vm-pbs,1,1,60:00:00,0:0:0,8:25:41
2094963.vm-pbs,1,1,60:00:00,0:0:1,0:28:23
2093774.vm-pbs,1,1,60:00:00,0:5:32,0:5:30
2087010.vm-pbs,1,1,96:00:00,0:0:0,0:37:30
2080440.vm-pbs,1,1,96:00:00,0:1:20,0:17:54
2091686.vm-pbs,1,1,60:00:00,0:2:41,0:20:31
2094855.vm-pbs,1,1,60:00:00,0:0:1,0:26:26
2081641.vm-pbs,1,1,60:00:00,0:0:1,0:1:42
2085548.vm-pbs,1,1,60:00:00,0:0:1,0:3:59
2067995.vm-pbs,1,8,168:00:00,0:0:2,0:8:58
2089882.vm-pbs,1,1,60:00:00,0:3:1,0:3:45
2094792.vm-pbs,1,1,60:00:00,0:0:2,0:25:15
2074146.vm-pbs,1,1,96:00:00,0:0:14,1:0:13
2080920.vm-pbs,1,1,60:00:00,0:0:1,0:1:8
2075919.vm-pbs,1,1,60:00:00,4:9:48,1:4:20
2087333.vm-pbs,1,1,60:00:00,0:0:1,0:5:10
2084351.vm-pbs,1,1,96:00:00,0:0:1,0:18:51
2095379.vm-pbs,1,1,60:00:00,0:0:0,0:2:5
2068016.vm-pbs,1,8,168:00:00,0:0:1,0:9:8
2078590.vm-pbs,1,1,60:00:00,0:0:1,0:0:48
2090502.vm-pbs,1,1,96:00:00,0:0:2,2:1:32
2082933.vm-pbs,1,1,60:00:00,0:0:1,0:0:48
2073804.vm-pbs,1,1,96:00:00,0:0:12,1:12:8
2079793.vm-pbs,1,1,60:00:00,0:0:0,0:0:19
2079786.vm-pbs,1,1,60:00:00,0:0:0,0:0:19
2093681.vm-pbs,1,1,60:00:00,0:4:16,0:6:23
2081053.vm-pbs,1,1,60:00:00,0:0:0,0:1:11
2093507.vm-pbs,1,1,60:00:00,0:4:26,0:23:30
2065956.vm-pbs,1,24,71:00:00,166:12:12,12:37:52
2069815.vm-pbs,1,12,50:00:00,0:0:1,0:1:8
2087135.vm-pbs,1,1,60:00:00,0:0:0,0:3:48
2072494.vm-pbs,1,1,01:00:00,0:23:42,0:6:41
2095089.vm-pbs,1,1,60:00:00,0:0:1,0:27:42
2087603.vm-pbs,1,1,96:00:00,0:0:0,0:36:35
2090628.vm-pbs,1,1,60:00:00,0:6:17,0:3:1
2091336.vm-pbs,1,1,60:00:00,0:6:15,0:4:15
2071967.vm-pbs,1,1,96:00:00,0:0:0,1:5:10
2068068.vm-pbs,1,24,12:59:00,2:15:57,0:5:59
2069431.vm-pbs,1,1,00:01:30,0:0:1,0:0:33
2085659.vm-pbs,1,1,60:00:00,0:0:1,0:6:21
2081494.vm-pbs,1,1,60:00:00,0:0:0,0:1:30
2093236.vm-pbs,1,1,96:00:00,1:22:9,2:6:19
2084883.vm-pbs,1,1,60:00:00,0:0:1,0:5:15
2068400.vm-pbs,1,8,168:00:00,0:0:3,0:7:53
2069006.vm-pbs,1,1,60:00:00,0:0:0,8:18:31
2086659.vm-pbs,1,1,60:00:00,0:0:1,0:2:44
2069039.vm-pbs,1,12,168:00:00,0:0:40,0:4:38
2067982.vm-pbs,1,8,168:00:00,0:0:56,0:10:1
2069159.vm-pbs,1,8,168:00:00,0:0:1,0:12:43
2075586.vm-pbs,1,1,60:00:00,0:39:35,1:4:6
2086120.vm-pbs,1,1,60:00:00,0:0:1,0:5:25
2091063.vm-pbs,1,1,60:00:00,0:3:16,0:23:3
2069269.vm-pbs,1,1,00:03:00,0:0:0,0:0:25
2070868.vm-pbs,1,1,96:00:00,0:0:0,0:38:34
2070542.vm-pbs,1,1,96:00:00,0:0:11,0:40:44
2072472.vm-pbs,1,1,01:00:00,0:22:0,0:3:24
2078966.vm-pbs,1,1,60:00:00,0:0:1,0:0:3
2074325.vm-pbs,1,1,60:00:00,1:54:19,1:10:9
2079790.vm-pbs,1,1,60:00:00,0:0:0,0:0:19
2091218.vm-pbs,1,1,60:00:00,0:5:55,0:20:37
2069866.vm-pbs,1,1,05:00:00,0:49:6,2:38:25
2091479.vm-pbs,1,1,60:00:00,0:3:50,0:3:16
2069799.vm-pbs,1,1,96:00:00,0:43:30,0:39:24
2071182.vm-pbs,1,1,60:00:00,0:0:0,8:12:34
2069539.vm-pbs,1,1,48:00:00,0:0:0,37:33:49
2076185.vm-pbs,1,1,60:00:00,0:0:0,0:0:7
2093639.vm-pbs,1,1,60:00:00,0:5:14,0:7:38
2084633.vm-pbs,1,1,96:00:00,1:37:22,0:42:18
2088205.vm-pbs,1,1,96:00:00,0:0:1,0:33:24
2089751.vm-pbs,1,1,60:00:00,0:3:51,0:4:48
2084476.vm-pbs,1,24,336:00:00,0:0:1,10:17:54
2085616.vm-pbs,1,1,60:00:00,0:0:0,0:6:1
2080665.vm-pbs,1,1,60:00:00,2:4:41,1:4:43
2088164.vm-pbs,1,1,96:00:00,0:0:0,0:36:10
2092558.vm-pbs,1,1,60:00:00,0:5:39,0:8:9
2086170.vm-pbs,1,1,60:00:00,0:0:1,0:4:20
2084950.vm-pbs,1,1,60:00:00,0:0:1,0:3:54
2075526.vm-pbs,1,1,60:00:00,0:39:36,0:59:6
2069278.vm-pbs,1,1,60:00:00,0:0:0,8:14:8
2072401.vm-pbs,1,1,01:00:00,0:10:59,0:4:24
2086224.vm-pbs,1,1,60:00:00,0:0:1,0:2:52
2095333.vm-pbs,1,1,60:00:00,0:0:2,0:26:12
2095235.vm-pbs,1,1,60:00:00,0:0:1,0:25:13
2068314.vm-pbs,1,1,48:00:00,0:0:1,36:5:11
2076856.vm-pbs,1,1,96:00:00,0:28:46,0:18:59
2093669.vm-pbs,1,1,60:00:00,0:4:36,0:23:23
2084082.vm-pbs,1,1,96:00:00,0:0:5,0:22:23
2086265.vm-pbs,1,1,60:00:00,0:0:2,0:7:47
2078917.vm-pbs,1,1,60:00:00,0:0:0,0:0:58
2066904.vm-pbs,1,1,48:00:00,7:20:9,40:12:2
2087903.vm-pbs,1,1,96:00:00,0:0:1,0:41:8
2070361.vm-pbs,1,1,96:00:00,0:36:39,0:49:13
2068244.vm-pbs,2,8,00:01:00,0:0:2,0:0:58
2073846.vm-pbs,1,1,60:00:00,1:29:21,1:14:42
2091448.vm-pbs,1,1,60:00:00,0:3:50,0:22:7
2072499.vm-pbs,1,1,01:00:00,0:25:2,0:5:21
2088097.vm-pbs,1,1,96:00:00,0:0:0,0:41:6
2074171.vm-pbs,1,1,60:00:00,0:54:47,5:49:37
2080372.vm-pbs,1,1,96:00:00,0:2:16,0:19:13
2081640.vm-pbs,1,1,60:00:00,0:0:1,0:1:42
2070136.vm-pbs,1,1,96:00:00,0:42:3,0:38:31
2069378.vm-pbs,1,1,96:00:00,0:0:1,0:16:19
2073510.vm-pbs,1,1,01:00:00,0:24:45,0:8:49
2071245.vm-pbs,1,1,60:00:00,0:0:1,8:21:15
2085063.vm-pbs,1,1,60:00:00,0:0:0,0:1:6
2065918.vm-pbs,1,24,71:00:00,65:58:13,8:22:39
2095159.vm-pbs,1,1,60:00:00,0:0:27,0:26:3
2070383.vm-pbs,1,1,96:00:00,0:0:13,0:39:14
2092544.vm-pbs,1,1,60:00:00,0:7:13,0:4:42
2088171.vm-pbs,1,1,96:00:00,0:0:2,0:35:5
2070303.vm-pbs,1,1,96:00:00,0:46:3,0:40:54
2088949.vm-pbs,1,1,01:00:00,2:43:30,0:31:25
2091125.vm-pbs,1,1,60:00:00,0:5:59,0:6:37
2094689.vm-pbs,1,1,60:00:00,0:0:12,0:26:13
2089599.vm-pbs,1,1,60:00:00,0:7:43,0:22:31
2094135.vm-pbs,1,1,60:00:00,0:0:1,0:20:59
2073879.vm-pbs,1,1,60:00:00,1:26:31,1:12:31
2068107.vm-pbs,1,1,60:00:00,0:0:0,7:56:19
2090285.vm-pbs,1,1,60:00:00,0:3:57,0:22:3
2093227.vm-pbs,1,1,60:00:00,0:7:11,0:14:51
2070490.vm-pbs,1,1,96:00:00,0:0:0,0:47:59
2068740.vm-pbs,1,1,05:00:00,0:0:0,2:33:7
2080982.vm-pbs,1,1,96:00:00,0:0:13,0:18:48
2085582.vm-pbs,1,1,60:00:00,0:0:1,0:5:26
2073498.vm-pbs,1,1,01:00:00,0:22:23,0:11:11
2088263.vm-pbs,1,1,96:00:00,0:0:1,0:39:31
2068063.vm-pbs,1,8,168:00:00,0:1:57,0:10:21
