thread,begin,end,lifeSpan
0,620,620,0
0,755,755,0
0,1066,1066,0
0,1150,1150,0
0,1153,1153,0
0,1315,1315,0
0,1519,1519,0
0,1997,1997,0
0,2077,2077,0
0,2194,2194,0
0,2318,2318,0
0,2396,2396,0
0,2475,2475,0
0,2639,2639,0
0,2799,2799,0
0,2921,2921,0
0,3000,3000,0
0,3275,3275,0
0,3590,3590,0
0,3593,3593,0
0,3722,3722,0
0,3751,3751,0
0,3754,3754,0
0,3803,3803,0
0,3918,3918,0
0,4100,4100,0
0,4343,4343,0
0,4421,4421,0
0,4425,4425,0
0,4428,4428,0
0,4435,4435,0
0,4582,4582,0
0,4584,4584,0
0,4587,4587,0
0,4665,4665,0
0,4669,4669,0
0,4776,4776,0
0,4820,4820,0
0,4891,4891,0
0,5090,5090,0
0,5279,5279,0
0,5406,5406,0
0,5426,5426,0
0,5550,5550,0
0,5632,5632,0
0,5637,5637,0
0,5676,5676,0
0,5681,5684,2
0,5723,5723,0
0,6057,6057,0
0,6199,6199,0
0,6602,6602,0
0,6842,6842,0
0,6898,6898,0
0,6978,6978,0
0,6981,6981,0
0,6984,6984,0
0,7093,7093,0
0,7097,7097,0
0,7199,7199,0
0,7297,7297,0
0,7346,7346,0
0,7458,7458,0
0,7517,7517,0
0,7519,7519,0
0,7579,7579,0
0,7584,7584,0
0,7952,7952,0
0,7954,7954,0
0,7957,7957,0
0,7961,7961,0
0,8710,8710,0
0,8714,8714,0
0,8716,8716,0
0,8720,8720,0
0,8974,8974,0
0,9013,9013,0
0,9168,9168,0
0,9252,9252,0
0,9256,9256,0
0,9294,9298,4
0,9572,9572,0
0,9631,9631,0
0,9904,9905,0
0,10059,10059,0
0,10213,10213,0
0,10243,10243,0
0,10247,10247,0
0,10330,10330,0
0,10333,10333,0
0,10336,10336,0
0,10338,10338,0
0,10342,10342,0
0,10416,10416,0
0,10559,10559,0
0,10743,10743,0
0,10746,10746,0
0,10749,10749,0
0,10922,10922,0
0,10927,10927,0
0,10964,10964,0
0,11237,11237,0
0,11317,11317,0
0,11320,11320,0
0,11501,11501,0
0,11504,11504,0
0,11507,11507,0
0,11510,11510,0
0,11610,11610,0
0,11700,11700,0
0,11785,11785,0
0,11789,11789,0
0,12181,12181,0
0,12220,12220,0
0,12230,12230,0
0,12265,12265,0
0,12637,12637,0
0,12690,12690,0
0,12828,12828,0
0,13105,13114,8
0,13292,13292,0
0,13480,13480,0
0,13574,13574,0
0,13731,13731,0
0,13790,13790,0
0,13793,13793,0
0,13798,13798,0
0,14014,14014,0
0,14022,14022,0
0,14114,14114,0
0,14118,14118,0
0,14311,14311,0
0,14317,14317,0
0,14375,14375,0
0,14462,14462,0
0,14610,14610,0
0,14613,14613,0
0,14652,14652,0
0,14782,14782,0
0,14785,14785,0
0,14788,14788,0
0,14850,14850,0
0,15193,15193,0
0,15248,15248,0
0,15817,15817,0
