thread,tag,sender,reciever,begin,end,lifeSpan
0,2001,1,0,3000,3000,0
0,1999,1,1,3000,3000,0
1,2002,1,0,3000,3000,0
6,1996,1,1,3005,3005,0
0,2001,1,0,3037,3037,0
0,1999,1,1,3037,3037,0
1,2002,1,0,3039,3039,0
6,1996,1,1,3043,3043,0
1,2002,1,0,3077,3077,0
0,2001,1,0,3077,3077,0
0,1999,1,1,3078,3078,0
6,1996,1,1,3081,3081,0
0,2001,1,0,3114,3114,0
0,1999,1,1,3114,3114,0
1,2002,1,0,3115,3115,0
6,1996,1,1,3120,3120,0
0,2001,1,0,3153,3153,0
3,1030,1,0,3153,3153,0
1,2002,1,0,3154,3154,0
0,2001,1,0,3155,3155,0
0,1999,1,1,3156,3156,0
6,1996,1,1,3160,3160,0
1,2002,1,0,3195,3195,0
0,2001,1,0,3196,3196,0
0,1999,1,1,3196,3196,0
6,1996,1,1,3201,3201,0
0,2001,1,0,3236,3236,0
1,2002,1,0,3236,3236,0
0,1999,1,1,3236,3236,0
6,1996,1,1,3239,3239,0
5,2001,1,1,3250,3250,0
1,1030,1,1,3259,3259,0
1,1999,1,1,3260,3260,0
6,1997,1,1,3261,3261,0
1,2002,1,0,3272,3272,0
1,1030,1,0,3273,3273,0
1,1030,1,2,3273,3273,0
0,1999,1,0,3274,3274,0
0,1999,1,1,3274,3274,0
0,2001,1,0,3274,3274,0
6,2001,1,1,3275,3275,0
6,1030,1,1,3275,3275,0
1,2002,1,0,3275,3275,0
0,1999,1,1,3275,3284,8
1,2002,1,2,3284,3284,0
6,1996,1,1,3310,3310,0
1,2002,1,2,3310,3310,0
1,1030,1,0,3310,3310,0
1,1030,1,2,3310,3310,0
1,2002,1,2,3314,3314,0
1,1030,1,0,3314,3314,0
1,1030,1,2,3314,3314,0
1,2002,1,2,3317,3317,0
1,1030,1,0,3318,3318,0
1,1030,1,2,3318,3318,0
1,2002,1,2,3321,3321,0
1,1030,1,0,3321,3321,0
1,1030,1,2,3321,3321,0
1,2002,1,2,3331,3331,0
1,1030,1,0,3332,3332,0
1,1030,1,2,3332,3332,0
1,2002,1,2,3333,3333,0
0,2001,1,0,3334,3334,0
3,1030,1,0,3336,3336,0
3,1030,1,0,3337,3337,0
0,2001,1,0,3338,3338,0
3,1030,1,0,3338,3338,0
0,2001,1,0,3341,3341,0
0,2001,1,2,3341,3341,0
0,1999,1,1,3341,3341,0
1,2002,1,0,3351,3351,0
6,1996,1,1,3354,3354,0
1,2002,1,2,3367,3367,0
1,1030,1,0,3367,3367,0
1,1030,1,2,3367,3367,0
1,2002,1,2,3369,3369,0
1,1030,1,0,3370,3370,0
1,1030,1,2,3370,3370,0
1,2002,1,2,3372,3372,0
1,1030,1,0,3372,3372,0
1,1030,1,2,3372,3372,0
1,2002,1,2,3375,3375,0
0,2001,1,0,3376,3376,0
1,2002,1,0,3381,3381,0
3,1030,1,0,3384,3384,0
0,2001,1,2,3384,3384,0
0,1999,1,1,3384,3384,0
6,1996,1,1,3394,3394,0
1,2002,1,2,3415,3415,0
1,1030,1,0,3415,3415,0
1,1030,1,2,3415,3415,0
