thread,begin,end,lifeSpan
8,7407,7408,0
8,7415,7416,0
8,7480,7480,0
8,7482,7496,13
8,7542,7543,0
8,7544,7545,0
8,7585,7585,0
8,7588,7588,0
8,7640,7641,0
8,7652,7653,0
8,7678,7678,0
8,7680,7681,1
8,7707,7707,0
8,7709,7709,0
8,7735,7736,0
8,7737,7738,0
8,7764,7764,0
8,7765,7766,0
8,7792,7792,0
8,7794,7795,0
8,7821,7821,0
8,7823,7823,0
8,7849,7849,0
8,7851,7852,0
8,7878,7878,0
8,7880,7881,0
8,7924,7924,0
8,7925,7926,0
8,7983,7983,0
8,7986,7986,0
8,8021,8021,0
8,8023,8024,0
8,8052,8053,0
8,8055,8056,0
8,8081,8081,0
8,8084,8084,0
8,8110,8110,0
8,8112,8112,0
8,8159,8160,0
8,8163,8164,0
8,8189,8190,0
8,8193,8193,0
8,8219,8219,0
8,8222,8222,0
8,8248,8248,0
8,8251,8252,1
8,8276,8277,0
8,8279,8280,0
8,8305,8306,0
8,8308,8308,0
8,8336,8336,0
8,8339,8340,0
8,8366,8366,0
8,8369,8369,0
8,8394,8394,0
8,8397,8398,0
8,8424,8424,0
8,8427,8429,1
8,8455,8455,0
8,8459,8460,1
8,8485,8485,0
8,8489,8490,0
8,8532,8532,0
8,8567,8567,0
8,8659,8662,2
8,8679,8680,0
8,8737,8737,0
8,8743,8758,15
8,8812,8812,0
8,8819,8820,0
8,8903,8924,20
8,8929,8935,5
8,8975,8975,0
8,8979,8979,0
8,9024,9026,2
8,9047,9048,0
8,9084,9084,0
8,9088,9088,0
8,9123,9124,0
8,9127,9127,0
8,9171,9195,24
8,9199,9223,24
8,9256,9256,0
8,9260,9260,0
8,9299,9300,0
8,9302,9302,0
8,9345,9345,0
8,9366,9366,0
8,9399,9404,4
8,9439,9439,0
8,9476,9476,0
8,9478,9479,0
8,9509,9509,0
8,9512,9512,0
8,9543,9543,0
8,9545,9545,0
8,9591,9593,1
8,9596,9603,7
8,9651,9652,1
8,9657,9671,14
8,9712,9712,0
8,9714,9715,0
8,9769,9777,7
8,9780,9780,0
8,9810,9810,0
8,9812,9812,0
8,9847,9847,0
8,9849,9849,0
8,9875,9875,0
8,9877,9878,0
8,9905,9910,4
8,9916,9917,0
8,9942,9942,0
8,9944,9945,0
8,9970,9971,0
8,9973,9973,0
8,9998,9999,0
8,10001,10002,1
8,10031,10031,0
8,10033,10034,0
8,10060,10060,0
8,10064,10071,7
8,10119,10119,0
8,10127,10127,0
8,10154,10154,0
8,10156,10156,0
8,10184,10184,0
8,10186,10187,0
8,10213,10213,0
8,10216,10216,0
8,10248,10248,0
8,10251,10251,0
8,10296,10296,0
8,10298,10298,0
8,10344,10344,0
8,10346,10346,0
8,10382,10382,0
8,10384,10384,0
8,10416,10417,0
8,10428,10428,0
8,10467,10467,0
8,10470,10470,0
8,10512,10512,0
8,10522,10523,0
8,10575,10576,0
8,10578,10579,0
8,10637,10637,0
8,10639,10641,1
8,10675,10675,0
8,10678,10678,0
8,10709,10709,0
8,10712,10712,0
8,10760,10760,0
8,10765,10765,0
8,10815,10816,0
8,10824,10831,7
8,10872,10873,0
8,10896,10897,0
8,10935,10936,0
8,10938,10938,0
8,10965,10965,0
8,10967,10968,0
8,10995,10996,0
8,10998,10999,0
8,11025,11025,0
8,11028,11029,1
8,11056,11056,0
8,11059,11059,0
8,11086,11086,0
8,11090,11091,1
8,11118,11118,0
8,11120,11121,1
8,11148,11148,0
8,11150,11151,0
8,11178,11178,0
8,11180,11181,1
8,11208,11208,0
8,11211,11212,1
8,11240,11240,0
8,11252,11259,6
8,11287,11288,0
8,11289,11290,0
8,11322,11322,0
8,11323,11323,0
8,11368,11368,0
8,11370,11371,0
8,11406,11406,0
8,11408,11409,1
8,11448,11463,14
8,11474,11483,9
8,11518,11521,3
8,11527,11528,0
8,11565,11565,0
8,11567,11572,4
8,11624,11625,0
8,11637,11638,0
8,11671,11671,0
8,11674,11675,1
8,11741,11755,14
8,11757,11759,1
8,11790,11790,0
8,11792,11793,1
8,11832,11832,0
8,11840,11840,0
8,11866,11867,0
8,11869,11871,1
8,11915,11916,0
8,11926,11927,0
8,11968,11969,1
8,11978,11978,0
8,12015,12015,0
8,12039,12039,0
8,12083,12083,0
8,12086,12097,11
8,12146,12147,1
8,12150,12151,1
8,12182,12182,0
8,12191,12191,0
8,12231,12231,0
8,12235,12235,0
8,12278,12279,0
8,12290,12291,0
8,12343,12344,0
8,12363,12363,0
8,12402,12402,0
8,12404,12405,0
8,12467,12467,0
8,12470,12470,0
8,12539,12540,0
8,12542,12544,2
8,12587,12588,0
8,12590,12591,0
8,12644,12644,0
8,12657,12658,1
8,12692,12692,0
8,12694,12695,0
8,12776,12776,0
8,12799,12800,0
8,12851,12851,0
8,12855,12855,0
8,12884,12884,0
8,12886,12887,0
8,12933,12933,0
8,12936,12936,0
8,12975,12986,10
8,12989,12992,2
8,13062,13063,0
8,13070,13075,5
8,13115,13115,0
8,13118,13128,9
8,13164,13179,15
8,13183,13183,0
8,13212,13213,0
8,13215,13216,0
8,13256,13256,0
8,13261,13261,0
8,13306,13307,0
8,13316,13316,0
8,13352,13352,0
8,13355,13356,1
8,13403,13403,0
8,13405,13405,0
8,13448,13448,0
8,13450,13450,0
8,13509,13509,0
8,13525,13525,0
8,13575,13584,8
8,13586,13587,0
8,13627,13627,0
8,13631,13644,13
8,13696,13697,0
8,13704,13705,0
8,13760,13760,0
8,13767,13767,0
8,13812,13812,0
8,13817,13818,0
8,13872,13872,0
8,13874,13876,2
8,13902,13902,0
8,13905,13905,0
8,13931,13931,0
8,13942,13950,7
8,13984,13984,0
8,13989,13990,0
8,14027,14027,0
8,14030,14030,0
8,14080,14081,0
8,14084,14084,0
8,14130,14130,0
8,14132,14132,0
8,14166,14166,0
8,14168,14168,0
8,14220,14222,2
8,14235,14247,12
8,14286,14286,0
8,14288,14289,0
8,14328,14343,15
8,14346,14346,0
8,14406,14407,0
8,14409,14410,0
8,14467,14478,11
8,14481,14482,0
8,14546,14551,5
8,14555,14555,0
8,14584,14585,0
8,14586,14587,0
8,14613,14613,0
8,14624,14625,0
8,14662,14675,12
8,14680,14686,6
8,14743,14744,0
8,14746,14756,9
8,14811,14812,0
8,14817,14817,0
8,14883,14899,15
8,14907,14909,2
8,14940,14940,0
8,14954,14955,0
8,15002,15002,0
8,15005,15005,0
8,15036,15036,0
8,15038,15052,13
8,15091,15091,0
8,15104,15110,5
8,15147,15147,0
8,15166,15167,0
8,15220,15220,0
8,15222,15223,0
8,15250,15250,0
8,15253,15253,0
8,15278,15279,0
8,15281,15295,14
8,15321,15321,0
8,15325,15326,1
8,15359,15360,0
8,15362,15363,0
8,15391,15391,0
8,15393,15394,0
8,15421,15422,0
8,15423,15424,1
8,15452,15452,0
8,15454,15455,0
8,15482,15482,0
8,15484,15485,1
8,15513,15513,0
8,15515,15516,0
8,15543,15543,0
8,15545,15546,1
8,15574,15574,0
8,15577,15577,0
8,15604,15605,0
8,15607,15608,1
8,15635,15636,0
8,15638,15639,1
8,15667,15667,0
8,15670,15671,1
8,15698,15698,0
8,15701,15702,0
8,15729,15730,0
8,15732,15733,1
8,15760,15761,0
8,15763,15764,1
8,15789,15789,0
8,15791,15792,1
8,15818,15818,0
8,15829,15838,9
8,15862,15863,0
8,15865,15865,0
8,15890,15890,0
8,15893,15894,0
8,15919,15919,0
8,15922,15923,1
8,15948,15948,0
8,15950,15950,0
8,15975,15975,0
8,15977,15978,1
8,16003,16004,0
8,16005,16006,1
8,16031,16032,0
8,16034,16035,1
8,16060,16060,0
8,16062,16063,0
8,16088,16089,0
8,16091,16092,0
8,16116,16117,0
8,16119,16120,1
8,16145,16145,0
8,16147,16147,0
8,16172,16173,0
8,16175,16176,0
8,16201,16201,0
8,16203,16203,0
8,16228,16229,0
8,16231,16231,0
8,16256,16257,0
8,16259,16260,0
8,16285,16285,0
8,16286,16288,1
8,16313,16313,0
8,16315,16316,1
8,16341,16341,0
8,16342,16343,0
8,16368,16368,0
8,16370,16371,1
8,16396,16396,0
8,16398,16398,0
8,16424,16424,0
8,16426,16427,0
8,16452,16452,0
8,16454,16455,1
8,16480,16480,0
8,16482,16482,0
8,16507,16507,0
8,16509,16510,0
8,16535,16535,0
8,16537,16538,0
8,16563,16563,0
8,16565,16566,0
8,16590,16591,0
8,16593,16593,0
8,16618,16618,0
8,16620,16621,0
8,16645,16646,0
8,16647,16648,0
8,16673,16673,0
8,16675,16675,0
8,16700,16700,0
8,16702,16703,0
8,16727,16728,0
8,16730,16730,0
8,16755,16755,0
8,16757,16757,0
8,16783,16783,0
8,16785,16785,0
8,16810,16810,0
8,16812,16813,0
8,16838,16838,0
8,16840,16841,1
8,16866,16867,0
8,16869,16869,0
8,16894,16894,0
8,16896,16897,1
8,16922,16922,0
8,16924,16925,0
8,16949,16949,0
8,16951,16952,0
8,16977,16978,0
8,16979,16980,0
8,17005,17005,0
8,17006,17007,0
8,17032,17032,0
8,17034,17035,1
8,17061,17061,0
8,17063,17063,0
8,17088,17088,0
8,17090,17091,0
8,17116,17116,0
8,17118,17119,1
8,17144,17145,0
8,17147,17148,0
8,17173,17173,0
8,17176,17177,0
8,17202,17202,0
8,17204,17205,1
8,17230,17230,0
8,17233,17233,0
8,17258,17258,0
8,17260,17261,0
8,17286,17286,0
8,17288,17289,0
8,17314,17314,0
8,17316,17317,0
8,17342,17342,0
8,17344,17345,0
8,17370,17370,0
8,17372,17373,0
8,17398,17398,0
8,17400,17400,0
8,17425,17425,0
