thread,tag,sender,reciever,begin,end,lifeSpan
6,1996,1,1,2799,2799,0
0,2001,1,0,3272,3272,0
3,1030,1,0,3273,3273,0
0,2001,1,0,3285,3285,0
3,1030,1,0,3285,3285,0
0,2001,1,0,3295,3295,0
3,1030,1,0,3295,3295,0
0,2001,1,0,3305,3305,0
3,1030,1,0,3305,3305,0
1,2002,1,0,3309,3309,0
0,2001,1,0,3314,3314,0
0,1999,1,1,3314,3314,0
6,1996,1,1,3325,3325,0
1,2002,1,0,3851,3851,0
1,1030,1,0,3851,3851,0
1,2002,1,0,3857,3857,0
1,1030,1,0,3857,3857,0
1,2002,1,0,3867,3867,0
1,1030,1,0,3867,3867,0
1,2002,1,0,3877,3877,0
1,1030,1,0,3877,3877,0
1,2002,1,0,3887,3887,0
1,1030,1,0,3888,3888,0
1,2002,1,0,3898,3898,0
1,1030,1,0,3898,3898,0
1,2002,1,0,3905,3905,0
1,1030,1,0,3905,3905,0
1,2002,1,0,3912,3912,0
1,1030,1,0,3912,3912,0
1,2002,1,0,3918,3918,0
1,1030,1,0,3919,3919,0
1,2002,1,0,3925,3925,0
1,1030,1,0,3926,3926,0
1,2002,1,0,3933,3933,0
1,1030,1,0,3933,3933,0
0,2001,1,0,3940,3940,0
0,1999,1,1,3940,3940,0
1,2002,1,0,3940,3940,0
6,1996,1,1,3947,3947,0
0,2001,1,0,4403,4403,0
3,1030,1,0,4403,4403,0
0,2001,1,0,4412,4412,0
3,1030,1,0,4412,4412,0
0,2001,1,0,4417,4417,0
3,1030,1,0,4417,4417,0
0,2001,1,0,4423,4424,0
3,1030,1,0,4424,4424,0
0,2001,1,0,4430,4430,0
3,1030,1,0,4430,4430,0
0,2001,1,0,4436,4436,0
3,1030,1,0,4436,4436,0
0,2001,1,0,4445,4445,0
3,1030,1,0,4445,4445,0
0,2001,1,0,4454,4454,0
3,1030,1,0,4454,4454,0
0,2001,1,0,4460,4460,0
3,1030,1,0,4460,4460,0
0,2001,1,0,4466,4466,0
3,1030,1,0,4466,4466,0
1,2002,1,0,4470,4470,0
0,2001,1,0,4472,4472,0
0,1999,1,1,4472,4472,0
6,1996,1,1,4482,4482,0
0,2001,1,0,4969,4969,0
3,1030,1,0,4970,4970,0
0,2001,1,0,4988,4988,0
3,1030,1,0,4988,4988,0
0,2001,1,0,5004,5004,0
3,1030,1,0,5004,5004,0
0,2001,1,0,5022,5022,0
3,1030,1,0,5022,5022,0
0,2001,1,0,5038,5038,0
3,1030,1,0,5038,5038,0
0,2001,1,0,5044,5044,0
3,1030,1,0,5045,5045,0
0,2001,1,0,5059,5059,0
3,1030,1,0,5059,5059,0
1,2002,1,0,5067,5067,0
0,2001,1,0,5068,5068,0
0,1999,1,1,5068,5068,0
6,1996,1,1,5082,5082,0
1,2002,1,0,5601,5601,0
1,1030,1,0,5601,5601,0
1,2002,1,0,5607,5607,0
1,1030,1,0,5607,5607,0
1,2002,1,0,5613,5613,0
1,1030,1,0,5614,5614,0
1,2002,1,0,5621,5621,0
1,1030,1,0,5621,5621,0
1,2002,1,0,5630,5630,0
1,1030,1,0,5631,5631,0
0,2001,1,0,5639,5639,0
0,1999,1,1,5639,5639,0
1,2002,1,0,5639,5639,0
6,1996,1,1,5649,5649,0
1,2002,1,0,6110,6110,0
1,1030,1,0,6110,6110,0
1,2002,1,0,6116,6116,0
1,1030,1,0,6116,6116,0
1,2002,1,0,6120,6120,0
1,1030,1,0,6120,6120,0
1,2002,1,0,6126,6126,0
