,thread,time,event
,6,6327,tasks.size = 11
,0,6330,worker is executing own tasks
,0,6354,worker is executing another tasks
,0,6354,worker try execute another tasks from 1 rank
,0,6355,rank 1 haven't tasks
,0,6355,worker try execute another tasks from 0 rank
,0,6355,rank 0 haven't tasks
,0,6355,worker finished job
,6,6358,tasks.size = 11
,0,6361,worker is executing own tasks
,0,6385,worker is executing another tasks
,0,6385,worker try execute another tasks from 1 rank
,0,6386,rank 1 haven't tasks
,0,6386,worker try execute another tasks from 0 rank
,0,6386,rank 0 haven't tasks
,0,6386,worker finished job
,6,6389,tasks.size = 11
,0,6392,worker is executing own tasks
,0,6416,worker is executing another tasks
,0,6416,worker try execute another tasks from 1 rank
,0,6416,rank 1 haven't tasks
,0,6416,worker try execute another tasks from 0 rank
,0,6416,rank 0 haven't tasks
,0,6416,worker finished job
,6,6419,tasks.size = 11
,0,6422,worker is executing own tasks
,0,6446,worker is executing another tasks
,0,6446,worker try execute another tasks from 1 rank
,0,6447,rank 1 haven't tasks
,0,6447,worker try execute another tasks from 0 rank
,0,6447,rank 0 haven't tasks
,0,6447,worker finished job
,6,6450,tasks.size = 11
,0,6453,worker is executing own tasks
,0,6477,worker is executing another tasks
,0,6477,worker try execute another tasks from 1 rank
,0,6477,rank 1 haven't tasks
,0,6477,worker try execute another tasks from 0 rank
,0,6478,rank 0 haven't tasks
,0,6478,worker finished job
,6,6481,tasks.size = 11
,0,6484,worker is executing own tasks
,0,6508,worker is executing another tasks
,0,6508,worker try execute another tasks from 1 rank
,0,6508,rank 1 haven't tasks
,0,6508,worker try execute another tasks from 0 rank
,0,6508,rank 0 haven't tasks
,0,6508,worker finished job
,6,6511,tasks.size = 11
,0,6515,worker is executing own tasks
,0,6539,worker is executing another tasks
,0,6539,worker try execute another tasks from 1 rank
,0,6539,rank 1 haven't tasks
,0,6539,worker try execute another tasks from 0 rank
,0,6540,rank 0 haven't tasks
,0,6540,worker finished job
,6,6552,tasks.size = 11
,0,6557,worker is executing own tasks
,3,6579,task 22 pass to 0
,0,6581,worker is executing another tasks
,0,6581,worker try execute another tasks from 1 rank
,0,6581,rank 1 haven't tasks
,0,6581,worker try execute another tasks from 0 rank
,0,6599,rank 0 haven't tasks
,0,6599,worker finished job
,6,6602,tasks.size = 11
,0,6607,worker is executing own tasks
,3,6631,task 17 pass to 1
,0,6632,worker is executing another tasks
,0,6632,worker try execute another tasks from 1 rank
,0,6633,rank 1 haven't tasks
,0,6633,worker try execute another tasks from 0 rank
,3,6633,task 8 pass to 2
,3,6634,task 22 pass to 1
,0,6636,worker executed 8 task
,0,6636,worker try execute another tasks from 0 rank
,0,6636,rank 0 haven't tasks
,0,6636,worker finished job
,6,6644,tasks.size = 12
,0,6661,worker is executing own tasks
,0,6688,worker is executing another tasks
,0,6688,worker try execute another tasks from 1 rank
,0,6688,rank 1 haven't tasks
,0,6688,worker try execute another tasks from 0 rank
,3,6688,task 16 pass to 2
,0,6691,worker executed 16 task
,0,6691,worker try execute another tasks from 0 rank
,0,6697,rank 0 haven't tasks
,0,6697,worker finished job
,6,6697,tasks.size = 13
,0,6702,worker is executing own tasks
,0,6730,worker is executing another tasks
,0,6730,worker try execute another tasks from 1 rank
,0,6731,rank 1 haven't tasks
,0,6731,worker try execute another tasks from 0 rank
,0,6731,rank 0 haven't tasks
,0,6731,worker finished job
,6,6744,tasks.size = 13
,0,6749,worker is executing own tasks
,0,6778,worker is executing another tasks
,0,6778,worker try execute another tasks from 1 rank
,0,6778,rank 1 haven't tasks
,0,6778,worker try execute another tasks from 0 rank
,0,6778,rank 0 haven't tasks
,0,6778,worker finished job
,6,6808,tasks.size = 13
,0,6812,worker is executing own tasks
,3,6827,change location in 1 for task 14 counter was 1
,3,6827,change location in 0 for task 14 counter was 0
,3,6827,map changed for task 14; sendedTaskCounter.size = 0
,0,6839,worker is executing another tasks
,0,6839,worker try execute another tasks from 1 rank
,0,6840,rank 1 haven't tasks
,0,6840,worker try execute another tasks from 0 rank
,3,6840,delete task 14
,0,6842,rank 0 haven't tasks
,0,6842,worker finished job
,6,6859,tasks.size = 12
,0,6871,worker is executing own tasks
,3,6884,delete task 30
,3,6884,change location in 0 for task 30 counter was 1
,0,6896,worker is executing another tasks
,0,6896,worker try execute another tasks from 1 rank
,3,6903,change location in 1 for task 30 counter was 0
,3,6903,map changed for task 30; sendedTaskCounter.size = 0
,3,6911,task 22 pass to 2
,0,6913,worker executed 22 task
,0,6913,worker try execute another tasks from 1 rank
,0,6913,rank 1 haven't tasks
,0,6913,worker try execute another tasks from 0 rank
,0,6914,rank 0 haven't tasks
,0,6914,worker finished job
,6,6923,tasks.size = 12
,0,6927,worker is executing own tasks
,3,6953,task 14 pass to 1
,0,6954,worker is executing another tasks
,0,6954,worker try execute another tasks from 1 rank
,0,6954,rank 1 haven't tasks
,0,6954,worker try execute another tasks from 0 rank
,0,6954,rank 0 haven't tasks
,0,6954,worker finished job
,6,6957,tasks.size = 12
,0,6959,worker is executing own tasks
,3,6975,change location in 0 for task 21 counter was 1
,3,6975,change location in 1 for task 21 counter was 0
,3,6975,map changed for task 21; sendedTaskCounter.size = 0
,3,6976,delete task 21
,3,6979,change location in 0 for task 16 counter was 1
,3,6979,change location in 1 for task 16 counter was 0
,3,6979,map changed for task 16; sendedTaskCounter.size = 0
,3,6979,delete task 16
,3,6982,task 17 pass to 0
,0,6982,worker is executing another tasks
,0,6982,worker try execute another tasks from 1 rank
,0,6983,rank 1 haven't tasks
,0,6983,worker try execute another tasks from 0 rank
,0,6983,rank 0 haven't tasks
,0,6983,worker finished job
,6,7000,tasks.size = 10
,0,7007,worker is executing own tasks
,0,7029,worker is executing another tasks
,0,7029,worker try execute another tasks from 1 rank
,3,7040,task 14 pass to 2
,0,7044,worker executed 14 task
,0,7045,worker try execute another tasks from 1 rank
,0,7045,rank 1 haven't tasks
,0,7045,worker try execute another tasks from 0 rank
,0,7063,rank 0 haven't tasks
,0,7063,worker finished job
,6,7064,tasks.size = 11
,0,7066,worker is executing own tasks
,3,7090,change location in 0 for task 15 counter was 1
,3,7090,change location in 0 for task 18 counter was 1
,3,7091,delete task 15
,3,7092,delete task 18
,3,7092,change location in 1 for task 15 counter was 0
,3,7092,map changed for task 15; sendedTaskCounter.size = 1
,3,7092,change location in 1 for task 18 counter was 0
,3,7092,map changed for task 18; sendedTaskCounter.size = 0
,3,7093,change location in 1 for task 22 counter was 1
,3,7095,delete task 22
,3,7096,change location in 0 for task 22 counter was 0
,3,7096,map changed for task 22; sendedTaskCounter.size = 0
,0,7098,worker is executing another tasks
,0,7113,worker try execute another tasks from 1 rank
,0,7115,rank 1 haven't tasks
,0,7115,worker try execute another tasks from 0 rank
,0,7115,rank 0 haven't tasks
,0,7115,worker finished job
,6,7115,tasks.size = 8
,0,7118,worker is executing own tasks
,0,7151,worker is executing another tasks
,0,7151,worker try execute another tasks from 1 rank
,0,7152,rank 1 haven't tasks
,0,7152,worker try execute another tasks from 0 rank
,0,7152,rank 0 haven't tasks
,0,7152,worker finished job
,6,7163,tasks.size = 8
,0,7179,worker is executing own tasks
,3,7194,change location in 0 for task 31 counter was 1
,3,7194,change location in 1 for task 31 counter was 0
,3,7194,map changed for task 31; sendedTaskCounter.size = 0
,3,7194,delete task 31
,3,7196,change location in 0 for task 8 counter was 1
,3,7196,change location in 1 for task 8 counter was 0
,3,7196,map changed for task 8; sendedTaskCounter.size = 1
,3,7196,delete task 8
,0,7196,worker is executing another tasks
,0,7196,worker try execute another tasks from 1 rank
,3,7197,change location in 1 for task 14 counter was 1
,0,7197,rank 1 haven't tasks
,0,7197,worker try execute another tasks from 0 rank
,3,7197,delete task 14
,0,7197,rank 0 haven't tasks
,0,7197,worker finished job
,3,7198,change location in 0 for task 14 counter was 0
,3,7198,map changed for task 14; sendedTaskCounter.size = 0
,6,7208,tasks.size = 5
,0,7213,worker is executing own tasks
,0,7228,worker is executing another tasks
,0,7228,worker try execute another tasks from 1 rank
,3,7228,task 5 pass to 2
,0,7231,worker executed 5 task
,0,7231,worker try execute another tasks from 1 rank
,3,7232,task 28 pass to 2
,0,7234,worker executed 28 task
,0,7234,worker try execute another tasks from 1 rank
,3,7235,task 29 pass to 2
,0,7237,worker executed 29 task
,0,7237,worker try execute another tasks from 1 rank
,3,7238,task 2 pass to 2
,0,7241,worker executed 2 task
,0,7241,worker try execute another tasks from 1 rank
,3,7242,task 18 pass to 2
,0,7245,worker executed 18 task
,0,7245,worker try execute another tasks from 1 rank
,0,7245,rank 1 haven't tasks
,0,7245,worker try execute another tasks from 0 rank
,3,7246,task 15 pass to 2
,3,7246,task 22 pass to 1
,0,7248,worker executed 15 task
,0,7248,worker try execute another tasks from 0 rank
,3,7248,task 14 pass to 2
,0,7251,worker executed 14 task
,0,7251,worker try execute another tasks from 0 rank
,0,7251,rank 0 haven't tasks
,0,7251,worker finished job
,6,7251,tasks.size = 12
,0,7254,worker is executing own tasks
,3,7275,task 17 pass to 1
,3,7277,change location in 1 for task 15 counter was 1
,0,7280,worker is executing another tasks
,0,7280,worker try execute another tasks from 1 rank
,0,7280,rank 1 haven't tasks
,0,7280,worker try execute another tasks from 0 rank
,3,7296,change location in 0 for task 15 counter was 0
,3,7296,map changed for task 15; sendedTaskCounter.size = 0
,3,7296,delete task 15
,0,7296,rank 0 haven't tasks
,0,7296,worker finished job
,6,7305,tasks.size = 11
,0,7309,worker is executing own tasks
,3,7332,task 30 pass to 1
,3,7334,task 16 pass to 1
,3,7336,task 15 pass to 1
,3,7343,change location in 0 for task 29 counter was 1
,3,7343,change location in 1 for task 29 counter was 0
,3,7343,map changed for task 29; sendedTaskCounter.size = 0
,3,7344,delete task 29
,3,7344,change location in 0 for task 14 counter was 1
,3,7344,change location in 1 for task 14 counter was 0
,3,7344,map changed for task 14; sendedTaskCounter.size = 0
,3,7344,delete task 14
,0,7348,worker is executing another tasks
,0,7348,worker try execute another tasks from 1 rank
,0,7348,rank 1 haven't tasks
,0,7348,worker try execute another tasks from 0 rank
,0,7350,rank 0 haven't tasks
,0,7350,worker finished job
,6,7354,tasks.size = 9
,0,7364,worker is executing own tasks
,0,7394,worker is executing another tasks
,0,7394,worker try execute another tasks from 1 rank
,0,7394,rank 1 haven't tasks
,0,7394,worker try execute another tasks from 0 rank
,3,7396,task 29 pass to 2
,0,7398,worker executed 29 task
,0,7398,worker try execute another tasks from 0 rank
,0,7398,rank 0 haven't tasks
,0,7398,worker finished job
,6,7408,tasks.size = 10
,0,7416,worker is executing own tasks
,3,7434,change location in 1 for task 18 counter was 1
,0,7437,worker is executing another tasks
,0,7437,worker try execute another tasks from 1 rank
,3,7438,task 30 pass to 2
,0,7439,worker executed 30 task
,0,7439,worker try execute another tasks from 1 rank
,3,7440,task 15 pass to 2
,0,7442,worker executed 15 task
,0,7442,worker try execute another tasks from 1 rank
,0,7442,rank 1 haven't tasks
,0,7442,worker try execute another tasks from 0 rank
,3,7455,change location in 0 for task 18 counter was 0
,3,7455,map changed for task 18; sendedTaskCounter.size = 0
,0,7456,rank 0 haven't tasks
,0,7456,worker finished job
,3,7467,delete task 18
,6,7480,tasks.size = 11
,0,7496,worker is executing own tasks
,3,7516,change location in 0 for task 30 counter was 1
,3,7516,delete task 30
,3,7516,change location in 1 for task 30 counter was 0
,3,7516,map changed for task 30; sendedTaskCounter.size = 0
,3,7518,task 31 pass to 0
,0,7519,worker is executing another tasks
,0,7519,worker try execute another tasks from 1 rank
,0,7539,rank 1 haven't tasks
,0,7539,worker try execute another tasks from 0 rank
,0,7541,rank 0 haven't tasks
,0,7542,worker finished job
,6,7543,tasks.size = 10
,0,7545,worker is executing own tasks
,3,7577,change location in 0 for task 2 counter was 1
,3,7577,delete task 2
,3,7577,change location in 1 for task 2 counter was 0
,3,7577,map changed for task 2; sendedTaskCounter.size = 0
,3,7580,change location in 1 for task 29 counter was 1
,0,7582,worker is executing another tasks
,0,7582,worker try execute another tasks from 1 rank
,3,7582,change location in 0 for task 29 counter was 0
,3,7582,map changed for task 29; sendedTaskCounter.size = 0
,0,7582,rank 1 haven't tasks
,0,7582,worker try execute another tasks from 0 rank
,3,7584,delete task 29
,0,7584,rank 0 haven't tasks
,0,7584,worker finished job
,6,7585,tasks.size = 8
,0,7588,worker is executing own tasks
,0,7606,worker is executing another tasks
,0,7606,worker try execute another tasks from 1 rank
,3,7607,task 17 pass to 2
,0,7609,worker executed 17 task
,0,7609,worker try execute another tasks from 1 rank
,3,7613,task 29 pass to 1
,3,7627,task 14 pass to 2
,0,7630,worker executed 14 task
,0,7630,worker try execute another tasks from 1 rank
,0,7630,rank 1 haven't tasks
,0,7630,worker try execute another tasks from 0 rank
,0,7630,rank 0 haven't tasks
,0,7630,worker finished job
,6,7641,tasks.size = 10
,0,7653,worker is executing own tasks
,0,7676,worker is executing another tasks
,0,7676,worker try execute another tasks from 1 rank
,0,7676,rank 1 haven't tasks
,0,7676,worker try execute another tasks from 0 rank
,0,7677,rank 0 haven't tasks
,0,7677,worker finished job
,6,7678,tasks.size = 10
,0,7681,worker is executing own tasks
,0,7704,worker is executing another tasks
,0,7704,worker try execute another tasks from 1 rank
,0,7704,rank 1 haven't tasks
,0,7704,worker try execute another tasks from 0 rank
,0,7704,rank 0 haven't tasks
,0,7704,worker finished job
,6,7707,tasks.size = 10
,0,7709,worker is executing own tasks
,0,7732,worker is executing another tasks
,0,7732,worker try execute another tasks from 1 rank
,0,7732,rank 1 haven't tasks
,0,7732,worker try execute another tasks from 0 rank
,0,7733,rank 0 haven't tasks
,0,7733,worker finished job
,6,7736,tasks.size = 10
,0,7738,worker is executing own tasks
,0,7761,worker is executing another tasks
,0,7761,worker try execute another tasks from 1 rank
,0,7761,rank 1 haven't tasks
,0,7761,worker try execute another tasks from 0 rank
,0,7761,rank 0 haven't tasks
,0,7761,worker finished job
,6,7764,tasks.size = 10
,0,7766,worker is executing own tasks
,0,7789,worker is executing another tasks
,0,7789,worker try execute another tasks from 1 rank
,0,7789,rank 1 haven't tasks
,0,7789,worker try execute another tasks from 0 rank
,0,7789,rank 0 haven't tasks
,0,7789,worker finished job
,6,7792,tasks.size = 10
,0,7795,worker is executing own tasks
,0,7818,worker is executing another tasks
,0,7818,worker try execute another tasks from 1 rank
,0,7818,rank 1 haven't tasks
,0,7818,worker try execute another tasks from 0 rank
,0,7818,rank 0 haven't tasks
,0,7818,worker finished job
,6,7821,tasks.size = 10
,0,7824,worker is executing own tasks
,0,7846,worker is executing another tasks
,0,7846,worker try execute another tasks from 1 rank
,0,7847,rank 1 haven't tasks
,0,7847,worker try execute another tasks from 0 rank
,0,7847,rank 0 haven't tasks
,0,7847,worker finished job
,6,7850,tasks.size = 10
,0,7852,worker is executing own tasks
,0,7875,worker is executing another tasks
,0,7875,worker try execute another tasks from 1 rank
,0,7875,rank 1 haven't tasks
,0,7875,worker try execute another tasks from 0 rank
,0,7875,rank 0 haven't tasks
,0,7875,worker finished job
,6,7878,tasks.size = 10
,0,7881,worker is executing own tasks
,0,7904,worker is executing another tasks
,0,7904,worker try execute another tasks from 1 rank
,0,7904,rank 1 haven't tasks
,0,7904,worker try execute another tasks from 0 rank
,3,7904,task 2 pass to 2
,0,7908,worker executed 2 task
,0,7908,worker try execute another tasks from 0 rank
,0,7908,rank 0 haven't tasks
,0,7908,worker finished job
,6,7924,tasks.size = 11
,0,7926,worker is executing own tasks
,3,7949,change location in 1 for task 5 counter was 1
,3,7949,delete task 5
,3,7949,change location in 0 for task 5 counter was 0
,3,7949,map changed for task 5; sendedTaskCounter.size = 0
,3,7952,change location in 1 for task 15 counter was 1
,3,7952,change location in 0 for task 15 counter was 0
,3,7952,map changed for task 15; sendedTaskCounter.size = 0
,3,7952,delete task 15
,3,7955,change location in 1 for task 14 counter was 1
,3,7955,change location in 0 for task 14 counter was 0
,3,7955,map changed for task 14; sendedTaskCounter.size = 0
,3,7955,delete task 14
,3,7958,change location in 1 for task 2 counter was 1
,3,7958,change location in 0 for task 2 counter was 0
,3,7958,map changed for task 2; sendedTaskCounter.size = 0
,3,7958,delete task 2
,0,7958,worker is executing another tasks
,0,7958,worker try execute another tasks from 1 rank
,3,7959,task 22 pass to 2
,0,7963,worker executed 22 task
,0,7963,worker try execute another tasks from 1 rank
,3,7979,task 29 pass to 2
,0,7982,worker executed 29 task
,0,7982,worker try execute another tasks from 1 rank
,0,7982,rank 1 haven't tasks
,0,7982,worker try execute another tasks from 0 rank
,0,7983,rank 0 haven't tasks
,0,7983,worker finished job
,6,7983,tasks.size = 9
,0,7986,worker is executing own tasks
,0,8015,worker is executing another tasks
,0,8015,worker try execute another tasks from 1 rank
,0,8015,rank 1 haven't tasks
,0,8015,worker try execute another tasks from 0 rank
,3,8016,task 2 pass to 2
,0,8019,worker executed 2 task
,0,8019,worker try execute another tasks from 0 rank
,0,8019,rank 0 haven't tasks
,0,8019,worker finished job
,6,8021,tasks.size = 10
,0,8024,worker is executing own tasks
,3,8049,task 14 pass to 1
,0,8050,worker is executing another tasks
,0,8050,worker try execute another tasks from 1 rank
,0,8050,rank 1 haven't tasks
,0,8050,worker try execute another tasks from 0 rank
,0,8050,rank 0 haven't tasks
,0,8050,worker finished job
,6,8053,tasks.size = 10
,0,8056,worker is executing own tasks
,3,8078,task 5 pass to 1
,0,8079,worker is executing another tasks
,0,8079,worker try execute another tasks from 1 rank
,0,8079,rank 1 haven't tasks
,0,8079,worker try execute another tasks from 0 rank
,0,8079,rank 0 haven't tasks
,0,8079,worker finished job
,6,8081,tasks.size = 10
,0,8084,worker is executing own tasks
,0,8107,worker is executing another tasks
,0,8107,worker try execute another tasks from 1 rank
,0,8108,rank 1 haven't tasks
,0,8108,worker try execute another tasks from 0 rank
,0,8108,rank 0 haven't tasks
,0,8108,worker finished job
,6,8110,tasks.size = 10
,0,8113,worker is executing own tasks
,0,8136,worker is executing another tasks
,0,8136,worker try execute another tasks from 1 rank
,0,8136,rank 1 haven't tasks
,0,8136,worker try execute another tasks from 0 rank
,0,8136,rank 0 haven't tasks
,0,8136,worker finished job
,6,8160,tasks.size = 10
,0,8164,worker is executing own tasks
,0,8188,worker is executing another tasks
,0,8188,worker try execute another tasks from 1 rank
,0,8189,rank 1 haven't tasks
,0,8189,worker try execute another tasks from 0 rank
,0,8189,rank 0 haven't tasks
,0,8189,worker finished job
,6,8190,tasks.size = 10
,0,8193,worker is executing own tasks
,0,8217,worker is executing another tasks
,0,8218,worker try execute another tasks from 1 rank
,0,8218,rank 1 haven't tasks
,0,8218,worker try execute another tasks from 0 rank
,0,8218,rank 0 haven't tasks
,0,8218,worker finished job
,6,8219,tasks.size = 10
,0,8223,worker is executing own tasks
,0,8248,worker is executing another tasks
,0,8248,worker try execute another tasks from 1 rank
,0,8248,rank 1 haven't tasks
,0,8248,worker try execute another tasks from 0 rank
,0,8248,rank 0 haven't tasks
,0,8248,worker finished job
,6,8248,tasks.size = 10
,0,8252,worker is executing own tasks
,0,8275,worker is executing another tasks
,0,8275,worker try execute another tasks from 1 rank
,0,8276,rank 1 haven't tasks
,0,8276,worker try execute another tasks from 0 rank
,0,8276,rank 0 haven't tasks
,0,8276,worker finished job
,6,8277,tasks.size = 10
,0,8280,worker is executing own tasks
,0,8304,worker is executing another tasks
,0,8304,worker try execute another tasks from 1 rank
,0,8305,rank 1 haven't tasks
,0,8305,worker try execute another tasks from 0 rank
,0,8305,rank 0 haven't tasks
,0,8305,worker finished job
,6,8306,tasks.size = 10
,0,8309,worker is executing own tasks
,0,8334,worker is executing another tasks
,0,8334,worker try execute another tasks from 1 rank
,0,8334,rank 1 haven't tasks
,0,8334,worker try execute another tasks from 0 rank
,0,8335,rank 0 haven't tasks
,0,8335,worker finished job
,6,8336,tasks.size = 10
,0,8340,worker is executing own tasks
,0,8365,worker is executing another tasks
,0,8365,worker try execute another tasks from 1 rank
,0,8365,rank 1 haven't tasks
,0,8365,worker try execute another tasks from 0 rank
,0,8365,rank 0 haven't tasks
,0,8365,worker finished job
,6,8366,tasks.size = 10
,0,8370,worker is executing own tasks
,0,8393,worker is executing another tasks
,0,8393,worker try execute another tasks from 1 rank
,0,8394,rank 1 haven't tasks
,0,8394,worker try execute another tasks from 0 rank
,0,8394,rank 0 haven't tasks
,0,8394,worker finished job
,6,8395,tasks.size = 10
,0,8398,worker is executing own tasks
,0,8423,worker is executing another tasks
,0,8423,worker try execute another tasks from 1 rank
,0,8423,rank 1 haven't tasks
,0,8423,worker try execute another tasks from 0 rank
,0,8423,rank 0 haven't tasks
,0,8423,worker finished job
,6,8424,tasks.size = 10
,0,8429,worker is executing own tasks
,0,8454,worker is executing another tasks
,0,8454,worker try execute another tasks from 1 rank
,0,8455,rank 1 haven't tasks
,0,8455,worker try execute another tasks from 0 rank
,0,8455,rank 0 haven't tasks
,0,8455,worker finished job
,6,8455,tasks.size = 10
,0,8460,worker is executing own tasks
,0,8484,worker is executing another tasks
,0,8484,worker try execute another tasks from 1 rank
,0,8485,rank 1 haven't tasks
,0,8485,worker try execute another tasks from 0 rank
,0,8485,rank 0 haven't tasks
,0,8485,worker finished job
,6,8485,tasks.size = 10
,0,8490,worker is executing own tasks
,0,8514,worker is executing another tasks
,0,8514,worker try execute another tasks from 1 rank
,3,8514,task 30 pass to 1
,0,8515,rank 1 haven't tasks
,0,8515,worker try execute another tasks from 0 rank
,3,8516,task 31 pass to 2
,0,8517,worker executed 31 task
,0,8517,worker try execute another tasks from 0 rank
,0,8531,rank 0 haven't tasks
,0,8531,worker finished job
,6,8532,tasks.size = 11
,0,8567,worker is executing own tasks
,0,8592,worker is executing another tasks
,0,8592,worker try execute another tasks from 1 rank
,3,8603,task 16 pass to 2
,0,8606,worker executed 16 task
,0,8606,worker try execute another tasks from 1 rank
,0,8634,rank 1 haven't tasks
,0,8634,worker try execute another tasks from 0 rank
,0,8643,rank 0 haven't tasks
,0,8643,worker finished job
,6,8661,tasks.size = 12
,0,8680,worker is executing own tasks
,3,8707,change location in 0 for task 17 counter was 1
,3,8707,delete task 17
,3,8711,change location in 1 for task 17 counter was 0
,3,8711,map changed for task 17; sendedTaskCounter.size = 1
,3,8711,change location in 0 for task 29 counter was 1
,3,8711,delete task 29
,3,8714,change location in 1 for task 29 counter was 0
,3,8714,map changed for task 29; sendedTaskCounter.size = 1
,3,8715,delete task 31
,3,8715,change location in 0 for task 31 counter was 1
,3,8715,change location in 1 for task 31 counter was 0
,3,8715,map changed for task 31; sendedTaskCounter.size = 0
,3,8717,change location in 0 for task 16 counter was 1
,3,8717,delete task 16
,3,8720,change location in 1 for task 16 counter was 0
,3,8720,map changed for task 16; sendedTaskCounter.size = 0
,0,8736,worker is executing another tasks
,0,8736,worker try execute another tasks from 1 rank
,0,8736,rank 1 haven't tasks
,0,8736,worker try execute another tasks from 0 rank
,0,8736,rank 0 haven't tasks
,0,8736,worker finished job
,6,8737,tasks.size = 8
,0,8758,worker is executing own tasks
,3,8782,task 15 pass to 1
,3,8785,task 29 pass to 1
,3,8789,delete task 22
,3,8789,change location in 1 for task 22 counter was 1
,0,8794,worker is executing another tasks
,0,8794,worker try execute another tasks from 1 rank
,3,8795,change location in 0 for task 22 counter was 0
,3,8795,map changed for task 22; sendedTaskCounter.size = 0
,0,8807,rank 1 haven't tasks
,0,8807,worker try execute another tasks from 0 rank
,0,8811,rank 0 haven't tasks
,0,8811,worker finished job
,6,8812,tasks.size = 7
,0,8820,worker is executing own tasks
,0,8844,worker is executing another tasks
,0,8844,worker try execute another tasks from 1 rank
,3,8845,task 22 pass to 2
,0,8848,worker executed 22 task
,0,8848,worker try execute another tasks from 1 rank
,0,8875,rank 1 haven't tasks
,0,8875,worker try execute another tasks from 0 rank
,0,8876,rank 0 haven't tasks
,0,8876,worker finished job
,6,8924,tasks.size = 8
,0,8936,worker is executing own tasks
,0,8967,worker is executing another tasks
,0,8967,worker try execute another tasks from 1 rank
,3,8967,task 30 pass to 2
,3,8971,task 29 pass to 0
,0,8974,worker executed 30 task
,0,8974,worker try execute another tasks from 1 rank
,0,8975,rank 1 haven't tasks
,0,8975,worker try execute another tasks from 0 rank
,0,8975,rank 0 haven't tasks
,0,8975,worker finished job
,6,8976,tasks.size = 9
,0,8979,worker is executing own tasks
,3,9011,task 29 pass to 1
,3,9011,change location in 0 for task 30 counter was 1
,3,9011,change location in 1 for task 30 counter was 0
,3,9011,map changed for task 30; sendedTaskCounter.size = 0
,0,9013,worker is executing another tasks
,0,9013,worker try execute another tasks from 1 rank
,3,9013,delete task 30
,0,9023,rank 1 haven't tasks
,0,9023,worker try execute another tasks from 0 rank
,0,9024,rank 0 haven't tasks
,0,9024,worker finished job
,6,9024,tasks.size = 8
,0,9048,worker is executing own tasks
,0,9073,worker is executing another tasks
,0,9073,worker try execute another tasks from 1 rank
,3,9076,task 15 pass to 2
,0,9079,worker executed 15 task
,0,9079,worker try execute another tasks from 1 rank
,0,9079,rank 1 haven't tasks
,0,9079,worker try execute another tasks from 0 rank
,3,9079,task 30 pass to 1
,0,9079,rank 0 haven't tasks
,0,9079,worker finished job
,6,9085,tasks.size = 9
,0,9088,worker is executing own tasks
,0,9113,worker is executing another tasks
,0,9113,worker try execute another tasks from 1 rank
,3,9114,task 29 pass to 2
,3,9116,task 16 pass to 1
,0,9119,worker executed 29 task
,0,9119,worker try execute another tasks from 1 rank
,0,9120,rank 1 haven't tasks
,0,9120,worker try execute another tasks from 0 rank
,0,9120,rank 0 haven't tasks
,0,9120,worker finished job
,6,9124,tasks.size = 10
,0,9127,worker is executing own tasks
,0,9164,worker is executing another tasks
,0,9164,worker try execute another tasks from 1 rank
,0,9165,rank 1 haven't tasks
,0,9165,worker try execute another tasks from 0 rank
,3,9165,change location in 1 for task 22 counter was 1
,3,9165,delete task 22
,0,9165,rank 0 haven't tasks
,0,9165,worker finished job
,3,9165,change location in 0 for task 22 counter was 0
,3,9165,map changed for task 22; sendedTaskCounter.size = 0
,6,9195,tasks.size = 9
,0,9235,worker is executing own tasks
,3,9239,task 21 pass to 1
,3,9244,task 17 pass to 1
,3,9248,change location in 1 for task 27 counter was 1
,3,9248,change location in 0 for task 27 counter was 0
,3,9248,map changed for task 27; sendedTaskCounter.size = 0
,3,9248,delete task 27
,3,9249,change location in 1 for task 28 counter was 1
,3,9249,delete task 28
,3,9250,change location in 0 for task 28 counter was 0
,3,9250,map changed for task 28; sendedTaskCounter.size = 0
,3,9251,change location in 0 for task 15 counter was 1
,3,9251,change location in 1 for task 15 counter was 0
,3,9251,map changed for task 15; sendedTaskCounter.size = 0
,3,9251,delete task 15
,3,9253,change location in 1 for task 29 counter was 1
,0,9253,worker is executing another tasks
,0,9253,worker try execute another tasks from 1 rank
,3,9253,delete task 29
,0,9253,rank 1 haven't tasks
,3,9253,change location in 0 for task 29 counter was 0
,3,9253,map changed for task 29; sendedTaskCounter.size = 0
,0,9253,worker try execute another tasks from 0 rank
,0,9254,rank 0 haven't tasks
,0,9254,worker finished job
,6,9256,tasks.size = 5
,0,9275,worker is executing own tasks
,0,9291,worker is executing another tasks
,3,9298,task 21 pass to 0
,0,9298,worker try execute another tasks from 1 rank
,0,9299,rank 1 haven't tasks
,0,9299,worker try execute another tasks from 0 rank
,0,9299,rank 0 haven't tasks
,0,9299,worker finished job
,6,9299,tasks.size = 5
,0,9302,worker is executing own tasks
,0,9317,worker is executing another tasks
,0,9317,worker try execute another tasks from 1 rank
,3,9331,task 8 pass to 2
,0,9335,worker executed 8 task
,0,9335,worker try execute another tasks from 1 rank
,3,9336,task 15 pass to 2
,0,9338,worker executed 15 task
,0,9338,worker try execute another tasks from 1 rank
,0,9338,rank 1 haven't tasks
,0,9339,worker try execute another tasks from 0 rank
,0,9339,rank 0 haven't tasks
,0,9339,worker finished job
,6,9345,tasks.size = 7
