,thread,time,event
,0,9366,worker is executing own tasks
,0,9387,worker is executing another tasks
,0,9387,worker try execute another tasks from 1 rank
,3,9388,task 30 pass to 2
,0,9389,worker executed 30 task
,0,9389,worker try execute another tasks from 1 rank
,3,9390,task 17 pass to 2
,0,9393,worker executed 17 task
,0,9393,worker try execute another tasks from 1 rank
,0,9395,rank 1 haven't tasks
,0,9395,worker try execute another tasks from 0 rank
,3,9395,task 21 pass to 1
,0,9395,rank 0 haven't tasks
,0,9395,worker finished job
,6,9411,tasks.size = 9
,0,9439,worker is executing own tasks
,0,9465,worker is executing another tasks
,0,9465,worker try execute another tasks from 1 rank
,3,9465,task 27 pass to 2
,0,9468,worker executed 27 task
,0,9468,worker try execute another tasks from 1 rank
,0,9468,rank 1 haven't tasks
,0,9468,worker try execute another tasks from 0 rank
,0,9476,rank 0 haven't tasks
,0,9476,worker finished job
,6,9477,tasks.size = 10
,0,9479,worker is executing own tasks
,0,9506,worker is executing another tasks
,0,9506,worker try execute another tasks from 1 rank
,0,9506,rank 1 haven't tasks
,0,9506,worker try execute another tasks from 0 rank
,0,9506,rank 0 haven't tasks
,0,9506,worker finished job
,6,9509,tasks.size = 10
,0,9512,worker is executing own tasks
,0,9540,worker is executing another tasks
,0,9540,worker try execute another tasks from 1 rank
,0,9540,rank 1 haven't tasks
,0,9540,worker try execute another tasks from 0 rank
,0,9541,rank 0 haven't tasks
,0,9541,worker finished job
,6,9543,tasks.size = 10
,0,9545,worker is executing own tasks
,3,9571,change location in 0 for task 27 counter was 1
,3,9571,delete task 27
,3,9571,change location in 1 for task 27 counter was 0
,3,9571,map changed for task 27; sendedTaskCounter.size = 0
,0,9572,worker is executing another tasks
,0,9572,worker try execute another tasks from 1 rank
,0,9572,rank 1 haven't tasks
,0,9572,worker try execute another tasks from 0 rank
,0,9587,rank 0 haven't tasks
,0,9587,worker finished job
,6,9593,tasks.size = 9
,0,9596,worker is executing own tasks
,3,9626,task 27 pass to 1
,0,9627,worker is executing another tasks
,0,9627,worker try execute another tasks from 1 rank
,0,9628,rank 1 haven't tasks
,0,9628,worker try execute another tasks from 0 rank
,3,9628,change location in 1 for task 17 counter was 1
,0,9629,rank 0 haven't tasks
,0,9629,worker finished job
,3,9629,delete task 17
,3,9629,change location in 0 for task 17 counter was 0
,3,9629,map changed for task 17; sendedTaskCounter.size = 0
,6,9652,tasks.size = 8
,0,9657,worker is executing own tasks
,0,9702,worker is executing another tasks
,0,9702,worker try execute another tasks from 1 rank
,0,9711,rank 1 haven't tasks
,0,9711,worker try execute another tasks from 0 rank
,0,9712,rank 0 haven't tasks
,0,9712,worker finished job
,6,9712,tasks.size = 8
,0,9715,worker is executing own tasks
,0,9733,worker is executing another tasks
,0,9733,worker try execute another tasks from 1 rank
,3,9739,task 16 pass to 2
,3,9740,task 17 pass to 1
,0,9742,worker executed 16 task
,0,9742,worker try execute another tasks from 1 rank
,0,9755,rank 1 haven't tasks
,0,9755,worker try execute another tasks from 0 rank
,0,9769,rank 0 haven't tasks
,0,9769,worker finished job
,6,9770,tasks.size = 9
,0,9780,worker is executing own tasks
,0,9801,worker is executing another tasks
,0,9801,worker try execute another tasks from 1 rank
,3,9802,task 27 pass to 2
,0,9803,worker executed 27 task
,0,9803,worker try execute another tasks from 1 rank
,0,9804,rank 1 haven't tasks
,0,9804,worker try execute another tasks from 0 rank
,0,9804,rank 0 haven't tasks
,0,9804,worker finished job
,6,9810,tasks.size = 10
,0,9812,worker is executing own tasks
,0,9834,worker is executing another tasks
,0,9834,worker try execute another tasks from 1 rank
,3,9844,task 17 pass to 2
,0,9846,worker executed 17 task
,0,9846,worker try execute another tasks from 1 rank
,0,9846,rank 1 haven't tasks
,0,9846,worker try execute another tasks from 0 rank
,0,9847,rank 0 haven't tasks
,0,9847,worker finished job
,6,9847,tasks.size = 11
,0,9849,worker is executing own tasks
,3,9872,task 29 pass to 1
,0,9875,worker is executing another tasks
,0,9875,worker try execute another tasks from 1 rank
,0,9875,rank 1 haven't tasks
,0,9875,worker try execute another tasks from 0 rank
,0,9875,rank 0 haven't tasks
,0,9875,worker finished job
,6,9875,tasks.size = 11
,0,9878,worker is executing own tasks
,0,9901,worker is executing another tasks
,0,9902,worker try execute another tasks from 1 rank
,0,9902,rank 1 haven't tasks
,0,9902,worker try execute another tasks from 0 rank
,3,9902,change location in 1 for task 17 counter was 1
,3,9902,change location in 0 for task 17 counter was 0
,3,9902,map changed for task 17; sendedTaskCounter.size = 0
,3,9902,delete task 17
,0,9902,rank 0 haven't tasks
,0,9902,worker finished job
,6,9906,tasks.size = 10
,0,9917,worker is executing own tasks
,0,9939,worker is executing another tasks
,0,9939,worker try execute another tasks from 1 rank
,0,9940,rank 1 haven't tasks
,0,9940,worker try execute another tasks from 0 rank
,0,9940,rank 0 haven't tasks
,0,9940,worker finished job
,6,9942,tasks.size = 10
,0,9945,worker is executing own tasks
,0,9967,worker is executing another tasks
,0,9967,worker try execute another tasks from 1 rank
,0,9968,rank 1 haven't tasks
,0,9968,worker try execute another tasks from 0 rank
,0,9968,rank 0 haven't tasks
,0,9968,worker finished job
,6,9971,tasks.size = 10
,0,9973,worker is executing own tasks
,0,9996,worker is executing another tasks
,0,9996,worker try execute another tasks from 1 rank
,0,9996,rank 1 haven't tasks
,0,9996,worker try execute another tasks from 0 rank
,0,9996,rank 0 haven't tasks
,0,9996,worker finished job
,6,9999,tasks.size = 10
,0,10002,worker is executing own tasks
,0,10024,worker is executing another tasks
,0,10024,worker try execute another tasks from 1 rank
,3,10025,task 29 pass to 2
,0,10027,worker executed 29 task
,0,10027,worker try execute another tasks from 1 rank
,0,10031,rank 1 haven't tasks
,0,10031,worker try execute another tasks from 0 rank
,0,10031,rank 0 haven't tasks
,0,10031,worker finished job
,6,10031,tasks.size = 11
,0,10034,worker is executing own tasks
,3,10056,task 17 pass to 1
,0,10056,worker is executing another tasks
,0,10056,worker try execute another tasks from 1 rank
,3,10057,change location in 0 for task 29 counter was 1
,3,10057,change location in 1 for task 29 counter was 0
,3,10057,map changed for task 29; sendedTaskCounter.size = 0
,3,10057,delete task 29
,0,10058,rank 1 haven't tasks
,0,10058,worker try execute another tasks from 0 rank
,0,10058,rank 0 haven't tasks
,0,10058,worker finished job
,6,10061,tasks.size = 10
,0,10072,worker is executing own tasks
,0,10093,worker is executing another tasks
,0,10093,worker try execute another tasks from 1 rank
,3,10094,task 17 pass to 2
,0,10096,worker executed 17 task
,0,10096,worker try execute another tasks from 1 rank
,0,10109,rank 1 haven't tasks
,0,10110,worker try execute another tasks from 0 rank
,0,10110,rank 0 haven't tasks
,0,10110,worker finished job
,6,10119,tasks.size = 11
,0,10127,worker is executing own tasks
,0,10153,worker is executing another tasks
,0,10153,worker try execute another tasks from 1 rank
,0,10153,rank 1 haven't tasks
,0,10153,worker try execute another tasks from 0 rank
,0,10153,rank 0 haven't tasks
,0,10153,worker finished job
,6,10154,tasks.size = 11
,0,10156,worker is executing own tasks
,3,10177,task 29 pass to 1
,0,10181,worker is executing another tasks
,0,10181,worker try execute another tasks from 1 rank
,0,10181,rank 1 haven't tasks
,0,10181,worker try execute another tasks from 0 rank
,0,10183,rank 0 haven't tasks
,0,10184,worker finished job
,6,10184,tasks.size = 11
,0,10187,worker is executing own tasks
,0,10210,worker is executing another tasks
,0,10210,worker try execute another tasks from 1 rank
,0,10210,rank 1 haven't tasks
,0,10210,worker try execute another tasks from 0 rank
,3,10210,change location in 0 for task 17 counter was 1
,3,10210,change location in 1 for task 17 counter was 0
,3,10210,map changed for task 17; sendedTaskCounter.size = 0
,3,10210,delete task 17
,0,10210,rank 0 haven't tasks
,0,10211,worker finished job
,6,10214,tasks.size = 10
,0,10216,worker is executing own tasks
,3,10242,change location in 1 for task 15 counter was 1
,3,10242,delete task 15
,3,10242,change location in 0 for task 15 counter was 0
,3,10242,map changed for task 15; sendedTaskCounter.size = 1
,3,10244,delete task 30
,3,10244,change location in 0 for task 30 counter was 1
,3,10244,change location in 1 for task 30 counter was 0
,3,10244,map changed for task 30; sendedTaskCounter.size = 1
,3,10245,delete task 16
,3,10247,change location in 1 for task 16 counter was 1
,0,10248,worker is executing another tasks
,0,10248,worker try execute another tasks from 1 rank
,0,10248,rank 1 haven't tasks
,0,10248,worker try execute another tasks from 0 rank
,3,10248,change location in 0 for task 16 counter was 0
,3,10248,map changed for task 16; sendedTaskCounter.size = 0
,0,10248,rank 0 haven't tasks
,0,10248,worker finished job
,6,10248,tasks.size = 7
,0,10251,worker is executing own tasks
,3,10277,task 16 pass to 1
,0,10277,worker is executing another tasks
,0,10277,worker try execute another tasks from 1 rank
,0,10277,rank 1 haven't tasks
,0,10277,worker try execute another tasks from 0 rank
,0,10278,rank 0 haven't tasks
,0,10278,worker finished job
,6,10296,tasks.size = 7
,0,10298,worker is executing own tasks
,0,10320,worker is executing another tasks
,0,10320,worker try execute another tasks from 1 rank
,3,10321,task 12 pass to 2
,3,10328,task 14 pass to 0
,3,10333,task 5 pass to 0
,3,10333,task 21 pass to 0
,3,10336,task 29 pass to 0
,0,10340,worker executed 12 task
,0,10340,worker try execute another tasks from 1 rank
,3,10340,task 30 pass to 0
,0,10343,rank 1 haven't tasks
,0,10343,worker try execute another tasks from 0 rank
,0,10343,rank 0 haven't tasks
,0,10344,worker finished job
,6,10344,tasks.size = 8
,0,10347,worker is executing own tasks
,3,10364,task 22 pass to 1
,3,10367,task 15 pass to 1
,3,10370,task 5 pass to 1
,3,10373,task 29 pass to 1
,0,10376,worker is executing another tasks
,0,10376,worker try execute another tasks from 1 rank
,0,10381,rank 1 haven't tasks
,0,10381,worker try execute another tasks from 0 rank
,0,10382,rank 0 haven't tasks
,0,10382,worker finished job
,6,10382,tasks.size = 8
,0,10384,worker is executing own tasks
,3,10412,task 30 pass to 1
,3,10413,change location in 1 for task 12 counter was 1
,3,10413,change location in 0 for task 12 counter was 0
,3,10413,map changed for task 12; sendedTaskCounter.size = 0
,3,10413,delete task 12
,0,10414,worker is executing another tasks
,0,10414,worker try execute another tasks from 1 rank
,0,10414,rank 1 haven't tasks
,0,10414,worker try execute another tasks from 0 rank
,0,10414,rank 0 haven't tasks
,0,10414,worker finished job
,6,10417,tasks.size = 7
,0,10428,worker is executing own tasks
,0,10452,worker is executing another tasks
,0,10452,worker try execute another tasks from 1 rank
,3,10452,task 29 pass to 2
,0,10466,worker executed 29 task
,0,10466,worker try execute another tasks from 1 rank
,0,10466,rank 1 haven't tasks
,0,10466,worker try execute another tasks from 0 rank
,0,10467,rank 0 haven't tasks
,0,10467,worker finished job
,6,10467,tasks.size = 8
,0,10470,worker is executing own tasks
,3,10497,task 12 pass to 1
,0,10499,worker is executing another tasks
,0,10499,worker try execute another tasks from 1 rank
,0,10500,rank 1 haven't tasks
,0,10500,worker try execute another tasks from 0 rank
,0,10500,rank 0 haven't tasks
,0,10500,worker finished job
,6,10519,tasks.size = 8
,0,10535,worker is executing own tasks
,3,10556,change location in 1 for task 2 counter was 1
,3,10556,change location in 0 for task 2 counter was 0
,3,10556,map changed for task 2; sendedTaskCounter.size = 0
,0,10558,worker is executing another tasks
,0,10558,worker try execute another tasks from 1 rank
,3,10558,delete task 2
,0,10558,rank 1 haven't tasks
,0,10558,worker try execute another tasks from 0 rank
,0,10558,rank 0 haven't tasks
,0,10558,worker finished job
,6,10576,tasks.size = 7
,0,10579,worker is executing own tasks
,3,10609,task 21 pass to 1
,0,10612,worker is executing another tasks
,0,10612,worker try execute another tasks from 1 rank
,0,10612,rank 1 haven't tasks
,0,10612,worker try execute another tasks from 0 rank
,3,10613,task 2 pass to 2
,0,10617,worker executed 2 task
,0,10617,worker try execute another tasks from 0 rank
,0,10627,rank 0 haven't tasks
,0,10627,worker finished job
,6,10638,tasks.size = 8
,0,10641,worker is executing own tasks
,0,10668,worker is executing another tasks
,0,10668,worker try execute another tasks from 1 rank
,3,10669,task 21 pass to 2
,0,10673,worker executed 21 task
,0,10673,worker try execute another tasks from 1 rank
,0,10673,rank 1 haven't tasks
,0,10673,worker try execute another tasks from 0 rank
,0,10673,rank 0 haven't tasks
,0,10673,worker finished job
,6,10676,tasks.size = 9
,0,10678,worker is executing own tasks
,0,10705,worker is executing another tasks
,0,10705,worker try execute another tasks from 1 rank
,0,10705,rank 1 haven't tasks
,0,10705,worker try execute another tasks from 0 rank
,3,10706,task 14 pass to 2
,0,10708,worker executed 14 task
,0,10709,worker try execute another tasks from 0 rank
,0,10709,rank 0 haven't tasks
,0,10709,worker finished job
,6,10709,tasks.size = 10
,0,10712,worker is executing own tasks
,0,10741,worker is executing another tasks
,0,10741,worker try execute another tasks from 1 rank
,3,10741,task 22 pass to 0
,3,10743,task 15 pass to 2
,0,10745,worker executed 15 task
,0,10747,worker try execute another tasks from 1 rank
,3,10747,task 5 pass to 0
,3,10747,task 30 pass to 0
,3,10748,task 12 pass to 2
,0,10752,worker executed 12 task
,0,10752,worker try execute another tasks from 1 rank
,0,10752,rank 1 haven't tasks
,0,10752,worker try execute another tasks from 0 rank
,0,10759,rank 0 haven't tasks
,0,10759,worker finished job
,6,10761,tasks.size = 12
,0,10765,worker is executing own tasks
,3,10788,task 17 pass to 1
,0,10800,worker is executing another tasks
,0,10800,worker try execute another tasks from 1 rank
,0,10801,rank 1 haven't tasks
,0,10801,worker try execute another tasks from 0 rank
,0,10804,rank 0 haven't tasks
,0,10804,worker finished job
,6,10816,tasks.size = 12
,0,10824,worker is executing own tasks
,3,10841,task 24 pass to 1
,3,10843,task 23 pass to 1
,3,10845,task 31 pass to 1
,3,10847,task 28 pass to 1
,3,10849,task 5 pass to 1
,0,10857,worker is executing another tasks
,3,10871,change location in 0 for task 15 counter was 1
,3,10871,delete task 15
,3,10871,change location in 1 for task 15 counter was 0
,3,10871,map changed for task 15; sendedTaskCounter.size = 0
,0,10871,worker try execute another tasks from 1 rank
,0,10872,rank 1 haven't tasks
,0,10872,worker try execute another tasks from 0 rank
,0,10872,rank 0 haven't tasks
,0,10872,worker finished job
,6,10872,tasks.size = 11
,0,10897,worker is executing own tasks
,3,10919,change location in 0 for task 21 counter was 1
,3,10919,change location in 1 for task 21 counter was 0
,3,10919,map changed for task 21; sendedTaskCounter.size = 0
,3,10919,delete task 21
,0,10922,worker is executing another tasks
,0,10923,worker try execute another tasks from 1 rank
,0,10923,rank 1 haven't tasks
,3,10923,change location in 0 for task 12 counter was 1
,3,10923,change location in 1 for task 12 counter was 0
,3,10923,map changed for task 12; sendedTaskCounter.size = 0
,0,10924,worker try execute another tasks from 0 rank
,3,10924,delete task 12
,0,10924,rank 0 haven't tasks
,0,10924,worker finished job
,6,10936,tasks.size = 9
,0,10938,worker is executing own tasks
,3,10962,task 15 pass to 0
,0,10964,worker is executing another tasks
,0,10964,worker try execute another tasks from 1 rank
,0,10964,rank 1 haven't tasks
,0,10964,worker try execute another tasks from 0 rank
,0,10964,rank 0 haven't tasks
,0,10964,worker finished job
,6,10965,tasks.size = 9
,0,10968,worker is executing own tasks
,0,10994,worker is executing another tasks
,0,10994,worker try execute another tasks from 1 rank
,0,10994,rank 1 haven't tasks
,0,10994,worker try execute another tasks from 0 rank
,0,10995,rank 0 haven't tasks
,0,10995,worker finished job
,6,10996,tasks.size = 9
,0,10999,worker is executing own tasks
,0,11024,worker is executing another tasks
,0,11024,worker try execute another tasks from 1 rank
,0,11025,rank 1 haven't tasks
,0,11025,worker try execute another tasks from 0 rank
,0,11025,rank 0 haven't tasks
,0,11025,worker finished job
,6,11025,tasks.size = 9
,0,11030,worker is executing own tasks
,0,11055,worker is executing another tasks
,0,11055,worker try execute another tasks from 1 rank
,0,11056,rank 1 haven't tasks
,0,11056,worker try execute another tasks from 0 rank
,0,11056,rank 0 haven't tasks
,0,11056,worker finished job
,6,11056,tasks.size = 9
,0,11060,worker is executing own tasks
,0,11085,worker is executing another tasks
,0,11085,worker try execute another tasks from 1 rank
,0,11085,rank 1 haven't tasks
,0,11085,worker try execute another tasks from 0 rank
,0,11086,rank 0 haven't tasks
,0,11086,worker finished job
,6,11087,tasks.size = 9
,0,11091,worker is executing own tasks
,0,11116,worker is executing another tasks
,0,11116,worker try execute another tasks from 1 rank
,0,11117,rank 1 haven't tasks
,0,11117,worker try execute another tasks from 0 rank
,0,11117,rank 0 haven't tasks
,0,11117,worker finished job
,6,11118,tasks.size = 9
,0,11121,worker is executing own tasks
,0,11147,worker is executing another tasks
,0,11147,worker try execute another tasks from 1 rank
,0,11147,rank 1 haven't tasks
,0,11147,worker try execute another tasks from 0 rank
,0,11148,rank 0 haven't tasks
,0,11148,worker finished job
,6,11148,tasks.size = 9
,0,11151,worker is executing own tasks
,0,11177,worker is executing another tasks
,0,11177,worker try execute another tasks from 1 rank
,0,11177,rank 1 haven't tasks
,0,11177,worker try execute another tasks from 0 rank
,0,11177,rank 0 haven't tasks
,0,11177,worker finished job
,6,11178,tasks.size = 9
,0,11182,worker is executing own tasks
,0,11203,worker is executing another tasks
,0,11203,worker try execute another tasks from 1 rank
,3,11207,task 5 pass to 2
,3,11207,task 15 pass to 1
,0,11207,worker executed 5 task
,0,11207,worker try execute another tasks from 1 rank
,0,11208,rank 1 haven't tasks
,0,11208,worker try execute another tasks from 0 rank
,0,11208,rank 0 haven't tasks
,0,11208,worker finished job
,6,11208,tasks.size = 10
,0,11212,worker is executing own tasks
,3,11235,task 15 pass to 0
,0,11235,worker is executing another tasks
,0,11235,worker try execute another tasks from 1 rank
,0,11235,rank 1 haven't tasks
,0,11235,worker try execute another tasks from 0 rank
,0,11236,rank 0 haven't tasks
,0,11236,worker finished job
,6,11240,tasks.size = 10
,0,11259,worker is executing own tasks
,3,11281,task 15 pass to 1
,0,11286,worker is executing another tasks
,0,11286,worker try execute another tasks from 1 rank
,0,11286,rank 1 haven't tasks
,0,11286,worker try execute another tasks from 0 rank
,0,11287,rank 0 haven't tasks
,0,11287,worker finished job
,6,11287,tasks.size = 10
,0,11290,worker is executing own tasks
,3,11314,change location in 1 for task 27 counter was 1
,3,11315,delete task 27
,3,11315,change location in 0 for task 27 counter was 0
,3,11315,map changed for task 27; sendedTaskCounter.size = 0
,3,11316,change location in 1 for task 29 counter was 1
,3,11316,change location in 0 for task 29 counter was 0
,3,11316,map changed for task 29; sendedTaskCounter.size = 0
,3,11316,delete task 29
,3,11317,change location in 1 for task 14 counter was 1
,3,11318,change location in 0 for task 14 counter was 0
,3,11318,map changed for task 14; sendedTaskCounter.size = 0
,3,11318,delete task 14
,3,11318,change location in 0 for task 5 counter was 1
,3,11318,change location in 1 for task 5 counter was 0
,3,11318,map changed for task 5; sendedTaskCounter.size = 0
,3,11318,delete task 5
,0,11321,worker is executing another tasks
,0,11321,worker try execute another tasks from 1 rank
,0,11321,rank 1 haven't tasks
,0,11321,worker try execute another tasks from 0 rank
,0,11321,rank 0 haven't tasks
,0,11321,worker finished job
,6,11322,tasks.size = 6
,0,11324,worker is executing own tasks
,0,11348,worker is executing another tasks
,0,11348,worker try execute another tasks from 1 rank
,3,11349,task 29 pass to 2
,0,11366,worker executed 29 task
,0,11366,worker try execute another tasks from 1 rank
,0,11367,rank 1 haven't tasks
,0,11367,worker try execute another tasks from 0 rank
,0,11368,rank 0 haven't tasks
,0,11368,worker finished job
,6,11368,tasks.size = 7
,0,11372,worker is executing own tasks
,0,11388,worker is executing another tasks
,0,11388,worker try execute another tasks from 1 rank
,3,11390,task 23 pass to 2
,0,11391,worker executed 23 task
,0,11391,worker try execute another tasks from 1 rank
,3,11397,task 22 pass to 1
,3,11399,task 21 pass to 1
,3,11402,task 27 pass to 1
,0,11402,rank 1 haven't tasks
,0,11402,worker try execute another tasks from 0 rank
,3,11403,task 14 pass to 2
,0,11405,worker executed 14 task
,0,11406,worker try execute another tasks from 0 rank
,0,11406,rank 0 haven't tasks
,0,11406,worker finished job
,6,11406,tasks.size = 9
,0,11409,worker is executing own tasks
,0,11429,worker is executing another tasks
,0,11429,worker try execute another tasks from 1 rank
,3,11430,task 25 pass to 2
,0,11432,worker executed 25 task
,0,11432,worker try execute another tasks from 1 rank
,3,11433,task 16 pass to 2
,0,11435,worker executed 16 task
,0,11435,worker try execute another tasks from 1 rank
,3,11437,task 31 pass to 2
,0,11438,worker executed 31 task
,0,11438,worker try execute another tasks from 1 rank
,3,11439,task 15 pass to 2
,0,11441,worker executed 15 task
,0,11441,worker try execute another tasks from 1 rank
,3,11442,task 21 pass to 2
,3,11445,task 12 pass to 1
,0,11445,worker executed 21 task
,0,11445,worker try execute another tasks from 1 rank
,0,11445,rank 1 haven't tasks
,0,11445,worker try execute another tasks from 0 rank
,0,11446,rank 0 haven't tasks
,0,11446,worker finished job
,6,11463,tasks.size = 14
,0,11483,worker is executing own tasks
,3,11499,change location in 1 for task 23 counter was 1
,3,11499,change location in 0 for task 23 counter was 0
,3,11499,map changed for task 23; sendedTaskCounter.size = 0
,3,11499,delete task 23
,3,11502,change location in 1 for task 14 counter was 1
,3,11502,change location in 0 for task 14 counter was 0
,3,11502,map changed for task 14; sendedTaskCounter.size = 0
,3,11502,delete task 14
,3,11505,change location in 1 for task 25 counter was 1
,3,11505,change location in 0 for task 25 counter was 0
,3,11505,map changed for task 25; sendedTaskCounter.size = 0
,3,11505,delete task 25
,3,11507,change location in 0 for task 16 counter was 1
,3,11507,delete task 16
,0,11514,worker is executing another tasks
,0,11514,worker try execute another tasks from 1 rank
,0,11514,rank 1 haven't tasks
,0,11514,worker try execute another tasks from 0 rank
,3,11514,change location in 1 for task 16 counter was 0
,3,11514,map changed for task 16; sendedTaskCounter.size = 0
,0,11514,rank 0 haven't tasks
,0,11514,worker finished job
,6,11522,tasks.size = 10
,0,11528,worker is executing own tasks
,0,11550,worker is executing another tasks
,0,11550,worker try execute another tasks from 1 rank
,0,11560,rank 1 haven't tasks
,0,11560,worker try execute another tasks from 0 rank
,3,11560,task 14 pass to 1
,0,11565,worker executed 25 task
,0,11565,worker try execute another tasks from 0 rank
,0,11565,rank 0 haven't tasks
,0,11565,worker finished job
,3,11565,task 25 pass to 2
,6,11565,tasks.size = 11
,0,11587,worker is executing own tasks
,3,11607,change location in 1 for task 8 counter was 1
,3,11608,change location in 0 for task 8 counter was 0
,3,11608,map changed for task 8; sendedTaskCounter.size = 0
,0,11608,worker is executing another tasks
,0,11608,worker try execute another tasks from 1 rank
,0,11608,rank 1 haven't tasks
,3,11608,delete task 8
,0,11608,worker try execute another tasks from 0 rank
,0,11610,rank 0 haven't tasks
,0,11610,worker finished job
,6,11625,tasks.size = 10
,0,11638,worker is executing own tasks
,0,11658,worker is executing another tasks
,0,11658,worker try execute another tasks from 1 rank
,3,11660,task 12 pass to 2
,0,11662,worker executed 12 task
,0,11662,worker try execute another tasks from 1 rank
,0,11663,rank 1 haven't tasks
,0,11663,worker try execute another tasks from 0 rank
,0,11663,rank 0 haven't tasks
,0,11663,worker finished job
,6,11671,tasks.size = 11
,0,11679,worker is executing own tasks
,3,11698,change location in 1 for task 25 counter was 1
,3,11698,delete task 25
,3,11699,change location in 0 for task 25 counter was 0
,3,11699,map changed for task 25; sendedTaskCounter.size = 0
,0,11702,worker is executing another tasks
,0,11702,worker try execute another tasks from 1 rank
,0,11735,rank 1 haven't tasks
,0,11735,worker try execute another tasks from 0 rank
,0,11736,rank 0 haven't tasks
,0,11736,worker finished job
,6,11741,tasks.size = 10
,0,11760,worker is executing own tasks
,3,11783,change location in 0 for task 15 counter was 1
,3,11783,delete task 15
,3,11783,change location in 1 for task 15 counter was 0
,3,11783,map changed for task 15; sendedTaskCounter.size = 0
,3,11786,change location in 0 for task 12 counter was 1
,3,11786,delete task 12
,3,11786,change location in 1 for task 12 counter was 0
,3,11786,map changed for task 12; sendedTaskCounter.size = 0
,0,11787,worker is executing another tasks
,0,11787,worker try execute another tasks from 1 rank
,0,11788,rank 1 haven't tasks
,0,11788,worker try execute another tasks from 0 rank
,0,11788,rank 0 haven't tasks
,0,11788,worker finished job
,6,11790,tasks.size = 8
,0,11795,worker is executing own tasks
,0,11819,worker is executing another tasks
,0,11819,worker try execute another tasks from 1 rank
,0,11819,rank 1 haven't tasks
,0,11819,worker try execute another tasks from 0 rank
,0,11832,rank 0 haven't tasks
,0,11832,worker finished job
,6,11833,tasks.size = 8
,0,11840,worker is executing own tasks
,0,11861,worker is executing another tasks
,0,11861,worker try execute another tasks from 1 rank
,3,11862,task 15 pass to 1
,3,11864,task 14 pass to 2
,0,11864,worker executed 14 task
,0,11864,worker try execute another tasks from 1 rank
,0,11864,rank 1 haven't tasks
,0,11864,worker try execute another tasks from 0 rank
,0,11865,rank 0 haven't tasks
,0,11865,worker finished job
,6,11867,tasks.size = 9
,0,11871,worker is executing own tasks
,0,11889,worker is executing another tasks
,0,11889,worker try execute another tasks from 1 rank
,3,11890,task 15 pass to 2
,0,11892,worker executed 15 task
,0,11892,worker try execute another tasks from 1 rank
,0,11907,rank 1 haven't tasks
,0,11907,worker try execute another tasks from 0 rank
,0,11908,rank 0 haven't tasks
,0,11908,worker finished job
,6,11916,tasks.size = 10
,0,11927,worker is executing own tasks
,0,11947,worker is executing another tasks
,0,11947,worker try execute another tasks from 1 rank
,3,11947,task 25 pass to 1
,0,11951,rank 1 haven't tasks
,0,11951,worker try execute another tasks from 0 rank
,0,11952,rank 0 haven't tasks
,0,11952,worker finished job
,6,11969,tasks.size = 10
,0,11978,worker is executing own tasks
,0,11998,worker is executing another tasks
,0,11998,worker try execute another tasks from 1 rank
,3,11999,task 24 pass to 2
,0,12000,worker executed 24 task
,0,12000,worker try execute another tasks from 1 rank
,3,12012,task 5 pass to 2
,0,12014,worker executed 5 task
,0,12014,worker try execute another tasks from 1 rank
,0,12014,rank 1 haven't tasks
,0,12014,worker try execute another tasks from 0 rank
,0,12014,rank 0 haven't tasks
,0,12014,worker finished job
,6,12015,tasks.size = 12
,0,12039,worker is executing own tasks
,0,12064,worker is executing another tasks
,0,12064,worker try execute another tasks from 1 rank
,0,12064,rank 1 haven't tasks
,0,12064,worker try execute another tasks from 0 rank
,0,12064,rank 0 haven't tasks
,0,12064,worker finished job
,6,12084,tasks.size = 12
,0,12097,worker is executing own tasks
,0,12121,worker is executing another tasks
,0,12121,worker try execute another tasks from 1 rank
,0,12121,rank 1 haven't tasks
,0,12121,worker try execute another tasks from 0 rank
,0,12144,rank 0 haven't tasks
,0,12144,worker finished job
,6,12146,tasks.size = 12
,0,12152,worker is executing own tasks
,0,12176,worker is executing another tasks
,0,12176,worker try execute another tasks from 1 rank
,3,12177,task 22 pass to 2
,3,12177,task 27 pass to 0
,0,12180,worker executed 22 task
,0,12180,worker try execute another tasks from 1 rank
,0,12180,rank 1 haven't tasks
,0,12180,worker try execute another tasks from 0 rank
,0,12180,rank 0 haven't tasks
,0,12180,worker finished job
,6,12188,tasks.size = 13
,0,12191,worker is executing own tasks
,3,12216,task 27 pass to 1
,3,12218,change location in 1 for task 14 counter was 1
,3,12218,delete task 14
,3,12218,change location in 0 for task 14 counter was 0
,3,12218,map changed for task 14; sendedTaskCounter.size = 0
,3,12220,delete task 24
,3,12220,change location in 1 for task 24 counter was 1
,3,12221,change location in 0 for task 24 counter was 0
,3,12221,map changed for task 24; sendedTaskCounter.size = 1
,3,12221,change location in 1 for task 5 counter was 1
,0,12226,worker is executing another tasks
,0,12226,worker try execute another tasks from 1 rank
,0,12226,rank 1 haven't tasks
,0,12226,worker try execute another tasks from 0 rank
,0,12227,rank 0 haven't tasks
,0,12227,worker finished job
,3,12230,delete task 5
,3,12231,change location in 0 for task 5 counter was 0
,3,12231,map changed for task 5; sendedTaskCounter.size = 0
,6,12231,tasks.size = 10
,0,12235,worker is executing own tasks
,3,12260,task 5 pass to 1
,3,12262,change location in 0 for task 15 counter was 1
,3,12262,change location in 1 for task 15 counter was 0
