,thread,time,event
,0,3957,worker is executing own tasks
,0,3982,worker is executing another tasks
,0,3982,worker try execute another tasks from 0 rank
,0,3982,rank 0 haven't tasks
,0,3982,worker try execute another tasks from 2 rank
,0,4004,rank 2 haven't tasks
,0,4004,worker finished job
,6,4006,tasks.size = 11
,0,4011,worker is executing own tasks
,0,4037,worker is executing another tasks
,0,4037,worker try execute another tasks from 0 rank
,0,4037,rank 0 haven't tasks
,0,4037,worker try execute another tasks from 2 rank
,0,4037,rank 2 haven't tasks
,0,4037,worker finished job
,6,4038,tasks.size = 11
,0,4042,worker is executing own tasks
,0,4067,worker is executing another tasks
,0,4067,worker try execute another tasks from 0 rank
,0,4067,rank 0 haven't tasks
,0,4067,worker try execute another tasks from 2 rank
,0,4067,rank 2 haven't tasks
,0,4067,worker finished job
,6,4069,tasks.size = 11
,0,4073,worker is executing own tasks
,3,4097,task 14 pass to 0
,0,4098,worker is executing another tasks
,0,4098,worker try execute another tasks from 0 rank
,0,4098,rank 0 haven't tasks
,0,4098,worker try execute another tasks from 2 rank
,0,4104,rank 2 haven't tasks
,0,4104,worker finished job
,6,4106,tasks.size = 11
,0,4124,worker is executing own tasks
,0,4149,worker is executing another tasks
,0,4149,worker try execute another tasks from 0 rank
,0,4150,rank 0 haven't tasks
,0,4150,worker try execute another tasks from 2 rank
,0,4150,rank 2 haven't tasks
,0,4150,worker finished job
,6,4151,tasks.size = 11
,0,4154,worker is executing own tasks
,0,4180,worker is executing another tasks
,0,4180,worker try execute another tasks from 0 rank
,0,4180,rank 0 haven't tasks
,0,4180,worker try execute another tasks from 2 rank
,0,4180,rank 2 haven't tasks
,0,4180,worker finished job
,6,4181,tasks.size = 11
,0,4184,worker is executing own tasks
,0,4210,worker is executing another tasks
,0,4210,worker try execute another tasks from 0 rank
,0,4210,rank 0 haven't tasks
,0,4210,worker try execute another tasks from 2 rank
,0,4210,rank 2 haven't tasks
,0,4210,worker finished job
,6,4210,tasks.size = 11
,0,4213,worker is executing own tasks
,0,4239,worker is executing another tasks
,0,4239,worker try execute another tasks from 0 rank
,0,4239,rank 0 haven't tasks
,0,4239,worker try execute another tasks from 2 rank
,0,4239,rank 2 haven't tasks
,0,4239,worker finished job
,6,4240,tasks.size = 11
,0,4255,worker is executing own tasks
,3,4268,change location in 0 for task 21 counter was 1
,0,4277,worker is executing another tasks
,0,4277,worker try execute another tasks from 0 rank
,3,4278,change location in 2 for task 21 counter was 0
,3,4278,map changed for task 21; sendedTaskCounter.size = 0
,0,4278,rank 0 haven't tasks
,0,4278,worker try execute another tasks from 2 rank
,0,4278,rank 2 haven't tasks
,3,4278,delete task 21
,0,4278,worker finished job
,6,4292,tasks.size = 10
,0,4297,worker is executing own tasks
,0,4320,worker is executing another tasks
,0,4320,worker try execute another tasks from 0 rank
,3,4320,task 14 pass to 1
,0,4322,worker executed 14 task
,0,4322,worker try execute another tasks from 0 rank
,0,4332,rank 0 haven't tasks
,0,4332,worker try execute another tasks from 2 rank
,3,4333,task 21 pass to 0
,0,4333,rank 2 haven't tasks
,0,4333,worker finished job
,6,4372,tasks.size = 11
,0,4418,worker is executing own tasks
,3,4422,task 23 pass to 0
,3,4422,task 28 pass to 0
,3,4425,task 22 pass to 0
,3,4427,delete task 15
,3,4427,change location in 0 for task 15 counter was 1
,3,4427,change location in 2 for task 15 counter was 0
,3,4427,map changed for task 15; sendedTaskCounter.size = 0
,3,4431,change location in 0 for task 25 counter was 1
,3,4431,delete task 25
,3,4431,change location in 2 for task 25 counter was 0
,3,4431,map changed for task 25; sendedTaskCounter.size = 1
,3,4431,change location in 0 for task 20 counter was 1
,3,4431,delete task 20
,3,4431,change location in 2 for task 20 counter was 0
,3,4431,map changed for task 20; sendedTaskCounter.size = 0
,3,4434,change location in 0 for task 14 counter was 1
,3,4434,delete task 14
,3,4434,change location in 2 for task 14 counter was 0
,3,4434,map changed for task 14; sendedTaskCounter.size = 0
,0,4435,worker is executing another tasks
,0,4435,worker try execute another tasks from 0 rank
,0,4435,rank 0 haven't tasks
,0,4435,worker try execute another tasks from 2 rank
,0,4448,rank 2 haven't tasks
,0,4448,worker finished job
,6,4458,tasks.size = 7
,0,4473,worker is executing own tasks
,0,4490,worker is executing another tasks
,0,4490,worker try execute another tasks from 0 rank
,3,4490,task 12 pass to 1
,0,4493,worker executed 12 task
,0,4493,worker try execute another tasks from 0 rank
,3,4494,task 29 pass to 1
,0,4496,worker executed 29 task
,0,4496,worker try execute another tasks from 0 rank
,3,4496,task 21 pass to 1
,0,4499,worker executed 21 task
,0,4499,worker try execute another tasks from 0 rank
,3,4499,task 23 pass to 1
,0,4501,worker executed 23 task
,0,4501,worker try execute another tasks from 0 rank
,3,4503,task 20 pass to 1
,0,4507,worker executed 20 task
,0,4507,worker try execute another tasks from 0 rank
,0,4519,rank 0 haven't tasks
,0,4519,worker try execute another tasks from 2 rank
,0,4520,rank 2 haven't tasks
,0,4520,worker finished job
,6,4520,tasks.size = 12
,0,4560,worker is executing own tasks
,3,4579,task 26 pass to 0
,3,4582,task 25 pass to 0
,3,4585,change location in 2 for task 21 counter was 1
,3,4585,delete task 21
,3,4585,change location in 0 for task 21 counter was 0
,3,4585,map changed for task 21; sendedTaskCounter.size = 1
,3,4586,change location in 2 for task 20 counter was 1
,3,4586,change location in 0 for task 20 counter was 0
,3,4586,map changed for task 20; sendedTaskCounter.size = 0
,3,4586,delete task 20
,0,4587,worker is executing another tasks
,0,4587,worker try execute another tasks from 0 rank
,0,4587,rank 0 haven't tasks
,0,4587,worker try execute another tasks from 2 rank
,0,4587,rank 2 haven't tasks
,0,4587,worker finished job
,6,4591,tasks.size = 10
,0,4594,worker is executing own tasks
,0,4618,worker is executing another tasks
,0,4618,worker try execute another tasks from 0 rank
,0,4618,rank 0 haven't tasks
,0,4618,worker try execute another tasks from 2 rank
,3,4619,task 20 pass to 1
,0,4634,worker executed 20 task
,0,4634,worker try execute another tasks from 2 rank
,0,4634,rank 2 haven't tasks
,0,4634,worker finished job
,6,4634,tasks.size = 11
,0,4637,worker is executing own tasks
,3,4663,change location in 0 for task 12 counter was 1
,3,4663,delete task 12
,3,4663,change location in 2 for task 12 counter was 0
,3,4663,map changed for task 12; sendedTaskCounter.size = 1
,3,4664,change location in 0 for task 29 counter was 1
,3,4664,change location in 2 for task 29 counter was 0
,3,4664,map changed for task 29; sendedTaskCounter.size = 0
,3,4664,delete task 29
,3,4666,change location in 0 for task 20 counter was 1
,3,4666,change location in 2 for task 20 counter was 0
,3,4666,map changed for task 20; sendedTaskCounter.size = 0
,3,4666,delete task 20
,0,4668,worker is executing another tasks
,0,4668,worker try execute another tasks from 0 rank
,0,4668,rank 0 haven't tasks
,0,4668,worker try execute another tasks from 2 rank
,0,4671,rank 2 haven't tasks
,0,4671,worker finished job
,6,4672,tasks.size = 8
,0,4709,worker is executing own tasks
,3,4721,change location in 0 for task 17 counter was 1
,3,4722,change location in 2 for task 17 counter was 0
,3,4722,map changed for task 17; sendedTaskCounter.size = 1
,0,4723,worker is executing another tasks
,0,4723,worker try execute another tasks from 0 rank
,0,4723,rank 0 haven't tasks
,0,4723,worker try execute another tasks from 2 rank
,3,4723,delete task 17
,3,4723,change location in 0 for task 23 counter was 1
,0,4723,rank 2 haven't tasks
,0,4723,worker finished job
,3,4728,change location in 2 for task 23 counter was 0
,3,4728,map changed for task 23; sendedTaskCounter.size = 0
,3,4728,delete task 23
,6,4744,tasks.size = 6
,0,4747,worker is executing own tasks
,0,4761,worker is executing another tasks
,0,4761,worker try execute another tasks from 0 rank
,3,4761,task 28 pass to 1
,0,4763,worker executed 28 task
,0,4763,worker try execute another tasks from 0 rank
,3,4764,task 25 pass to 1
,0,4765,worker executed 25 task
,0,4765,worker try execute another tasks from 0 rank
,0,4773,rank 0 haven't tasks
,0,4774,worker try execute another tasks from 2 rank
,3,4774,task 17 pass to 0
,3,4775,task 23 pass to 1
,0,4776,worker executed 23 task
,0,4776,worker try execute another tasks from 2 rank
,0,4776,rank 2 haven't tasks
,0,4776,worker finished job
,6,4777,tasks.size = 9
,0,4803,worker is executing own tasks
,3,4818,change location in 2 for task 25 counter was 1
,3,4818,change location in 0 for task 25 counter was 0
,3,4818,map changed for task 25; sendedTaskCounter.size = 1
,3,4818,change location in 0 for task 23 counter was 1
,3,4818,delete task 23
,3,4818,change location in 2 for task 23 counter was 0
,3,4818,map changed for task 23; sendedTaskCounter.size = 0
,3,4819,delete task 25
,0,4819,worker is executing another tasks
,0,4819,worker try execute another tasks from 0 rank
,0,4819,rank 0 haven't tasks
,0,4819,worker try execute another tasks from 2 rank
,0,4820,rank 2 haven't tasks
,0,4820,worker finished job
,6,4822,tasks.size = 7
,0,4827,worker is executing own tasks
,0,4842,worker is executing another tasks
,0,4842,worker try execute another tasks from 0 rank
,3,4843,task 26 pass to 1
,0,4845,worker executed 26 task
,0,4845,worker try execute another tasks from 0 rank
,3,4845,task 29 pass to 1
,0,4847,worker executed 29 task
,0,4847,worker try execute another tasks from 0 rank
,3,4847,task 17 pass to 1
,0,4850,worker executed 17 task
,0,4850,worker try execute another tasks from 0 rank
,0,4850,rank 0 haven't tasks
,0,4850,worker try execute another tasks from 2 rank
,3,4851,task 12 pass to 1
,0,4854,worker executed 12 task
,0,4854,worker try execute another tasks from 2 rank
,0,4854,rank 2 haven't tasks
,0,4854,worker finished job
,6,4855,tasks.size = 11
,0,4865,worker is executing own tasks
,3,4889,task 25 pass to 0
,0,4889,worker is executing another tasks
,0,4889,worker try execute another tasks from 0 rank
,0,4890,rank 0 haven't tasks
,0,4890,worker try execute another tasks from 2 rank
,0,4890,rank 2 haven't tasks
,0,4890,worker finished job
,6,4900,tasks.size = 11
,0,4907,worker is executing own tasks
,0,4931,worker is executing another tasks
,0,4931,worker try execute another tasks from 0 rank
,0,4932,rank 0 haven't tasks
,0,4932,worker try execute another tasks from 2 rank
,0,4932,rank 2 haven't tasks
,0,4932,worker finished job
,6,4934,tasks.size = 11
,0,4940,worker is executing own tasks
,0,4965,worker is executing another tasks
,0,4965,worker try execute another tasks from 0 rank
,0,4968,rank 0 haven't tasks
,0,4968,worker try execute another tasks from 2 rank
,0,4969,rank 2 haven't tasks
,0,4969,worker finished job
,6,4969,tasks.size = 11
,0,4982,worker is executing own tasks
,0,5005,worker is executing another tasks
,0,5005,worker try execute another tasks from 0 rank
,3,5006,change location in 0 for task 12 counter was 1
,3,5006,change location in 2 for task 12 counter was 0
,3,5006,map changed for task 12; sendedTaskCounter.size = 0
,3,5006,delete task 12
,3,5024,task 25 pass to 1
,0,5025,worker executed 25 task
,0,5025,worker try execute another tasks from 0 rank
,0,5025,rank 0 haven't tasks
,0,5025,worker try execute another tasks from 2 rank
,0,5043,rank 2 haven't tasks
,0,5043,worker finished job
,6,5047,tasks.size = 11
,0,5068,worker is executing own tasks
,3,5075,change location in 0 for task 16 counter was 1
,3,5075,delete task 16
,3,5075,change location in 2 for task 16 counter was 0
,3,5075,map changed for task 16; sendedTaskCounter.size = 0
,3,5076,change location in 2 for task 18 counter was 1
,0,5087,worker is executing another tasks
,0,5087,worker try execute another tasks from 0 rank
,3,5087,change location in 0 for task 18 counter was 0
,3,5087,map changed for task 18; sendedTaskCounter.size = 0
,3,5087,delete task 18
,0,5090,rank 0 haven't tasks
,0,5090,worker try execute another tasks from 2 rank
,0,5091,rank 2 haven't tasks
,0,5091,worker finished job
,6,5091,tasks.size = 9
,0,5113,worker is executing own tasks
,0,5131,worker is executing another tasks
,0,5131,worker try execute another tasks from 0 rank
,3,5132,task 23 pass to 1
,0,5134,worker executed 23 task
,0,5134,worker try execute another tasks from 0 rank
,3,5143,task 18 pass to 1
,0,5152,worker executed 18 task
,0,5152,worker try execute another tasks from 0 rank
,0,5152,rank 0 haven't tasks
,0,5152,worker try execute another tasks from 2 rank
,0,5152,rank 2 haven't tasks
,0,5152,worker finished job
,6,5153,tasks.size = 11
,0,5170,worker is executing own tasks
,0,5193,worker is executing another tasks
,0,5193,worker try execute another tasks from 0 rank
,3,5194,task 22 pass to 1
,0,5196,worker executed 22 task
,0,5196,worker try execute another tasks from 0 rank
,3,5207,task 21 pass to 1
,0,5210,worker executed 21 task
,0,5210,worker try execute another tasks from 0 rank
,0,5210,rank 0 haven't tasks
,0,5210,worker try execute another tasks from 2 rank
,0,5211,rank 2 haven't tasks
,0,5211,worker finished job
,6,5243,tasks.size = 13
,0,5247,worker is executing own tasks
,3,5265,task 24 pass to 0
,0,5275,worker is executing another tasks
,0,5275,worker try execute another tasks from 0 rank
,0,5275,rank 0 haven't tasks
,0,5275,worker try execute another tasks from 2 rank
,3,5280,task 12 pass to 1
,0,5283,worker executed 12 task
,0,5283,worker try execute another tasks from 2 rank
,0,5284,rank 2 haven't tasks
,0,5284,worker finished job
,6,5329,tasks.size = 14
,0,5340,worker is executing own tasks
,3,5361,change location in 0 for task 18 counter was 1
,0,5368,worker is executing another tasks
,0,5368,worker try execute another tasks from 0 rank
,3,5371,task 24 pass to 1
,3,5372,delete task 18
,0,5373,worker executed 24 task
,0,5373,worker try execute another tasks from 0 rank
,3,5373,change location in 2 for task 18 counter was 0
,3,5373,map changed for task 18; sendedTaskCounter.size = 0
,0,5373,rank 0 haven't tasks
,0,5373,worker try execute another tasks from 2 rank
,0,5373,rank 2 haven't tasks
,0,5373,worker finished job
,6,5375,tasks.size = 14
,0,5383,worker is executing own tasks
,3,5404,change location in 0 for task 22 counter was 1
,3,5404,delete task 22
,3,5407,change location in 0 for task 24 counter was 1
,3,5407,change location in 2 for task 22 counter was 0
,3,5407,map changed for task 22; sendedTaskCounter.size = 1
,3,5407,change location in 2 for task 24 counter was 0
,3,5407,map changed for task 24; sendedTaskCounter.size = 0
,0,5409,worker is executing another tasks
,0,5409,worker try execute another tasks from 0 rank
,3,5426,delete task 24
,0,5426,rank 0 haven't tasks
,0,5426,worker try execute another tasks from 2 rank
,0,5431,rank 2 haven't tasks
,0,5431,worker finished job
,6,5437,tasks.size = 12
,0,5453,worker is executing own tasks
,3,5477,change location in 0 for task 17 counter was 1
,3,5477,change location in 2 for task 17 counter was 0
,3,5477,map changed for task 17; sendedTaskCounter.size = 0
,3,5477,delete task 17
,3,5481,change location in 0 for task 23 counter was 1
,3,5486,change location in 2 for task 23 counter was 0
,3,5486,map changed for task 23; sendedTaskCounter.size = 1
,3,5486,delete task 23
,3,5486,change location in 2 for task 12 counter was 1
,3,5486,change location in 0 for task 12 counter was 0
,3,5486,map changed for task 12; sendedTaskCounter.size = 0
,3,5486,delete task 12
,0,5486,worker is executing another tasks
,0,5486,worker try execute another tasks from 0 rank
,0,5486,rank 0 haven't tasks
,0,5486,worker try execute another tasks from 2 rank
,0,5486,rank 2 haven't tasks
,0,5486,worker finished job
,6,5506,tasks.size = 9
,0,5524,worker is executing own tasks
,3,5544,task 17 pass to 0
,3,5545,change location in 2 for task 21 counter was 1
,3,5545,delete task 21
,0,5545,worker is executing another tasks
,0,5545,worker try execute another tasks from 0 rank
,0,5548,rank 0 haven't tasks
,0,5548,worker try execute another tasks from 2 rank
,3,5548,change location in 0 for task 21 counter was 0
,3,5548,map changed for task 21; sendedTaskCounter.size = 0
,0,5550,rank 2 haven't tasks
,0,5550,worker finished job
,6,5580,tasks.size = 8
,0,5592,worker is executing own tasks
,0,5608,worker is executing another tasks
,0,5608,worker try execute another tasks from 0 rank
,3,5608,task 2 pass to 1
,0,5611,worker executed 2 task
,0,5611,worker try execute another tasks from 0 rank
,3,5611,task 6 pass to 1
,0,5613,worker executed 6 task
,0,5613,worker try execute another tasks from 0 rank
,3,5613,task 8 pass to 1
,0,5631,worker executed 8 task
,0,5632,worker try execute another tasks from 0 rank
,3,5632,task 23 pass to 0
,0,5632,rank 0 haven't tasks
,0,5632,worker try execute another tasks from 2 rank
,3,5633,task 21 pass to 0
,0,5633,rank 2 haven't tasks
,0,5633,worker finished job
,6,5637,tasks.size = 11
,0,5642,worker is executing own tasks
,0,5665,worker is executing another tasks
,0,5665,worker try execute another tasks from 0 rank
,3,5667,task 22 pass to 1
,0,5670,worker executed 22 task
,0,5670,worker try execute another tasks from 0 rank
,3,5670,task 17 pass to 1
,0,5672,worker executed 17 task
,0,5672,worker try execute another tasks from 0 rank
,3,5672,task 21 pass to 1
,3,5673,task 16 pass to 0
,0,5675,worker executed 21 task
,0,5676,worker try execute another tasks from 0 rank
,0,5676,rank 0 haven't tasks
,0,5676,worker try execute another tasks from 2 rank
,3,5677,task 12 pass to 0
,0,5677,rank 2 haven't tasks
,0,5677,worker finished job
,6,5692,tasks.size = 14
,0,5695,worker is executing own tasks
,3,5717,change location in 0 for task 22 counter was 1
,3,5717,change location in 2 for task 22 counter was 0
,3,5717,map changed for task 22; sendedTaskCounter.size = 0
,3,5717,delete task 22
,3,5719,change location in 2 for task 21 counter was 1
,3,5719,change location in 0 for task 21 counter was 0
,3,5719,map changed for task 21; sendedTaskCounter.size = 0
,3,5719,delete task 21
,0,5720,worker is executing another tasks
,0,5720,worker try execute another tasks from 0 rank
,0,5720,rank 0 haven't tasks
,0,5720,worker try execute another tasks from 2 rank
,0,5721,rank 2 haven't tasks
,0,5721,worker finished job
,6,5727,tasks.size = 12
,0,5737,worker is executing own tasks
,0,5763,worker is executing another tasks
,0,5763,worker try execute another tasks from 0 rank
,0,5763,rank 0 haven't tasks
,0,5763,worker try execute another tasks from 2 rank
,0,5763,rank 2 haven't tasks
,0,5763,worker finished job
,6,5765,tasks.size = 12
,0,5769,worker is executing own tasks
,0,5795,worker is executing another tasks
,0,5795,worker try execute another tasks from 0 rank
,0,5795,rank 0 haven't tasks
,0,5795,worker try execute another tasks from 2 rank
,0,5795,rank 2 haven't tasks
,0,5795,worker finished job
,6,5802,tasks.size = 12
,0,5805,worker is executing own tasks
,0,5829,worker is executing another tasks
,0,5829,worker try execute another tasks from 0 rank
,3,5829,change location in 0 for task 17 counter was 1
,0,5829,rank 0 haven't tasks
,0,5829,worker try execute another tasks from 2 rank
,3,5830,change location in 2 for task 17 counter was 0
,3,5830,map changed for task 17; sendedTaskCounter.size = 0
,0,5830,rank 2 haven't tasks
,3,5830,delete task 17
,0,5830,worker finished job
,6,5854,tasks.size = 11
,0,5871,worker is executing own tasks
,3,5891,change location in 0 for task 8 counter was 1
,3,5891,change location in 2 for task 8 counter was 0
,3,5891,map changed for task 8; sendedTaskCounter.size = 0
,0,5891,worker is executing another tasks
,0,5891,worker try execute another tasks from 0 rank
,3,5892,delete task 8
,3,5892,task 12 pass to 1
,3,5895,task 21 pass to 2
,0,5895,worker executed 12 task
,0,5895,worker try execute another tasks from 0 rank
,0,5898,rank 0 haven't tasks
,0,5898,worker try execute another tasks from 2 rank
,0,5898,rank 2 haven't tasks
,0,5898,worker finished job
,6,5940,tasks.size = 11
,0,5943,worker is executing own tasks
,0,5967,worker is executing another tasks
,0,5967,worker try execute another tasks from 0 rank
,0,5967,rank 0 haven't tasks
,0,5967,worker try execute another tasks from 2 rank
,3,5968,task 8 pass to 1
,0,5971,worker executed 8 task
,0,5971,worker try execute another tasks from 2 rank
,0,5971,rank 2 haven't tasks
,0,5971,worker finished job
,6,6020,tasks.size = 12
,0,6026,worker is executing own tasks
,0,6053,worker is executing another tasks
,0,6053,worker try execute another tasks from 0 rank
,0,6053,rank 0 haven't tasks
,0,6053,worker try execute another tasks from 2 rank
,3,6054,task 22 pass to 1
,3,6054,task 17 pass to 0
,0,6056,worker executed 22 task
,0,6056,worker try execute another tasks from 2 rank
,0,6056,rank 2 haven't tasks
,0,6056,worker finished job
,6,6080,tasks.size = 13
,0,6084,worker is executing own tasks
,3,6108,change location in 0 for task 8 counter was 1
,0,6109,worker is executing another tasks
,0,6109,worker try execute another tasks from 0 rank
,0,6110,rank 0 haven't tasks
,0,6110,worker try execute another tasks from 2 rank
,3,6110,change location in 2 for task 8 counter was 0
,3,6110,map changed for task 8; sendedTaskCounter.size = 0
,3,6110,delete task 8
,0,6127,rank 2 haven't tasks
,0,6127,worker finished job
,6,6129,tasks.size = 12
,0,6138,worker is executing own tasks
,0,6163,worker is executing another tasks
,0,6163,worker try execute another tasks from 0 rank
,0,6163,rank 0 haven't tasks
,0,6163,worker try execute another tasks from 2 rank
,0,6164,rank 2 haven't tasks
,0,6164,worker finished job
,6,6164,tasks.size = 12
,0,6172,worker is executing own tasks
,3,6196,task 8 pass to 0
,0,6197,worker is executing another tasks
,0,6197,worker try execute another tasks from 0 rank
,0,6197,rank 0 haven't tasks
,0,6197,worker try execute another tasks from 2 rank
,0,6198,rank 2 haven't tasks
,0,6198,worker finished job
,6,6204,tasks.size = 12
,0,6208,worker is executing own tasks
,0,6233,worker is executing another tasks
,0,6233,worker try execute another tasks from 0 rank
,0,6234,rank 0 haven't tasks
,0,6234,worker try execute another tasks from 2 rank
,0,6234,rank 2 haven't tasks
,0,6234,worker finished job
,6,6235,tasks.size = 12
,0,6239,worker is executing own tasks
,0,6264,worker is executing another tasks
,0,6264,worker try execute another tasks from 0 rank
,0,6265,rank 0 haven't tasks
,0,6265,worker try execute another tasks from 2 rank
,0,6265,rank 2 haven't tasks
,0,6265,worker finished job
,6,6266,tasks.size = 12
,0,6269,worker is executing own tasks
,0,6295,worker is executing another tasks
,0,6295,worker try execute another tasks from 0 rank
,0,6295,rank 0 haven't tasks
,0,6295,worker try execute another tasks from 2 rank
,0,6295,rank 2 haven't tasks
,0,6295,worker finished job
,6,6296,tasks.size = 12
,0,6299,worker is executing own tasks
,0,6325,worker is executing another tasks
,0,6325,worker try execute another tasks from 0 rank
,0,6325,rank 0 haven't tasks
,0,6325,worker try execute another tasks from 2 rank
,0,6325,rank 2 haven't tasks
,0,6325,worker finished job
,6,6327,tasks.size = 12
,0,6330,worker is executing own tasks
,0,6356,worker is executing another tasks
,0,6356,worker try execute another tasks from 0 rank
,0,6356,rank 0 haven't tasks
,0,6356,worker try execute another tasks from 2 rank
,0,6356,rank 2 haven't tasks
,0,6356,worker finished job
,6,6358,tasks.size = 12
,0,6361,worker is executing own tasks
,0,6386,worker is executing another tasks
,0,6387,worker try execute another tasks from 0 rank
,0,6387,rank 0 haven't tasks
,0,6387,worker try execute another tasks from 2 rank
,0,6387,rank 2 haven't tasks
,0,6387,worker finished job
,6,6388,tasks.size = 12
,0,6392,worker is executing own tasks
,0,6418,worker is executing another tasks
,0,6418,worker try execute another tasks from 0 rank
,0,6418,rank 0 haven't tasks
,0,6418,worker try execute another tasks from 2 rank
,0,6418,rank 2 haven't tasks
,0,6418,worker finished job
,6,6419,tasks.size = 12
,0,6422,worker is executing own tasks
,0,6448,worker is executing another tasks
,0,6448,worker try execute another tasks from 0 rank
,0,6448,rank 0 haven't tasks
,0,6448,worker try execute another tasks from 2 rank
,0,6448,rank 2 haven't tasks
,0,6448,worker finished job
,6,6449,tasks.size = 12
,0,6453,worker is executing own tasks
,0,6478,worker is executing another tasks
,0,6478,worker try execute another tasks from 0 rank
,0,6478,rank 0 haven't tasks
,0,6478,worker try execute another tasks from 2 rank
,0,6479,rank 2 haven't tasks
,0,6479,worker finished job
,6,6480,tasks.size = 12
,0,6484,worker is executing own tasks
,0,6510,worker is executing another tasks
,0,6510,worker try execute another tasks from 0 rank
,0,6510,rank 0 haven't tasks
,0,6510,worker try execute another tasks from 2 rank
,0,6510,rank 2 haven't tasks
,0,6510,worker finished job
,6,6511,tasks.size = 12
,0,6515,worker is executing own tasks
,0,6540,worker is executing another tasks
,0,6540,worker try execute another tasks from 0 rank
,0,6541,rank 0 haven't tasks
,0,6541,worker try execute another tasks from 2 rank
,0,6551,rank 2 haven't tasks
,0,6551,worker finished job
,6,6552,tasks.size = 12
,0,6557,worker is executing own tasks
,3,6579,change location in 2 for task 22 counter was 1
,0,6580,worker is executing another tasks
,0,6580,worker try execute another tasks from 0 rank
,0,6600,rank 0 haven't tasks
,0,6600,worker try execute another tasks from 2 rank
,3,6600,change location in 0 for task 22 counter was 0
,3,6600,map changed for task 22; sendedTaskCounter.size = 0
,0,6602,rank 2 haven't tasks
,0,6602,worker finished job
,3,6602,delete task 22
,6,6603,tasks.size = 11
,0,6607,worker is executing own tasks
,0,6631,worker is executing another tasks
,0,6631,worker try execute another tasks from 0 rank
,3,6631,task 17 pass to 1
,3,6633,task 8 pass to 2
,0,6634,worker executed 17 task
,0,6634,worker try execute another tasks from 0 rank
,3,6634,task 22 pass to 1
,0,6636,worker executed 22 task
,0,6636,worker try execute another tasks from 0 rank
,0,6636,rank 0 haven't tasks
,0,6636,worker try execute another tasks from 2 rank
,0,6637,rank 2 haven't tasks
,0,6637,worker finished job
,6,6644,tasks.size = 13
,0,6661,worker is executing own tasks
,3,6688,task 16 pass to 2
,0,6689,worker is executing another tasks
,0,6689,worker try execute another tasks from 0 rank
,0,6689,rank 0 haven't tasks
,0,6689,worker try execute another tasks from 2 rank
,0,6689,rank 2 haven't tasks
,0,6689,worker finished job
,6,6697,tasks.size = 13
,0,6702,worker is executing own tasks
,0,6730,worker is executing another tasks
,0,6730,worker try execute another tasks from 0 rank
,0,6730,rank 0 haven't tasks
,0,6730,worker try execute another tasks from 2 rank
,0,6730,rank 2 haven't tasks
,0,6730,worker finished job
,6,6744,tasks.size = 13
,0,6749,worker is executing own tasks
,0,6777,worker is executing another tasks
,0,6777,worker try execute another tasks from 0 rank
,0,6777,rank 0 haven't tasks
,0,6777,worker try execute another tasks from 2 rank
,0,6777,rank 2 haven't tasks
,0,6777,worker finished job
,6,6808,tasks.size = 13
,0,6812,worker is executing own tasks
,3,6827,task 14 pass to 0
,0,6840,worker is executing another tasks
,0,6840,worker try execute another tasks from 0 rank
,0,6840,rank 0 haven't tasks
,0,6840,worker try execute another tasks from 2 rank
,0,6840,rank 2 haven't tasks
,0,6840,worker finished job
,6,6859,tasks.size = 13
,0,6871,worker is executing own tasks
,3,6896,task 30 pass to 0
,0,6897,worker is executing another tasks
,0,6897,worker try execute another tasks from 0 rank
,0,6897,rank 0 haven't tasks
,0,6897,worker try execute another tasks from 2 rank
,3,6903,change location in 0 for task 22 counter was 1
,0,6903,rank 2 haven't tasks
,0,6903,worker finished job
,3,6913,change location in 2 for task 22 counter was 0
,3,6913,map changed for task 22; sendedTaskCounter.size = 0
,3,6913,delete task 22
,6,6924,tasks.size = 12
,0,6927,worker is executing own tasks
,0,6953,worker is executing another tasks
,0,6953,worker try execute another tasks from 0 rank
,3,6953,task 14 pass to 1
,0,6956,worker executed 14 task
,0,6956,worker try execute another tasks from 0 rank
,0,6956,rank 0 haven't tasks
,0,6956,worker try execute another tasks from 2 rank
,0,6956,rank 2 haven't tasks
,0,6956,worker finished job
,6,6956,tasks.size = 13
,0,6959,worker is executing own tasks
,3,6975,task 21 pass to 0
,3,6979,task 16 pass to 0
,3,6982,change location in 0 for task 17 counter was 1
,3,6982,delete task 17
,3,6982,change location in 2 for task 17 counter was 0
,3,6982,map changed for task 17; sendedTaskCounter.size = 0
,0,6985,worker is executing another tasks
,0,6985,worker try execute another tasks from 0 rank
,0,6985,rank 0 haven't tasks
,0,6985,worker try execute another tasks from 2 rank
,0,6995,rank 2 haven't tasks
,0,6995,worker finished job
,6,6995,tasks.size = 12
,0,7007,worker is executing own tasks
,3,7029,change location in 0 for task 14 counter was 1
,0,7030,worker is executing another tasks
,0,7030,worker try execute another tasks from 0 rank
,0,7039,rank 0 haven't tasks
,0,7039,worker try execute another tasks from 2 rank
,0,7040,rank 2 haven't tasks
,3,7040,change location in 2 for task 14 counter was 0
,3,7040,map changed for task 14; sendedTaskCounter.size = 0
,0,7040,worker finished job
,3,7040,delete task 14
,6,7064,tasks.size = 11
,0,7066,worker is executing own tasks
,0,7089,worker is executing another tasks
,0,7089,worker try execute another tasks from 0 rank
,0,7090,rank 0 haven't tasks
