,thread,time,event
,0,3196,worker finished job
,6,3197,tasks.size = 18
,0,3201,worker is executing own tasks
,0,3236,worker is executing another tasks
,0,3236,worker try execute another tasks from 0 rank
,0,3236,rank 0 haven't tasks
,0,3236,worker finished job
,6,3237,tasks.size = 18
,0,3239,worker is executing own tasks
,5,3249,start communication
,1,3259,start communication
,3,3260,communicator changed
,2,3260,old dispatcher run
,4,3260,old map controller run
,1,3260,new dispatcher run
,6,3260,start connection
,4,3273,change location in 0 for task 26 counter was 1
,3,3273,delete task 26
,3,3273,change location in 2 for task 26 counter was 0
,3,3273,map changed for task 26; sendedTaskCounter.size = 0
,0,3274,worker is executing another tasks
,0,3274,worker started changing communicator
,0,3274,worker finished changing communicator
,0,3274,worker try execute another tasks from 0 rank
,6,3275,connection is done
,5,3275,server is closed
,0,3275,rank 0 haven't tasks
,4,3275,old map controller is closed
,2,3275,old dispatcher closed
,0,3284,worker finished job
,6,3302,tasks.size = 17
,0,3310,worker is executing own tasks
,3,3310,change location in 0 for task 3 counter was 1
,3,3312,change location in 2 for task 3 counter was 0
,3,3312,map changed for task 3; sendedTaskCounter.size = 0
,3,3312,delete task 3
,3,3315,delete task 9
,3,3315,change location in 2 for task 9 counter was 1
,3,3315,change location in 0 for task 9 counter was 0
,3,3315,map changed for task 9; sendedTaskCounter.size = 0
,3,3318,delete task 13
,3,3318,change location in 2 for task 13 counter was 1
,3,3332,change location in 0 for task 13 counter was 0
,3,3332,map changed for task 13; sendedTaskCounter.size = 2
,3,3332,change location in 0 for task 19 counter was 1
,3,3332,change location in 2 for task 19 counter was 0
,3,3332,map changed for task 19; sendedTaskCounter.size = 1
,3,3332,delete task 19
,3,3332,change location in 0 for task 31 counter was 1
,3,3332,change location in 2 for task 31 counter was 0
,3,3332,map changed for task 31; sendedTaskCounter.size = 0
,3,3332,delete task 31
,0,3334,worker is executing another tasks
,0,3334,worker try execute another tasks from 0 rank
,3,3336,task 28 pass to 1
,3,3337,task 24 pass to 2
,0,3338,worker executed 28 task
,0,3338,worker try execute another tasks from 0 rank
,3,3338,task 26 pass to 1
,0,3341,worker executed 26 task
,0,3341,worker try execute another tasks from 0 rank
,0,3341,rank 0 haven't tasks
,0,3341,worker try execute another tasks from 2 rank
,0,3341,rank 2 haven't tasks
,0,3341,worker finished job
,6,3352,tasks.size = 14
,0,3354,worker is executing own tasks
,3,3367,change location in 0 for task 23 counter was 1
,3,3367,change location in 2 for task 23 counter was 0
,3,3367,map changed for task 23; sendedTaskCounter.size = 0
,3,3368,delete task 23
,3,3370,change location in 0 for task 27 counter was 1
,3,3370,change location in 2 for task 27 counter was 0
,3,3370,map changed for task 27; sendedTaskCounter.size = 0
,3,3370,delete task 27
,3,3373,change location in 0 for task 28 counter was 1
,3,3373,change location in 2 for task 28 counter was 0
,3,3373,map changed for task 28; sendedTaskCounter.size = 0
,3,3373,delete task 28
,0,3376,worker is executing another tasks
,0,3376,worker try execute another tasks from 0 rank
,3,3384,task 30 pass to 2
,0,3384,rank 0 haven't tasks
,0,3384,worker try execute another tasks from 2 rank
,0,3384,rank 2 haven't tasks
,0,3384,worker finished job
,6,3392,tasks.size = 11
,0,3394,worker is executing own tasks
,0,3415,worker is executing another tasks
,0,3415,worker try execute another tasks from 0 rank
,3,3415,change location in 0 for task 26 counter was 1
,3,3415,task 18 pass to 1
,3,3415,change location in 2 for task 26 counter was 0
,3,3415,map changed for task 26; sendedTaskCounter.size = 0
,3,3416,delete task 26
,0,3418,worker executed 18 task
,0,3418,worker try execute another tasks from 0 rank
,0,3418,rank 0 haven't tasks
,0,3418,worker try execute another tasks from 2 rank
,0,3419,rank 2 haven't tasks
,0,3419,worker finished job
,6,3420,tasks.size = 11
,0,3430,worker is executing own tasks
,0,3453,worker is executing another tasks
,0,3453,worker try execute another tasks from 0 rank
,0,3453,rank 0 haven't tasks
,0,3453,worker try execute another tasks from 2 rank
,0,3453,rank 2 haven't tasks
,0,3453,worker finished job
,6,3455,tasks.size = 11
,0,3457,worker is executing own tasks
,0,3481,worker is executing another tasks
,0,3481,worker try execute another tasks from 0 rank
,0,3481,rank 0 haven't tasks
,0,3481,worker try execute another tasks from 2 rank
,0,3482,rank 2 haven't tasks
,0,3482,worker finished job
,6,3483,tasks.size = 11
,0,3486,worker is executing own tasks
,0,3510,worker is executing another tasks
,0,3510,worker try execute another tasks from 0 rank
,0,3510,rank 0 haven't tasks
,0,3510,worker try execute another tasks from 2 rank
,0,3523,rank 2 haven't tasks
,0,3523,worker finished job
,6,3532,tasks.size = 11
,0,3535,worker is executing own tasks
,0,3558,worker is executing another tasks
,0,3558,worker try execute another tasks from 0 rank
,0,3558,rank 0 haven't tasks
,0,3558,worker try execute another tasks from 2 rank
,0,3558,rank 2 haven't tasks
,0,3558,worker finished job
,6,3561,tasks.size = 11
,0,3563,worker is executing own tasks
,3,3586,change location in 0 for task 25 counter was 1
,3,3587,delete task 25
,3,3587,change location in 2 for task 25 counter was 0
,3,3587,map changed for task 25; sendedTaskCounter.size = 0
,3,3588,change location in 0 for task 29 counter was 1
,3,3588,delete task 29
,3,3588,change location in 2 for task 29 counter was 0
,3,3588,map changed for task 29; sendedTaskCounter.size = 1
,3,3589,change location in 0 for task 22 counter was 1
,3,3589,delete task 22
,3,3590,change location in 0 for task 18 counter was 1
,3,3590,delete task 18
,3,3592,change location in 2 for task 22 counter was 0
,3,3592,map changed for task 22; sendedTaskCounter.size = 1
,3,3592,change location in 2 for task 18 counter was 0
,3,3592,map changed for task 18; sendedTaskCounter.size = 0
,0,3594,worker is executing another tasks
,0,3594,worker try execute another tasks from 0 rank
,0,3595,rank 0 haven't tasks
,0,3595,worker try execute another tasks from 2 rank
,0,3596,rank 2 haven't tasks
,0,3596,worker finished job
,6,3596,tasks.size = 7
,0,3603,worker is executing own tasks
,0,3622,worker is executing another tasks
,0,3622,worker try execute another tasks from 0 rank
,3,3622,task 29 pass to 1
,0,3625,worker executed 29 task
,0,3625,worker try execute another tasks from 0 rank
,0,3625,rank 0 haven't tasks
,0,3625,worker try execute another tasks from 2 rank
,0,3625,rank 2 haven't tasks
,0,3625,worker finished job
,6,3636,tasks.size = 8
,0,3639,worker is executing own tasks
,0,3660,worker is executing another tasks
,0,3660,worker try execute another tasks from 0 rank
,3,3660,task 20 pass to 1
,0,3664,worker executed 20 task
,0,3664,worker try execute another tasks from 0 rank
,0,3664,rank 0 haven't tasks
,0,3664,worker try execute another tasks from 2 rank
,0,3665,rank 2 haven't tasks
,0,3665,worker finished job
,6,3666,tasks.size = 9
,0,3669,worker is executing own tasks
,0,3693,worker is executing another tasks
,0,3693,worker try execute another tasks from 0 rank
,0,3694,rank 0 haven't tasks
,0,3694,worker try execute another tasks from 2 rank
,0,3694,rank 2 haven't tasks
,0,3694,worker finished job
,6,3696,tasks.size = 9
,0,3698,worker is executing own tasks
,0,3718,worker is executing another tasks
,0,3718,worker try execute another tasks from 0 rank
,3,3718,task 18 pass to 1
,3,3720,task 25 pass to 0
,0,3722,worker executed 18 task
,0,3722,worker try execute another tasks from 0 rank
,0,3722,rank 0 haven't tasks
,0,3722,worker try execute another tasks from 2 rank
,0,3722,rank 2 haven't tasks
,0,3722,worker finished job
,6,3723,tasks.size = 10
,0,3725,worker is executing own tasks
,3,3749,change location in 2 for task 29 counter was 1
,3,3749,change location in 0 for task 29 counter was 0
,3,3749,map changed for task 29; sendedTaskCounter.size = 0
,3,3749,delete task 29
,3,3750,change location in 0 for task 20 counter was 1
,3,3750,change location in 2 for task 20 counter was 0
,3,3750,map changed for task 20; sendedTaskCounter.size = 0
,3,3750,delete task 20
,3,3751,change location in 2 for task 18 counter was 1
,3,3751,change location in 0 for task 18 counter was 0
,3,3751,map changed for task 18; sendedTaskCounter.size = 0
,3,3751,delete task 18
,0,3758,worker is executing another tasks
,0,3758,worker try execute another tasks from 0 rank
,0,3759,rank 0 haven't tasks
,0,3761,worker try execute another tasks from 2 rank
,0,3761,rank 2 haven't tasks
,0,3761,worker finished job
,6,3761,tasks.size = 7
,0,3775,worker is executing own tasks
,0,3789,worker is executing another tasks
,0,3789,worker try execute another tasks from 0 rank
,3,3789,task 14 pass to 1
,0,3792,worker executed 14 task
,0,3792,worker try execute another tasks from 0 rank
,3,3801,task 16 pass to 1
,3,3801,task 20 pass to 0
,0,3810,worker executed 16 task
,0,3810,worker try execute another tasks from 0 rank
,0,3810,rank 0 haven't tasks
,0,3814,worker try execute another tasks from 2 rank
,0,3814,rank 2 haven't tasks
,0,3814,worker finished job
,6,3824,tasks.size = 9
,0,3826,worker is executing own tasks
,3,3860,change location in 0 for task 14 counter was 1
,3,3860,delete task 14
,3,3860,change location in 2 for task 14 counter was 0
,3,3860,map changed for task 14; sendedTaskCounter.size = 0
,0,3865,worker is executing another tasks
,0,3865,worker try execute another tasks from 0 rank
,3,3865,task 25 pass to 1
,3,3866,task 29 pass to 2
,0,3867,worker executed 25 task
,0,3867,worker try execute another tasks from 0 rank
,0,3871,worker executed 20 task
,0,3871,worker try execute another tasks from 0 rank
,3,3871,task 20 pass to 1
,0,3871,rank 0 haven't tasks
,0,3871,worker try execute another tasks from 2 rank
,0,3872,rank 2 haven't tasks
,0,3872,worker finished job
,6,3883,tasks.size = 10
,0,3891,worker is executing own tasks
,0,3914,worker is executing another tasks
,0,3914,worker try execute another tasks from 0 rank
,3,3916,task 29 pass to 0
,3,3916,task 18 pass to 1
,0,3919,worker executed 18 task
,0,3919,worker try execute another tasks from 0 rank
,0,3919,rank 0 haven't tasks
,0,3919,worker try execute another tasks from 2 rank
,0,3928,rank 2 haven't tasks
,0,3928,worker finished job
,6,3929,tasks.size = 11
